candidate_id,machine_id,shopify_handle,brand,model,field_name,current_value,proposed_value,source_type,source_url,source_priority,confidence,evidence_text,status,conflict_reason
enr_203d156bfd187b04442778a0,mdl_jcb_16c_1,jcb-16c-1,JCB,16C-1,canonical_model_group,JCB 16C-1,JCB 16C 1,track_finder,/pages/equipment-model/jcb-16c-1,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_df4d071166509aaf309a7b50,mdl_jcb_18z_1,jcb-18z-1,JCB,18Z-1,canonical_model_group,JCB 18Z-1,JCB 18Z 1,track_finder,/pages/equipment-model/jcb-18z-1,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_668742fcb05e027a1706b214,mdl_jcb_19c_1,jcb-19c-1,JCB,19C-1,canonical_model_group,JCB 19C-1,JCB 19C 1,track_finder,/pages/equipment-model/jcb-19c-1,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_43c19120f931a94b6eaa380f,mdl_jcb_8032zts,jcb-803-2-zts,JCB,8032ZTS,canonical_model_group,JCB 8032ZTS,JCB 803.2 ZTS,track_finder,/pages/equipment-model/jcb-803-2-zts,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_16222caf2e1ff61f149ff4a5,mdl_jcb_8030_zts,jcb-8030zts,JCB,8030 ZTS,canonical_model_group,JCB 8030 ZTS,JCB 8030ZTS,track_finder,/pages/equipment-model/jcb-8030zts,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_2eea05df6235342f817a7b6d,mdl_jcb_8035_zts,jcb-8035zts,JCB,8035 ZTS,canonical_model_group,JCB 8035 ZTS,JCB 8035ZTS,track_finder,/pages/equipment-model/jcb-8035zts,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_08b6179f73a1e4a5d2d4a4d5,mdl_jcb_8052,jcb-805-2,JCB,8052,canonical_model_group,JCB 8052,JCB 805.2,track_finder,/pages/equipment-model/jcb-805-2,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_b9903537f7bb2ccac10b8f66,mdl_jcb_8050_zts,jcb-8050zts,JCB,8050 ZTS,canonical_model_group,JCB 8050 ZTS,JCB 8050ZTS,track_finder,/pages/equipment-model/jcb-8050zts,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_240c2f2a38a55fcc44a8902c,mdl_jcb_8080_zts,jcb-8080zts,JCB,8080 ZTS,canonical_model_group,JCB 8080 ZTS,JCB 8080ZTS,track_finder,/pages/equipment-model/jcb-8080zts,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_8379170486a8faa4d5b796ad,mdl_jcb_85z_1,jcb-85z-1,JCB,85Z-1,canonical_model_group,JCB 85Z-1,JCB 85Z 1,track_finder,/pages/equipment-model/jcb-85z-1,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_8025e80ad263c8bf529977bb,mdl_jcb_86c_1,jcb-86c-1,JCB,86C-1,canonical_model_group,JCB 86C-1,JCB 86C 1,track_finder,/pages/equipment-model/jcb-86c-1,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_13068546b732539c2e6aa162,mdl_jcb_jz_70,jcb-jz-70,JCB,JZ 70,canonical_model_group,JCB JZ 70,JCB JZ-70,track_finder,/pages/equipment-model/jcb-jz-70,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_0ccd366ac8de4fb4b87c0d9f,mdl_jcb_jz_70,jcb-jz-70,JCB,JZ 70,canonical_model_group,JCB JZ 70,JCB JZ70,track_finder,/pages/equipment-model/jcb-jz70,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_ad2ea2e0a5499736be64d3df,mdl_komatsu_pc18mr_2,komatsu-pc18mr-2,Komatsu,PC18MR-2,canonical_model_group,Komatsu PC18MR-2,Komatsu PC18MR2,track_finder,/pages/equipment-model/komatsu-pc18mr-2,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_78c20083a63e51b783e723ba,mdl_komatsu_pc18mr_3,komatsu-pc18mr-3,Komatsu,PC18MR-3,canonical_model_group,Komatsu PC18MR-3,Komatsu PC18MR3,track_finder,/pages/equipment-model/komatsu-pc18mr-3,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_9a86be7b0d678e7c21d3a225,mdl_komatsu_pc30mr3,komatsu-pc30mr-3,Komatsu,PC30MR3,canonical_model_group,Komatsu PC30MR3,Komatsu PC30MR-3,track_finder,/pages/equipment-model/komatsu-pc30mr-3,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_86c7640a3ca9e22c487ebd80,mdl_komatsu_pc_30_mr_5,komatsu-pc30mr-5,Komatsu,PC-30-MR-5,canonical_model_group,Komatsu PC-30-MR-5,Komatsu PC30MR-5,track_finder,/pages/equipment-model/komatsu-pc30mr-5,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_90f8bde0d2d1a70cbc35c856,mdl_komatsu_pc35mr3,komatsu-pc35mr-3,Komatsu,PC35MR3,canonical_model_group,Komatsu PC35MR3,Komatsu PC35MR-3,track_finder,/pages/equipment-model/komatsu-pc35mr-3,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_a1a6908c75cc807e1014737a,mdl_komatsu_pc_35_mr_5,komatsu-pc35mr-5,Komatsu,PC-35-MR-5,canonical_model_group,Komatsu PC-35-MR-5,Komatsu PC35MR-5,track_finder,/pages/equipment-model/komatsu-pc35mr-5,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_b388374132faa8cdad91a69d,mdl_kubota_kx018_4,kubota-kx018-4,Kubota,KX018-4,canonical_model_group,Kubota KX018,Kubota KX018-4,track_finder,/pages/equipment-model/kubota-kx018-4,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_3be305797c0d7c338ffaf44b,mdl_kubota_kx033_4,kubota-kx033-4,Kubota,KX033-4,canonical_model_group,Kubota KX033,Kubota KX033-4,track_finder,/pages/equipment-model/kubota-kx033-4,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_1ccc394afa271f5bac17e4de,mdl_kubota_kx040_4,kubota-kx040-4,Kubota,KX040-4,canonical_model_group,Kubota KX040,Kubota KX040-4,track_finder,/pages/equipment-model/kubota-kx040-4,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_24d03463e3656390c7b26b9a,mdl_kubota_kx_040_5,kubota-kx040-5,Kubota,KX-040-5,canonical_model_group,Kubota KX040,Kubota KX040-5,track_finder,/pages/equipment-model/kubota-kx040-5,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_bb753aa9e3023a16c0e1e9ac,mdl_kubota_kx057_4,kubota-kx057-4,Kubota,KX057-4,canonical_model_group,Kubota KX057,Kubota KX057-4,track_finder,/pages/equipment-model/kubota-kx057-4,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_b0c350af6b2f80d0599bbeb9,mdl_kubota_kx057_5,kubota-kx057-5,Kubota,KX057-5,canonical_model_group,Kubota KX057,Kubota KX057-5,track_finder,/pages/equipment-model/kubota-kx057-5,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_688f3850faf23772f5afbde3,mdl_kubota_kx121_2,kubota-kx121-2,Kubota,KX121-2,canonical_model_group,Kubota KX121,Kubota KX121-2,track_finder,/pages/equipment-model/kubota-kx121-2,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_855f6d01310bf3b152caf17a,mdl_kubota_kx121_2s,kubota-kx-121-2s,Kubota,KX121-2S,canonical_model_group,Kubota KX121,Kubota KX121-2S,track_finder,/pages/equipment-model/kubota-kx-121-2s,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_c1f7e395cd04b7ff0027e3f9,mdl_kubota_kx121_3,kubota-kx121-3,Kubota,KX121-3,canonical_model_group,Kubota KX121,Kubota KX121-3,track_finder,/pages/equipment-model/kubota-kx121-3,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_fc24baf51fab965d04744866,mdl_kubota_u_15_3,kubota-u-15-3,Kubota,U-15-3,canonical_model_group,Kubota U-15-3,Kubota U15-3,track_finder,/pages/equipment-model/kubota-u-15-3,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_eef94d61a50e37539fa0a071,mdl_new_holland_e352c,new-holland-e-35-2c,New Holland,E352C,canonical_model_group,New Holland E352C,New Holland E35 2C,track_finder,/pages/equipment-model/new-holland-e-35-2c,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_769c1d2a22ced52342e297f4,mdl_new_holland_e_35_2sr,new-holland-e-35-2sr,New Holland,E 35.2SR,canonical_model_group,New Holland E 35.2SR,New Holland E35 2SR,track_finder,/pages/equipment-model/new-holland-e-35-2sr,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_759eb31ba35c4fd6ed09be07,mdl_new_holland_e_35sr,new-holland-e35sr,New Holland,E 35SR,canonical_model_group,New Holland E 35SR,New Holland E35SR,track_finder,/pages/equipment-model/new-holland-e35sr,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_a3e78e37a85f136325e2c078,mdl_new_holland_e_70bsr,new-holland-e-70bsr,New Holland,E-70BSR,canonical_model_group,New Holland E-70BSR,New Holland E70BSR,track_finder,/pages/equipment-model/new-holland-e-70bsr,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_dbfbe06ab659f347c73a38ac,mdl_new_holland_e_70sr,new-holland-e-70sr,New Holland,E-70SR,canonical_model_group,New Holland E-70SR,New Holland E70SR,track_finder,/pages/equipment-model/new-holland-e-70sr,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_7c2852d5cbb3219fb46ac0c7,mdl_new_holland_e_80,new-holland-e-80,New Holland,E-80,canonical_model_group,New Holland E-80,New Holland E80,track_finder,/pages/equipment-model/new-holland-e-80,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_3d9cf6c139fdbe31cf307e7d,mdl_new_holland_e_80bmsr,new-holland-e-80bmsr,New Holland,E-80BMSR,canonical_model_group,New Holland E-80BMSR,New Holland E80BMSR,track_finder,/pages/equipment-model/new-holland-e-80bmsr,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_e5612981f5d5413a41cedff6,mdl_new_holland_e_80cs,new-holland-e-80cs,New Holland,E-80CS,canonical_model_group,New Holland E-80CS,New Holland E80CS,track_finder,/pages/equipment-model/new-holland-e-80cs,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_143c302c81fca2a72f9b222e,mdl_new_holland_e_80msr,new-holland-e-80msr,New Holland,E-80MSR,canonical_model_group,New Holland E-80MSR,New Holland E80MSR,track_finder,/pages/equipment-model/new-holland-e-80msr,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_a9c5caceb44f1adb9b6995cb,mdl_new_holland_eh30_b,new-holland-eh-30b,New Holland,EH30.B,canonical_model_group,New Holland EH30.B,New Holland EH30B,track_finder,/pages/equipment-model/new-holland-eh-30b,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_1843f9acca9ca3be619a3760,mdl_new_holland_eh_35b,new-holland-eh-35b,New Holland,EH 35B,canonical_model_group,New Holland EH 35B,New Holland EH35B,track_finder,/pages/equipment-model/new-holland-eh-35b,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_f56a8e4d2c24600201318c03,mdl_sany_sy18c,sany-sy18c,Sany,SY18C,canonical_model_group,Sany SY18C,SANY SY18C,track_finder,/pages/equipment-model/sany-sy18c,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_716192b971a684355f503e45,mdl_sany_sy26c,sany-sy26c,Sany,SY26C,canonical_model_group,Sany SY26C,SANY SY26C,track_finder,/pages/equipment-model/sany-sy26c,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_8b77df366dcd186dcc703acb,mdl_sany_sy26u,sany-sy26u,Sany,SY26U,canonical_model_group,Sany SY26U,SANY SY26U,track_finder,/pages/equipment-model/sany-sy26u,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_8e6162e0d6219036475ffcb9,mdl_sany_sy35c,sany-sy35c,Sany,SY35C,canonical_model_group,Sany SY35C,SANY SY35C,track_finder,/pages/equipment-model/sany-sy35c,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_39a09531c9bfa5e9c71e939a,mdl_sany_sy35u,sany-sy35u,Sany,SY35U,canonical_model_group,Sany SY35U,SANY SY35U,track_finder,/pages/equipment-model/sany-sy35u,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_20ace85c9705ef9a6d39dd0e,mdl_sany_sy50u,sany-sy50u,Sany,SY50U,canonical_model_group,Sany SY50U,SANY SY50U,track_finder,/pages/equipment-model/sany-sy50u,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_5fe6d2a85ff10bec4df45b7e,mdl_sany_sy60c,sany-sy60c,Sany,SY60C,canonical_model_group,Sany SY60C,SANY SY60C,track_finder,/pages/equipment-model/sany-sy60c,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_a01d3de3094720fc783ed8e3,mdl_sany_sy75c,sany-sy75c,Sany,SY75C,canonical_model_group,Sany SY75C,SANY SY75C,track_finder,/pages/equipment-model/sany-sy75c,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_6fc70d4fc12e6e47e46e280c,mdl_sany_sy80u,sany-sy80u,Sany,SY80U,canonical_model_group,Sany SY80U,SANY SY80U,track_finder,/pages/equipment-model/sany-sy80u,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_27677a30630c4705dba62644,mdl_volvo_ec_20b_xtv,volvo-ec-20b-xtv,Volvo,EC 20B XTV,canonical_model_group,Volvo EC 20B XTV,Volvo EC20BXTV,track_finder,/pages/equipment-model/volvo-ec-20b-xtv,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_7f8fda257ed3bfcc94e6ff97,mdl_volvo_ec_20c,volvo-ec-20c,Volvo,EC-20C,canonical_model_group,Volvo EC-20C,Volvo EC20C,track_finder,/pages/equipment-model/volvo-ec-20c,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_aa544f897e12c375b5b9dc3a,mdl_yanmar_vio27_2,yanmar-vio-27-2-offset-type,Yanmar,VIO27-2,canonical_model_group,Yanmar VIO27-2,Yanmar VIO 27-2,track_finder,/pages/equipment-model/yanmar-vio-27-2-offset-type,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_fff2397bca93171988a377b5,mdl_yanmar_vio27_3,yanmar-vio-27-3-offset-type,Yanmar,VIO27-3,canonical_model_group,Yanmar VIO27-3,Yanmar VIO 27-3,track_finder,/pages/equipment-model/yanmar-vio-27-3-offset-type,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_b905e17a2daff47b600d502c,mdl_yanmar_vio27_5,yanmar-vio-27-5-offset-type,Yanmar,VIO27-5,canonical_model_group,Yanmar VIO27-5,Yanmar VIO 27-5,track_finder,/pages/equipment-model/yanmar-vio-27-5-offset-type,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_afe7179fae9792e2cb1eee86,mdl_yanmar_vio35_6a,yanmar-vio-35-6a,Yanmar,VIO35 6A,canonical_model_group,Yanmar VIO35 6A,Yanmar VIO 35-6A,track_finder,/pages/equipment-model/yanmar-vio-35-6a,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_b31c5d159e5792aadb656702,mdl_yanmar_vio40_1,yanmar-vio-40-1-offset-type,Yanmar,VIO40-1,canonical_model_group,Yanmar VIO40-1,Yanmar VIO 40-1,track_finder,/pages/equipment-model/yanmar-vio-40-1-offset-type,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_b0fe98370f206d01ccc74760,mdl_yanmar_vio40_2,yanmar-vio-40-2-offset-type,Yanmar,VIO40-2,canonical_model_group,Yanmar VIO40-2,Yanmar VIO 40-2,track_finder,/pages/equipment-model/yanmar-vio-40-2-offset-type,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_be78d20bc437bb72c6a0947c,mdl_yanmar_vio40v,yanmar-vio-40v-offset-type,Yanmar,VIO40V,canonical_model_group,Yanmar VIO40V,Yanmar VIO 40V,track_finder,/pages/equipment-model/yanmar-vio-40v-offset-type,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_f61c6d086f49b67c2a9c5c3b,mdl_yanmar_vio45,yanmar-vio-45-offset-type,Yanmar,VIO45,canonical_model_group,Yanmar VIO45,Yanmar VIO 45,track_finder,/pages/equipment-model/yanmar-vio-45-offset-type,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_30644ab720a08bd847c4282a,mdl_yanmar_vio45_5,yanmar-vio-45-5-offset-type,Yanmar,VIO45-5,canonical_model_group,Yanmar VIO45-5,Yanmar VIO 45-5,track_finder,/pages/equipment-model/yanmar-vio-45-5-offset-type,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_d26e370be24906e475f5772d,mdl_yanmar_vio456a,yanmar-vio45-6a,Yanmar,VIO456A,canonical_model_group,Yanmar VIO456A,Yanmar VIO 45-6A,track_finder,/pages/equipment-model/yanmar-vio45-6a,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_1685b7fd5cb0bc3ae720ecea,mdl_yanmar_vio45cr,yanmar-vio-45-cr-offset-type,Yanmar,VIO45CR,canonical_model_group,Yanmar VIO45CR,Yanmar VIO 45CR,track_finder,/pages/equipment-model/yanmar-vio-45-cr-offset-type,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_5d768b1d6b266763e95b5c78,mdl_yanmar_vio_45_v,yanmar-vio-45v-offset-type,Yanmar,VIO-45-V,canonical_model_group,Yanmar VIO-45-V,Yanmar VIO 45V,track_finder,/pages/equipment-model/yanmar-vio-45v-offset-type,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_6ce7e2efbff07fd7ecc0e953,mdl_yanmar_vio50_1,yanmar-vio-50-1-offset-type,Yanmar,VIO50-1,canonical_model_group,Yanmar VIO50-1,Yanmar VIO 50-1,track_finder,/pages/equipment-model/yanmar-vio-50-1-offset-type,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_de87c4b094341347a6e3922f,mdl_yanmar_vio50_2,yanmar-vio-50-2-offset-type,Yanmar,VIO50-2,canonical_model_group,Yanmar VIO50-2,Yanmar VIO 50-2,track_finder,/pages/equipment-model/yanmar-vio-50-2-offset-type,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_ea6f365633ace4901868e516,mdl_yanmar_vio_50_v,yanmar-vio-50v-offset-type,Yanmar,VIO-50-V,canonical_model_group,Yanmar VIO-50-V,Yanmar VIO 50V,track_finder,/pages/equipment-model/yanmar-vio-50v-offset-type,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_b3499b4880c2cc0f53b76b1d,mdl_yanmar_vio55,yanmar-vio-55-offset-type,Yanmar,VIO55,canonical_model_group,Yanmar VIO55,Yanmar VIO 55,track_finder,/pages/equipment-model/yanmar-vio-55-offset-type,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_beb5bc3fc670178ed64e78ea,mdl_yanmar_vio55_5,yanmar-vio-55-5-offset-type,Yanmar,VIO55 5,canonical_model_group,Yanmar VIO55 5,Yanmar VIO 55-5,track_finder,/pages/equipment-model/yanmar-vio-55-5-offset-type,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_f1f97df862a9167d7ac493c8,mdl_yanmar_vio55_6a,yanmar-vio-55-6a,Yanmar,VIO55-6A,canonical_model_group,Yanmar VIO55-6A,Yanmar VIO 55-6A,track_finder,/pages/equipment-model/yanmar-vio-55-6a,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_daceea5d3788013116d48f47,mdl_yanmar_vio_55_cr,yanmar-vio-55-cr-offset-type,Yanmar,VIO 55 CR,canonical_model_group,Yanmar VIO 55 CR,Yanmar VIO 55CR,track_finder,/pages/equipment-model/yanmar-vio-55-cr-offset-type,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_0fd3d8783371910be72af2eb,mdl_kobelco_sk035,kobelco-sk035,Kobelco,SK035,canonical_model_group,Kobelco SK035,Kobelco SK 035,track_finder,/pages/equipment-model/kobelco-sk035,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_0b342e38fac08edc44057ce6,mdl_kobelco_sk80cs,kobelco-sk80cs,Kobelco,SK80CS,canonical_model_group,Kobelco SK80CS,Kobelco SK 80CS,track_finder,/pages/equipment-model/kobelco-sk80cs,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_8cceeec1586d1406db4edd8e,mdl_kobelco_sk80msr,kobelco-sk80msr,Kobelco,SK80MSR,canonical_model_group,Kobelco SK80MSR,Kobelco SK 80MSR,track_finder,/pages/equipment-model/kobelco-sk80msr,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_104eb8b753014bd2bb53bfb2,mdl_kobelco_sk85cs,kobelco-sk85cs,Kobelco,SK85CS,canonical_model_group,Kobelco SK85CS,Kobelco SK 85CS,track_finder,/pages/equipment-model/kobelco-sk85cs,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_2673a46f7d6f8b6710e88541,mdl_kobelco_sk70sr_2,kobelco-sk70sr-2,Kobelco,SK70SR-2,canonical_model_group,Kobelco SK70SR-2,Kobelco SK70SR2,track_finder,/pages/equipment-model/kobelco-sk70sr-2,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_0956cc1ce32c8e39a5bc806e,mdl_cat_301_5,caterpillar-301-5,CAT,301.5,canonical_model_group,CAT 301.5,Caterpillar 301.5,track_finder,/pages/equipment-model/caterpillar-301-5,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_9a347aeee00c33711b6b3510,mdl_cat_3016,caterpillar-301-6,CAT,3016,canonical_model_group,CAT 3016,Caterpillar 301.6,track_finder,/pages/equipment-model/caterpillar-301-6,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_a0590bc82cfb942c6166cc06,mdl_cat_3016c,caterpillar-301-6c,CAT,3016C,canonical_model_group,CAT 3016C,Caterpillar 301.6C,track_finder,/pages/equipment-model/caterpillar-301-6c,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_a68ac0255b0788700a6e08e8,mdl_cat_301_7d,caterpillar-301-7d,CAT,301.7D,canonical_model_group,CAT 301.7D,Caterpillar 301.7D,track_finder,/pages/equipment-model/caterpillar-301-7d,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_9a5f5c0f1039c57059a40cbc,mdl_cat_3018c,caterpillar-301-8c,CAT,3018C,canonical_model_group,CAT 3018C,Caterpillar 301.8C,track_finder,/pages/equipment-model/caterpillar-301-8c,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_02f05bdf44f5477fc72bc3b7,mdl_cat_302_5,caterpillar-302-5,CAT,302.5,canonical_model_group,CAT 302.5,Caterpillar 302.5,track_finder,/pages/equipment-model/caterpillar-302-5,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_8fb16305633e185ba8121b24,mdl_cat_302_5c,caterpillar-302-5c,CAT,302.5C,canonical_model_group,CAT 302.5C,Caterpillar 302.5C,track_finder,/pages/equipment-model/caterpillar-302-5c,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_924001d8f07f8ce9c1dbf26b,mdl_cat_303_5,caterpillar-303-5,CAT,303.5,canonical_model_group,CAT 303.5,Caterpillar 303.5,track_finder,/pages/equipment-model/caterpillar-303-5,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_1764852228410130f250d26f,mdl_cat_303_5c_cr,caterpillar-303-5c-cr,CAT,303.5C CR,canonical_model_group,CAT 303.5C CR,Caterpillar 303.5C CR,track_finder,/pages/equipment-model/caterpillar-303-5c-cr,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_2ace933864a122f6a6b52cbc,mdl_cat_303_5c_cr,caterpillar-303-5c-cr,CAT,303.5C CR,canonical_model_group,CAT 303.5C CR,Caterpillar 303.5CCR,track_finder,/pages/equipment-model/caterpillar-303-5ccr,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_20fdbf22ae4409a14e564684,mdl_cat_303_5_cr,caterpillar-303-5cr,CAT,303.5 CR,canonical_model_group,CAT 303.5 CR,Caterpillar 303.5CR,track_finder,/pages/equipment-model/caterpillar-303-5cr,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_c8281cc2cf5797d02ce213cd,mdl_cat_303_5d,caterpillar-303-5d,CAT,303.5D,canonical_model_group,CAT 303.5D,Caterpillar 303.5D,track_finder,/pages/equipment-model/caterpillar-303-5d,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
enr_fb487e183288be5f83c18bfb,mdl_cat_303_5d_cr,caterpillar-303-5d-cr,CAT,303.5D CR,canonical_model_group,CAT 303.5D CR,Caterpillar 303.5D CR,track_finder,/pages/equipment-model/caterpillar-303-5d-cr,4,0.880,Track Finder model family label,conflict,Protected canonical_model_group from navigation_source=track_finder_v1
