Handle,Command,Top Row,Variant SKU,Metafield: custom.fits_equipment_models [list.metaobject_reference]
tnt4508655hdxt,MERGE,TRUE,TNT4508655HDXT,"model.bobcat-t250, model.bobcat-t300, model.bobcat-t320, model.bobcat-t730, model.bobcat-t740, model.bobcat-t750, model.bobcat-t770, model.case-445ct, model.case-450ct, model.case-tr320, model.case-tr340, model.case-tr340b, model.case-tv370, model.case-tv370b, model.case-tv380, model.case-tv450, model.case-tv450b, model.new-holland-c185, model.new-holland-c190, model.new-holland-c232, model.new-holland-c234, model.new-holland-c237, model.new-holland-c238, model.new-holland-c245, model.new-holland-c332, model.new-holland-c334, model.new-holland-c337, model.new-holland-c345, model.new-holland-lt185b, model.new-holland-lt190b"
tnt4508655hdz,MERGE,TRUE,TNT4508655HDZ,"model.bobcat-t250, model.bobcat-t300, model.bobcat-t320, model.bobcat-t730, model.bobcat-t740, model.bobcat-t750, model.bobcat-t770, model.case-445ct, model.case-450ct, model.case-tr320, model.case-tr340, model.case-tr340b, model.case-tv370, model.case-tv370b, model.case-tv380, model.case-tv450, model.case-tv450b, model.new-holland-c185, model.new-holland-c190, model.new-holland-c232, model.new-holland-c234, model.new-holland-c237, model.new-holland-c238, model.new-holland-c245, model.new-holland-c332, model.new-holland-c334, model.new-holland-c337, model.new-holland-c345, model.new-holland-lt185b, model.new-holland-lt190b"
tnt4508655hdzb,MERGE,TRUE,TNT4508655HDZB,"model.bobcat-t250, model.bobcat-t300, model.bobcat-t320, model.bobcat-t730, model.bobcat-t740, model.bobcat-t750, model.bobcat-t770, model.case-445ct, model.case-450ct, model.case-tr320, model.case-tr340, model.case-tr340b, model.case-tv370, model.case-tv370b, model.case-tv380, model.case-tv450, model.case-tv450b, model.new-holland-c185, model.new-holland-c190, model.new-holland-c232, model.new-holland-c234, model.new-holland-c237, model.new-holland-c238, model.new-holland-c245, model.new-holland-c332, model.new-holland-c334, model.new-holland-c337, model.new-holland-c345, model.new-holland-lt185b, model.new-holland-lt190b"
tnt4508655sdc,MERGE,TRUE,TNT4508655SDC,"model.bobcat-t250, model.bobcat-t300, model.bobcat-t320, model.bobcat-t730, model.bobcat-t740, model.bobcat-t750, model.bobcat-t770, model.case-445ct, model.case-450ct, model.case-tr320, model.case-tr340, model.case-tr340b, model.case-tv370, model.case-tv370b, model.case-tv380, model.case-tv450, model.case-tv450b, model.new-holland-c185, model.new-holland-c190, model.new-holland-c232, model.new-holland-c234, model.new-holland-c237, model.new-holland-c238, model.new-holland-c245, model.new-holland-c332, model.new-holland-c334, model.new-holland-c337, model.new-holland-c345, model.new-holland-lt185b, model.new-holland-lt190b"
tnt4508656hdbd,MERGE,TRUE,TNT4508656HDBD,"model.cat-279c2, model.cat-279d, model.cat-289c2, model.cat-289d, model.cat-289d3, model.gehl-rt210, model.gehl-rt215, model.jcb-225t-eco, model.jcb-260t, model.jcb-260t-eco, model.jcb-270t-eco, model.jcb-300t, model.jcb-320t-eco, model.jcb-3ts-8t, model.john-deere-329d, model.john-deere-329e, model.john-deere-333d, model.john-deere-333e, model.john-deere-ct332, model.komatsu-ck30-1, model.komatsu-ck35, model.komatsu-ck35-1, model.mustang-2100rt, model.mustang-2150rt, model.volvo-mct110c, model.volvo-mct125c, model.volvo-mct135c, model.volvo-mct145c, model.yanmar-t210"
tnt4508656hdbl,MERGE,TRUE,TNT4508656HDBL,"model.cat-279c2, model.cat-279d, model.cat-289c2, model.cat-289d, model.cat-289d3, model.gehl-rt210, model.gehl-rt215, model.jcb-225t-eco, model.jcb-260t, model.jcb-260t-eco, model.jcb-270t-eco, model.jcb-300t, model.jcb-320t-eco, model.jcb-3ts-8t, model.john-deere-329d, model.john-deere-329e, model.john-deere-333d, model.john-deere-333e, model.john-deere-ct332, model.komatsu-ck30-1, model.komatsu-ck35, model.komatsu-ck35-1, model.mustang-2100rt, model.mustang-2150rt, model.volvo-mct110c, model.volvo-mct125c, model.volvo-mct135c, model.volvo-mct145c, model.yanmar-t210"
tnt4508656hdc,MERGE,TRUE,TNT4508656HDC,"model.cat-279c2, model.cat-279d, model.cat-289c2, model.cat-289d, model.cat-289d3, model.gehl-rt210, model.gehl-rt215, model.jcb-225t-eco, model.jcb-260t, model.jcb-260t-eco, model.jcb-270t-eco, model.jcb-300t, model.jcb-320t-eco, model.jcb-3ts-8t, model.john-deere-329d, model.john-deere-329e, model.john-deere-333d, model.john-deere-333e, model.john-deere-ct332, model.komatsu-ck30-1, model.komatsu-ck35, model.komatsu-ck35-1, model.mustang-2100rt, model.mustang-2150rt, model.volvo-mct110c, model.volvo-mct125c, model.volvo-mct135c, model.volvo-mct145c, model.yanmar-t210"
tnt4508656hdmb,MERGE,TRUE,TNT4508656HDMB,"model.cat-279c2, model.cat-279d, model.cat-289c2, model.cat-289d, model.cat-289d3, model.gehl-rt210, model.gehl-rt215, model.jcb-225t-eco, model.jcb-260t, model.jcb-260t-eco, model.jcb-270t-eco, model.jcb-300t, model.jcb-320t-eco, model.jcb-3ts-8t, model.john-deere-329d, model.john-deere-329e, model.john-deere-333d, model.john-deere-333e, model.john-deere-ct332, model.komatsu-ck30-1, model.komatsu-ck35, model.komatsu-ck35-1, model.mustang-2100rt, model.mustang-2150rt, model.volvo-mct110c, model.volvo-mct125c, model.volvo-mct135c, model.volvo-mct145c, model.yanmar-t210"
tnt4508656hdxt,MERGE,TRUE,TNT4508656HDXT,"model.cat-279c2, model.cat-279d, model.cat-289c2, model.cat-289d, model.cat-289d3, model.gehl-rt210, model.gehl-rt215, model.jcb-225t-eco, model.jcb-260t, model.jcb-260t-eco, model.jcb-270t-eco, model.jcb-300t, model.jcb-320t-eco, model.jcb-3ts-8t, model.john-deere-329d, model.john-deere-329e, model.john-deere-333d, model.john-deere-333e, model.john-deere-ct332, model.komatsu-ck30-1, model.komatsu-ck35, model.komatsu-ck35-1, model.mustang-2100rt, model.mustang-2150rt, model.volvo-mct110c, model.volvo-mct125c, model.volvo-mct135c, model.volvo-mct145c, model.yanmar-t210"
tnt4508656hdz,MERGE,TRUE,TNT4508656HDZ,"model.cat-279c2, model.cat-279d, model.cat-289c2, model.cat-289d, model.cat-289d3, model.gehl-rt210, model.gehl-rt215, model.jcb-225t-eco, model.jcb-260t, model.jcb-260t-eco, model.jcb-270t-eco, model.jcb-300t, model.jcb-320t-eco, model.jcb-3ts-8t, model.john-deere-329d, model.john-deere-329e, model.john-deere-333d, model.john-deere-333e, model.john-deere-ct332, model.komatsu-ck30-1, model.komatsu-ck35, model.komatsu-ck35-1, model.mustang-2100rt, model.mustang-2150rt, model.volvo-mct110c, model.volvo-mct125c, model.volvo-mct135c, model.volvo-mct145c, model.yanmar-t210"
tnt4508656hdzb,MERGE,TRUE,TNT4508656HDZB,"model.cat-279c2, model.cat-279d, model.cat-289c2, model.cat-289d, model.cat-289d3, model.gehl-rt210, model.gehl-rt215, model.jcb-225t-eco, model.jcb-260t, model.jcb-260t-eco, model.jcb-270t-eco, model.jcb-300t, model.jcb-320t-eco, model.jcb-3ts-8t, model.john-deere-329d, model.john-deere-329e, model.john-deere-333d, model.john-deere-333e, model.john-deere-ct332, model.komatsu-ck30-1, model.komatsu-ck35, model.komatsu-ck35-1, model.mustang-2100rt, model.mustang-2150rt, model.volvo-mct110c, model.volvo-mct125c, model.volvo-mct135c, model.volvo-mct145c, model.yanmar-t210"
tnt4508656sdbl,MERGE,TRUE,TNT4508656SDBL,"model.cat-279c2, model.cat-279d, model.cat-289c2, model.cat-289d, model.cat-289d3, model.gehl-rt210, model.gehl-rt215, model.jcb-225t-eco, model.jcb-260t, model.jcb-260t-eco, model.jcb-270t-eco, model.jcb-300t, model.jcb-320t-eco, model.jcb-3ts-8t, model.john-deere-329d, model.john-deere-329e, model.john-deere-333d, model.john-deere-333e, model.john-deere-ct332, model.komatsu-ck30-1, model.komatsu-ck35, model.komatsu-ck35-1, model.mustang-2100rt, model.mustang-2150rt, model.volvo-mct110c, model.volvo-mct125c, model.volvo-mct135c, model.volvo-mct145c, model.yanmar-t210"
tnt4508656sdc,MERGE,TRUE,TNT4508656SDC,"model.cat-279c2, model.cat-279d, model.cat-289c2, model.cat-289d, model.cat-289d3, model.gehl-rt210, model.gehl-rt215, model.jcb-225t-eco, model.jcb-260t, model.jcb-260t-eco, model.jcb-270t-eco, model.jcb-300t, model.jcb-320t-eco, model.jcb-3ts-8t, model.john-deere-329d, model.john-deere-329e, model.john-deere-333d, model.john-deere-333e, model.john-deere-ct332, model.komatsu-ck30-1, model.komatsu-ck35, model.komatsu-ck35-1, model.mustang-2100rt, model.mustang-2150rt, model.volvo-mct110c, model.volvo-mct125c, model.volvo-mct135c, model.volvo-mct145c, model.yanmar-t210"
tnt4508658hdbd,MERGE,TRUE,TNT4508658HDBD,"model.bobcat-t830, model.bobcat-t86, model.bobcat-t870, model.gehl-rt250, model.gehl-rt255, model.gehl-vt320, model.john-deere-331g, model.john-deere-331p, model.john-deere-333g, model.john-deere-333p, model.john-deere-335p, model.kubota-svl90, model.kubota-svl90-2, model.kubota-svl95-2, model.kubota-svl95-2s, model.kubota-svl97-2, model.mustang-2500rt"
tnt4508658hdbl,MERGE,TRUE,TNT4508658HDBL,"model.bobcat-t830, model.bobcat-t86, model.bobcat-t870, model.gehl-rt250, model.gehl-rt255, model.gehl-vt320, model.john-deere-331g, model.john-deere-331p, model.john-deere-333g, model.john-deere-333p, model.john-deere-335p, model.kubota-svl90, model.kubota-svl90-2, model.kubota-svl95-2, model.kubota-svl95-2s, model.kubota-svl97-2, model.mustang-2500rt"
tnt4508658hdc,MERGE,TRUE,TNT4508658HDC,"model.bobcat-t830, model.bobcat-t86, model.bobcat-t870, model.gehl-rt250, model.gehl-rt255, model.gehl-vt320, model.john-deere-331g, model.john-deere-331p, model.john-deere-333g, model.john-deere-333p, model.john-deere-335p, model.kubota-svl90, model.kubota-svl90-2, model.kubota-svl95-2, model.kubota-svl95-2s, model.kubota-svl97-2, model.mustang-2500rt"
tnt4508658hdmb,MERGE,TRUE,TNT4508658HDMB,"model.bobcat-t830, model.bobcat-t86, model.bobcat-t870, model.gehl-rt250, model.gehl-rt255, model.gehl-vt320, model.john-deere-331g, model.john-deere-331p, model.john-deere-333g, model.john-deere-333p, model.john-deere-335p, model.kubota-svl90, model.kubota-svl90-2, model.kubota-svl95-2, model.kubota-svl95-2s, model.kubota-svl97-2, model.mustang-2500rt"
tnt4508658hdxt,MERGE,TRUE,TNT4508658HDXT,"model.bobcat-t830, model.bobcat-t86, model.bobcat-t870, model.gehl-rt250, model.gehl-rt255, model.gehl-vt320, model.john-deere-331g, model.john-deere-331p, model.john-deere-333g, model.john-deere-333p, model.john-deere-335p, model.kubota-svl90, model.kubota-svl90-2, model.kubota-svl95-2, model.kubota-svl95-2s, model.kubota-svl97-2, model.mustang-2500rt"
tnt4508658hdz,MERGE,TRUE,TNT4508658HDZ,"model.bobcat-t830, model.bobcat-t86, model.bobcat-t870, model.gehl-rt250, model.gehl-rt255, model.gehl-vt320, model.john-deere-331g, model.john-deere-331p, model.john-deere-333g, model.john-deere-333p, model.john-deere-335p, model.kubota-svl90, model.kubota-svl90-2, model.kubota-svl95-2, model.kubota-svl95-2s, model.kubota-svl97-2, model.mustang-2500rt"
tnt4508658hdzb,MERGE,TRUE,TNT4508658HDZB,"model.bobcat-t830, model.bobcat-t86, model.bobcat-t870, model.gehl-rt250, model.gehl-rt255, model.gehl-vt320, model.john-deere-331g, model.john-deere-331p, model.john-deere-333g, model.john-deere-333p, model.john-deere-335p, model.kubota-svl90, model.kubota-svl90-2, model.kubota-svl95-2, model.kubota-svl95-2s, model.kubota-svl97-2, model.mustang-2500rt"
tnt4508658sdc,MERGE,TRUE,TNT4508658SDC,"model.bobcat-t830, model.bobcat-t86, model.bobcat-t870, model.gehl-rt250, model.gehl-rt255, model.gehl-vt320, model.john-deere-331g, model.john-deere-331p, model.john-deere-333g, model.john-deere-333p, model.john-deere-335p, model.kubota-svl90, model.kubota-svl90-2, model.kubota-svl95-2, model.kubota-svl95-2s, model.kubota-svl97-2, model.mustang-2500rt"
tnt4508660hdbd,MERGE,TRUE,TNT4508660HDBD,"model.bobcat-t870, model.cat-269c, model.cat-279c, model.cat-289c, model.cat-299c, model.cat-299d, model.cat-299d-xhp, model.cat-299d2, model.cat-299d2-xhp, model.cat-299d3, model.cat-299d3-xe, model.takeuchi-tl12r2, model.takeuchi-tl12v2"
tnt4508660hdbl,MERGE,TRUE,TNT4508660HDBL,"model.bobcat-t870, model.cat-269c, model.cat-279c, model.cat-289c, model.cat-299c, model.cat-299d, model.cat-299d-xhp, model.cat-299d2, model.cat-299d2-xhp, model.cat-299d3, model.cat-299d3-xe, model.takeuchi-tl12r2, model.takeuchi-tl12v2"
tnt4508660hdc,MERGE,TRUE,TNT4508660HDC,"model.bobcat-t870, model.cat-269c, model.cat-279c, model.cat-289c, model.cat-299c, model.cat-299d, model.cat-299d-xhp, model.cat-299d2, model.cat-299d2-xhp, model.cat-299d3, model.cat-299d3-xe, model.takeuchi-tl12r2, model.takeuchi-tl12v2"
tnt4508660hdmb,MERGE,TRUE,TNT4508660HDMB,"model.bobcat-t870, model.cat-269c, model.cat-279c, model.cat-289c, model.cat-299c, model.cat-299d, model.cat-299d-xhp, model.cat-299d2, model.cat-299d2-xhp, model.cat-299d3, model.cat-299d3-xe, model.takeuchi-tl12r2, model.takeuchi-tl12v2"
tnt4508660hdxt,MERGE,TRUE,TNT4508660HDXT,"model.bobcat-t870, model.cat-269c, model.cat-279c, model.cat-289c, model.cat-299c, model.cat-299d, model.cat-299d-xhp, model.cat-299d2, model.cat-299d2-xhp, model.cat-299d3, model.cat-299d3-xe, model.takeuchi-tl12r2, model.takeuchi-tl12v2"
tnt4508660hdz,MERGE,TRUE,TNT4508660HDZ,"model.bobcat-t870, model.cat-269c, model.cat-279c, model.cat-289c, model.cat-299c, model.cat-299d, model.cat-299d-xhp, model.cat-299d2, model.cat-299d2-xhp, model.cat-299d3, model.cat-299d3-xe, model.takeuchi-tl12r2, model.takeuchi-tl12v2"
tnt4508660hdzb,MERGE,TRUE,TNT4508660HDZB,"model.bobcat-t870, model.cat-269c, model.cat-279c, model.cat-289c, model.cat-299c, model.cat-299d, model.cat-299d-xhp, model.cat-299d2, model.cat-299d2-xhp, model.cat-299d3, model.cat-299d3-xe, model.takeuchi-tl12r2, model.takeuchi-tl12v2"
tnt4508660sdc,MERGE,TRUE,TNT4508660SDC,"model.bobcat-t870, model.cat-269c, model.cat-279c, model.cat-289c, model.cat-299c, model.cat-299d, model.cat-299d-xhp, model.cat-299d2, model.cat-299d2-xhp, model.cat-299d3, model.cat-299d3-xe, model.takeuchi-tl12r2, model.takeuchi-tl12v2"
tnt4508663hdc,MERGE,TRUE,TNT4508663HDC,"model.case-tv620b, model.new-holland-c362"
tnt4508663hdmb,MERGE,TRUE,TNT4508663HDMB,"model.case-tv620b, model.new-holland-c362"
tnt4508663hdz,MERGE,TRUE,TNT4508663HDZ,"model.case-tv620b, model.new-holland-c362"
tnt4508663hdzb,MERGE,TRUE,TNT4508663HDZB,"model.case-tv620b, model.new-holland-c362"
tnt4508663sdzb,MERGE,TRUE,TNT4508663SDZB,"model.case-tv620b, model.new-holland-c362"
tnt457101650hdmb,MERGE,TRUE,TNT457101650HDMB,"model.asv-rc100, model.asv-rc85, model.cat-287"
tnt457101651hdmb,MERGE,TRUE,TNT457101651HDMB,"model.asv-pt-100, model.asv-pt-80, model.asv-rcv, model.asv-rt-120f, model.asv-rt-135f, model.asv-rt-75, model.asv-rt-75hd, model.asv-sr-80, model.cat-277c, model.cat-287, model.cat-287c, model.terex-pt100, model.terex-pt110, model.terex-r265t"
tnt457101656hdmb,MERGE,TRUE,TNT457101656HDMB,"model.asv-posi-trac2800, model.asv-posi-trac2810, model.asv-posi-trac4800, model.asv-posi-trac4810, model.asv-posi-trachd4500, model.asv-posi-trachd4520, model.cat-277, model.cat-277b"
