Handle,Command,Top Row,Variant SKU,Metafield: custom.fits_equipment_models [list.metaobject_reference]
tnt32086t46sdbl,MERGE,TRUE,TNT32086T46SDBL,"model.gehl-ctl55, model.takeuchi-tl220"
tnt32086t46sdc,MERGE,TRUE,TNT32086T46SDC,"model.gehl-ctl55, model.takeuchi-tl220"
tnt32086t48hdbl,MERGE,TRUE,TNT32086T48HDBL,model.takeuchi-tl26
tnt32086t52hdbl,MERGE,TRUE,TNT32086T52HDBL,"model.gehl-ctl60, model.gehl-ctl65, model.mustang-mtl16, model.mustang-mtl316, model.takeuchi-tl130, model.takeuchi-tl230, model.takeuchi-tl230-2, model.takeuchi-tl8"
tnt32086t52hdc,MERGE,TRUE,TNT32086T52HDC,"model.gehl-ctl60, model.gehl-ctl65, model.mustang-mtl16, model.mustang-mtl316, model.takeuchi-tl130, model.takeuchi-tl230, model.takeuchi-tl230-2, model.takeuchi-tl8"
tnt32086t52hdmb,MERGE,TRUE,TNT32086T52HDMB,"model.gehl-ctl60, model.gehl-ctl65, model.mustang-mtl16, model.mustang-mtl316, model.takeuchi-tl130, model.takeuchi-tl230, model.takeuchi-tl230-2, model.takeuchi-tl8"
tnt32086t52hdzb,MERGE,TRUE,TNT32086T52HDZB,"model.gehl-ctl60, model.gehl-ctl65, model.mustang-mtl16, model.mustang-mtl316, model.takeuchi-tl130, model.takeuchi-tl230, model.takeuchi-tl230-2, model.takeuchi-tl8"
tnt35052586hd,MERGE,TRUE,TNT35052586HD,"model.case-cx35, model.jcb-804, model.takeuchi-tb035, model.takeuchi-tb135, model.takeuchi-tb138fr, model.takeuchi-tb235, model.takeuchi-tb240"
tnt35052590hd,MERGE,TRUE,TNT35052590HD,"model.cat-304d-cr, model.cat-304e-cr, model.new-holland-eh35"
tnt35052592hd,MERGE,TRUE,TNT35052592HD,model.bobcat-e42
tnt35054586hd,MERGE,TRUE,TNT35054586HD,"model.kubota-kx040-4, model.kubota-kx121-2, model.kubota-kx121-2s, model.kubota-kx121-3"
tnt35075574hd,MERGE,TRUE,TNT35075574HD,model.yanmar-vio45-5
tnt3808652hdbl,MERGE,TRUE,TNT3808652HDBL,"model.bobcat-t650, model.jcb-1110t, model.john-deere-319e, model.john-deere-323d, model.john-deere-323e, model.john-deere-ct322, model.kubota-svl65-2, model.kubota-svl75, model.kubota-svl75-2, model.kubota-svl75-3, model.takeuchi-tl10v2"
tnt3808652hdmb,MERGE,TRUE,TNT3808652HDMB,"model.bobcat-t650, model.jcb-1110t, model.john-deere-319e, model.john-deere-323d, model.john-deere-323e, model.john-deere-ct322, model.kubota-svl65-2, model.kubota-svl75, model.kubota-svl75-2, model.kubota-svl75-3, model.takeuchi-tl10v2"
tnt381100542hdmb,MERGE,TRUE,TNT381100542HDMB,"model.asv-pt-50, model.asv-pt-60, model.asv-rc-50, model.asv-rc-60, model.asv-rt-50, model.asv-rt-60, model.asv-rt-65, model.asv-sc-50, model.asv-vt-70, model.cat-247, model.cat-247b, model.cat-247b2, model.cat-247b3, model.cat-257, model.cat-257b, model.cat-257b2, model.cat-257b3, model.cat-257d, model.terex-pt-50, model.terex-pt-60, model.terex-r190t, model.vermeer-rtx450"
tnt400725k72hd,MERGE,TRUE,TNT400725K72HD,"model.komatsu-pc-45mr-1, model.komatsu-pc-50m-2, model.komatsu-pc-58uu-3, model.komatsu-pc-58uu-x"
tnt400725k74hd,MERGE,TRUE,TNT400725K74HD,"model.case-cx55b, model.kobelco-sk55srx, model.kobelco-sk55srx-6e, model.kobelco-sk55srx-7, model.kubota-kx057-4, model.kubota-kx057-5, model.kubota-kx161-3, model.kubota-kx161-3s, model.kubota-u-45-3, model.kubota-u-48-4, model.kubota-u45s, model.kubota-u48-5, model.kubota-u55, model.kubota-u55-4, model.kubota-u55-5"
tnt400725n70hd,MERGE,TRUE,TNT400725N70HD,"model.jcb-8040zts, model.komatsu-pc50uu-1, model.new-holland-e-40-2sr, model.new-holland-e-40sr"
tnt400725n72hd,MERGE,TRUE,TNT400725N72HD,"model.komatsu-pc-45mr-1, model.komatsu-pc-50m-2, model.komatsu-pc-58uu-3, model.komatsu-pc-58uu-x, model.komatsu-pc50fr-2"
tnt400725n74hd,MERGE,TRUE,TNT400725N74HD,"model.case-cx50, model.case-cx50b, model.hitachi-zx40u-2, model.hitachi-zx50u, model.hitachi-zx50u-2, model.hitachi-zx50u-3, model.hitachi-zx50u-5, model.jcb-8045zts, model.john-deere-50d, model.john-deere-50g, model.john-deere-50p, model.kobelco-sk45sr-2, model.komatsu-pc45mr-3, model.komatsu-pc45mr-5, model.komatsu-pc50fr-2, model.komatsu-pc50mr, model.komatsu-pc50mr-2, model.komatsu-pc55mr-3, model.komatsu-pc55mr-5, model.new-holland-eh45, model.takeuchi-tb045, model.takeuchi-tb145, model.takeuchi-tb153fr, model.takeuchi-tb250, model.takeuchi-tb53fr"
tnt400725w72hd,MERGE,TRUE,TNT400725W72HD,"model.case-ck50, model.case-ck52, model.cat-304, model.cat-304-5, model.cat-304c, model.cat-304cr, model.cat-305-5, model.cat-305-cr, model.hitachi-ex50u, model.hitachi-zx50u, model.john-deere-50zts, model.kubota-k-040, model.kubota-k-045, model.kubota-kx-045, model.kubota-kx-161-2s, model.kubota-kx161-2, model.kubota-u-45, model.new-holland-ec-45sr, model.new-holland-ec45, model.volvo-ecr48c"
tnt400725w72xd,MERGE,TRUE,TNT400725W72XD,"model.case-ck50, model.case-ck52, model.cat-304, model.cat-304-5, model.cat-304c, model.cat-304cr, model.cat-305-5, model.cat-305-cr, model.hitachi-ex50u, model.hitachi-zx50u, model.john-deere-50zts, model.kubota-k-040, model.kubota-k-045, model.kubota-kx-045, model.kubota-kx-161-2s, model.kubota-kx161-2, model.kubota-u-45, model.new-holland-ec-45sr, model.new-holland-ec45, model.volvo-ecr48c"
tnt400725w74hd,MERGE,TRUE,TNT400725W74HD,"model.bobcat-337, model.bobcat-341, model.bobcat-435, model.bobcat-e45, model.bobcat-e50, model.bobcat-e55, model.bobcat-e55z, model.doosan-dx55, model.gehl-502, model.gehl-503z, model.gehl-603, model.gehl-ge502, model.gehl-ge602, model.hitachi-ex58mu, model.hitachi-zx60, model.hitachi-zx60usb-5, model.jcb-45z-1, model.jcb-48z-1, model.jcb-55z-1, model.jcb-805, model.jcb-805-2, model.jcb-8052, model.jcb-8055z, model.jcb-806, model.jcb-8060, model.jcb-8065rts, model.john-deere-50d, model.john-deere-50g, model.john-deere-60d, model.john-deere-60g, model.mustang-me5002, model.mustang-me6002, model.mustang-me6003, model.mustang-me6502, model.sany-sy50u, model.takeuchi-tb250-2, model.takeuchi-tb257fr, model.volvo-ec55, model.volvo-ec55b, model.volvo-ec55c, model.volvo-ecr58, model.volvo-ecr58d"
tnt400725w76hd,MERGE,TRUE,TNT400725W76HD,"model.bobcat-e60, model.bobcat-e63, model.case-cx57c, model.case-cx60c, model.cat-304c-cr, model.cat-305-5d-cr, model.cat-305-5e-cr, model.cat-305-5e2, model.cat-305-5e2-cr, model.cat-305c-cr, model.cat-305dcr, model.cat-305e-cr, model.cat-306cr, model.doosan-dx60r, model.hyundai-robex-55-3, model.hyundai-robex-55-7, model.hyundai-robex-55-9, model.hyundai-robex-60cr-9a, model.new-holland-e57c, model.new-holland-e60c, model.new-holland-ec60, model.sany-sy60c, model.takeuchi-tb260, model.takeuchi-tb370"
tnt40073y76hd,MERGE,TRUE,TNT40073Y76HD,model.yanmar-sv40
tnt4007472hd,MERGE,TRUE,TNT4007472HD,"model.case-cx47, model.case-cx50, model.case-cx50b, model.kobelco-sk45sr-2, model.new-holland-e-45-2sr, model.new-holland-e-50-2sr, model.new-holland-e-50b, model.new-holland-e45sr, model.new-holland-e50sr, model.new-holland-e55bx, model.new-holland-eh-50b, model.new-holland-eh45"
tnt40075574hd,MERGE,TRUE,TNT40075574HD,"model.yanmar-sv40, model.yanmar-vio45-5, model.yanmar-vio55-5"
tnt4008649hdbd,MERGE,TRUE,TNT4008649HDBD,"model.bobcat-t180, model.bobcat-t190, model.bobcat-t550, model.bobcat-t590, model.bobcat-t595, model.cat-239d, model.cat-239d3, model.cat-249d, model.cat-249d3, model.gehl-rt165, model.mustang-1650rt"
tnt4008649hdbl,MERGE,TRUE,TNT4008649HDBL,"model.bobcat-t180, model.bobcat-t190, model.bobcat-t550, model.bobcat-t590, model.bobcat-t595, model.cat-239d, model.cat-239d3, model.cat-249d, model.cat-249d3, model.gehl-rt165, model.mustang-1650rt"
tnt4008649hdc,MERGE,TRUE,TNT4008649HDC,"model.bobcat-t180, model.bobcat-t190, model.bobcat-t550, model.bobcat-t590, model.bobcat-t595, model.cat-239d, model.cat-239d3, model.cat-249d, model.cat-249d3, model.gehl-rt165, model.mustang-1650rt"
tnt4008649hdmb,MERGE,TRUE,TNT4008649HDMB,"model.bobcat-t180, model.bobcat-t190, model.bobcat-t550, model.bobcat-t590, model.bobcat-t595, model.cat-239d, model.cat-239d3, model.cat-249d, model.cat-249d3, model.gehl-rt165, model.mustang-1650rt"
tnt4008649hdz,MERGE,TRUE,TNT4008649HDZ,"model.bobcat-t180, model.bobcat-t190, model.bobcat-t550, model.bobcat-t590, model.bobcat-t595, model.cat-239d, model.cat-239d3, model.cat-249d, model.cat-249d3, model.gehl-rt165, model.mustang-1650rt"
tnt4008649hdzb,MERGE,TRUE,TNT4008649HDZB,"model.bobcat-t180, model.bobcat-t190, model.bobcat-t550, model.bobcat-t590, model.bobcat-t595, model.cat-239d, model.cat-239d3, model.cat-249d, model.cat-249d3, model.gehl-rt165, model.mustang-1650rt"
tnt4008650hdbl,MERGE,TRUE,TNT4008650HDBL,"model.bobcat-t62, model.bobcat-t64, model.bobcat-t66, model.case-420ct, model.case-440ct, model.case-tr310, model.case-tr310b, model.john-deere-317g, model.new-holland-c175, model.new-holland-c227, model.new-holland-lt175b"
tnt4008650hdc,MERGE,TRUE,TNT4008650HDC,"model.bobcat-t62, model.bobcat-t64, model.bobcat-t66, model.case-420ct, model.case-440ct, model.case-tr310, model.case-tr310b, model.john-deere-317g, model.new-holland-c175, model.new-holland-c227, model.new-holland-lt175b"
tnt4008650hdmb,MERGE,TRUE,TNT4008650HDMB,"model.bobcat-t62, model.bobcat-t64, model.bobcat-t66, model.case-420ct, model.case-440ct, model.case-tr310, model.case-tr310b, model.john-deere-317g, model.new-holland-c175, model.new-holland-c227, model.new-holland-lt175b"
tnt4008650hdtb,MERGE,TRUE,TNT4008650HDTB,"model.bobcat-t62, model.bobcat-t64, model.bobcat-t66, model.case-420ct, model.case-440ct, model.case-tr310, model.case-tr310b, model.john-deere-317g, model.new-holland-c175, model.new-holland-c227, model.new-holland-lt175b"
tnt4008650hdz,MERGE,TRUE,TNT4008650HDZ,"model.bobcat-t62, model.bobcat-t64, model.bobcat-t66, model.case-420ct, model.case-440ct, model.case-tr310, model.case-tr310b, model.john-deere-317g, model.new-holland-c175, model.new-holland-c227, model.new-holland-lt175b"
tnt4008650hdzb,MERGE,TRUE,TNT4008650HDZB,"model.bobcat-t62, model.bobcat-t64, model.bobcat-t66, model.case-420ct, model.case-440ct, model.case-tr310, model.case-tr310b, model.john-deere-317g, model.new-holland-c175, model.new-holland-c227, model.new-holland-lt175b"
tnt4008652hdbd,MERGE,TRUE,TNT4008652HDBD,"model.bobcat-t200, model.bobcat-t630, model.bobcat-t650, model.cat-255, model.jcb-1110t, model.jcb-190t, model.john-deere-319e, model.john-deere-323d, model.john-deere-323e, model.john-deere-325g, model.john-deere-ct322, model.kubota-svl65-2, model.kubota-svl75, model.kubota-svl75-2, model.kubota-svl75-3, model.takeuchi-tl10v2, model.takeuchi-tl8r2"
tnt4008652hdbl,MERGE,TRUE,TNT4008652HDBL,"model.bobcat-t200, model.bobcat-t630, model.bobcat-t650, model.cat-255, model.jcb-1110t, model.jcb-190t, model.john-deere-319e, model.john-deere-323d, model.john-deere-323e, model.john-deere-325g, model.john-deere-ct322, model.kubota-svl65-2, model.kubota-svl75, model.kubota-svl75-2, model.kubota-svl75-3, model.takeuchi-tl10v2, model.takeuchi-tl8r2"
tnt4008652hdc,MERGE,TRUE,TNT4008652HDC,"model.bobcat-t200, model.bobcat-t630, model.bobcat-t650, model.cat-255, model.jcb-1110t, model.jcb-190t, model.john-deere-319e, model.john-deere-323d, model.john-deere-323e, model.john-deere-325g, model.john-deere-ct322, model.kubota-svl65-2, model.kubota-svl75, model.kubota-svl75-2, model.kubota-svl75-3, model.takeuchi-tl10v2, model.takeuchi-tl8r2"
tnt4008652hdmb,MERGE,TRUE,TNT4008652HDMB,"model.bobcat-t200, model.bobcat-t630, model.bobcat-t650, model.cat-255, model.jcb-1110t, model.jcb-190t, model.john-deere-319e, model.john-deere-323d, model.john-deere-323e, model.john-deere-325g, model.john-deere-ct322, model.kubota-svl65-2, model.kubota-svl75, model.kubota-svl75-2, model.kubota-svl75-3, model.takeuchi-tl10v2, model.takeuchi-tl8r2"
tnt4008652hdtb,MERGE,TRUE,TNT4008652HDTB,"model.bobcat-t200, model.bobcat-t630, model.bobcat-t650, model.cat-255, model.jcb-1110t, model.jcb-190t, model.john-deere-319e, model.john-deere-323d, model.john-deere-323e, model.john-deere-325g, model.john-deere-ct322, model.kubota-svl65-2, model.kubota-svl75, model.kubota-svl75-2, model.kubota-svl75-3, model.takeuchi-tl10v2, model.takeuchi-tl8r2"
tnt4008652hdz,MERGE,TRUE,TNT4008652HDZ,"model.bobcat-t200, model.bobcat-t630, model.bobcat-t650, model.cat-255, model.jcb-1110t, model.jcb-190t, model.john-deere-319e, model.john-deere-323d, model.john-deere-323e, model.john-deere-325g, model.john-deere-ct322, model.kubota-svl65-2, model.kubota-svl75, model.kubota-svl75-2, model.kubota-svl75-3, model.takeuchi-tl10v2, model.takeuchi-tl8r2"
tnt4008652hdzb,MERGE,TRUE,TNT4008652HDZB,"model.bobcat-t200, model.bobcat-t630, model.bobcat-t650, model.cat-255, model.jcb-1110t, model.jcb-190t, model.john-deere-319e, model.john-deere-323d, model.john-deere-323e, model.john-deere-325g, model.john-deere-ct322, model.kubota-svl65-2, model.kubota-svl75, model.kubota-svl75-2, model.kubota-svl75-3, model.takeuchi-tl10v2, model.takeuchi-tl8r2"
tnt4008653hdbd,MERGE,TRUE,TNT4008653HDBD,"model.bobcat-t72, model.bobcat-t76, model.cat-259, model.cat-259b3, model.cat-259d, model.cat-259d3"
tnt4008653hdbl,MERGE,TRUE,TNT4008653HDBL,"model.bobcat-t72, model.bobcat-t76, model.cat-259, model.cat-259b3, model.cat-259d, model.cat-259d3"
tnt4008653hdc,MERGE,TRUE,TNT4008653HDC,"model.bobcat-t72, model.bobcat-t76, model.cat-259, model.cat-259b3, model.cat-259d, model.cat-259d3"
tnt4008653hdmb,MERGE,TRUE,TNT4008653HDMB,"model.bobcat-t72, model.bobcat-t76, model.cat-259, model.cat-259b3, model.cat-259d, model.cat-259d3"
tnt4008653hdz,MERGE,TRUE,TNT4008653HDZ,"model.bobcat-t72, model.bobcat-t76, model.cat-259, model.cat-259b3, model.cat-259d, model.cat-259d3"
tnt4008653hdzb,MERGE,TRUE,TNT4008653HDZB,"model.bobcat-t72, model.bobcat-t76, model.cat-259, model.cat-259b3, model.cat-259d, model.cat-259d3"
tnt4008654hdbl,MERGE,TRUE,TNT4008654HDBL,"model.gehl-rt175, model.gehl-rt185"
tnt4008654hdmb,MERGE,TRUE,TNT4008654HDMB,"model.gehl-rt175, model.gehl-rt185"
tnt4008654hdz,MERGE,TRUE,TNT4008654HDZ,"model.gehl-rt175, model.gehl-rt185"
tnt4008654sdzb,MERGE,TRUE,TNT4008654SDZB,"model.gehl-rt175, model.gehl-rt185"
tnt4008655hdbl,MERGE,TRUE,TNT4008655HDBL,"model.bobcat-t250, model.bobcat-t300, model.bobcat-t320, model.bobcat-t740, model.bobcat-t750, model.bobcat-t770, model.case-445ct, model.case-450ct, model.case-tr320, model.case-tr340, model.case-tr340b, model.case-tv370, model.case-tv380, model.case-tv450, model.case-tv450b, model.new-holland-c180, model.new-holland-c185, model.new-holland-c190, model.new-holland-c232, model.new-holland-c238, model.new-holland-lt185b, model.new-holland-lt190b"
tnt4008655hdc,MERGE,TRUE,TNT4008655HDC,"model.bobcat-t250, model.bobcat-t300, model.bobcat-t320, model.bobcat-t740, model.bobcat-t750, model.bobcat-t770, model.case-445ct, model.case-450ct, model.case-tr320, model.case-tr340, model.case-tr340b, model.case-tv370, model.case-tv380, model.case-tv450, model.case-tv450b, model.new-holland-c180, model.new-holland-c185, model.new-holland-c190, model.new-holland-c232, model.new-holland-c238, model.new-holland-lt185b, model.new-holland-lt190b"
tnt4008655hdmb,MERGE,TRUE,TNT4008655HDMB,"model.bobcat-t250, model.bobcat-t300, model.bobcat-t320, model.bobcat-t740, model.bobcat-t750, model.bobcat-t770, model.case-445ct, model.case-450ct, model.case-tr320, model.case-tr340, model.case-tr340b, model.case-tv370, model.case-tv380, model.case-tv450, model.case-tv450b, model.new-holland-c180, model.new-holland-c185, model.new-holland-c190, model.new-holland-c232, model.new-holland-c238, model.new-holland-lt185b, model.new-holland-lt190b"
tnt4008655hdz,MERGE,TRUE,TNT4008655HDZ,"model.bobcat-t250, model.bobcat-t300, model.bobcat-t320, model.bobcat-t740, model.bobcat-t750, model.bobcat-t770, model.case-445ct, model.case-450ct, model.case-tr320, model.case-tr340, model.case-tr340b, model.case-tv370, model.case-tv380, model.case-tv450, model.case-tv450b, model.new-holland-c180, model.new-holland-c185, model.new-holland-c190, model.new-holland-c232, model.new-holland-c238, model.new-holland-lt185b, model.new-holland-lt190b"
tnt4008656hdbl,MERGE,TRUE,TNT4008656HDBL,"model.cat-289d, model.jcb-225t-eco, model.jcb-260t, model.jcb-260t-eco, model.jcb-300t, model.jcb-320t-eco, model.jcb-3ts-8t, model.john-deere-329d, model.john-deere-329e, model.john-deere-ct332, model.komatsu-ck30-1, model.manitou-2150rt, model.volvo-mct110c, model.yanmar-t210"
tnt4008658hdbl,MERGE,TRUE,TNT4008658HDBL,"model.bobcat-t830, model.john-deere-331g, model.john-deere-333g, model.john-deere-333p"
tnt4008660hdbl,MERGE,TRUE,TNT4008660HDBL,"model.cat-279c, model.cat-299d, model.cat-299d-xhp, model.cat-299d2, model.cat-299d2-xhp, model.cat-299d3, model.cat-299d3-xe"
tnt40086t52hdbl,MERGE,TRUE,TNT40086T52HDBL,model.takeuchi-tl8
tnt40086t52hdmb,MERGE,TRUE,TNT40086T52HDMB,"model.takeuchi-tl130, model.takeuchi-tl8"
tnt40086t52hdzb,MERGE,TRUE,TNT40086T52HDZB,"model.takeuchi-tl130, model.takeuchi-tl230, model.takeuchi-tl8"
tnt45010048hdbl,MERGE,TRUE,TNT45010048HDBL,"model.gehl-ctl70, model.gehl-ctl75, model.mustang-mtl20, model.mustang-mtl320, model.takeuchi-tl10, model.takeuchi-tl140, model.takeuchi-tl240"
tnt45010048hdc,MERGE,TRUE,TNT45010048HDC,"model.gehl-ctl70, model.gehl-ctl75, model.mustang-mtl20, model.mustang-mtl320, model.takeuchi-tl10, model.takeuchi-tl140, model.takeuchi-tl240"
tnt45010048hdmb,MERGE,TRUE,TNT45010048HDMB,"model.gehl-ctl70, model.gehl-ctl75, model.mustang-mtl20, model.mustang-mtl320, model.takeuchi-tl10, model.takeuchi-tl140, model.takeuchi-tl240"
tnt45010048hdsb,MERGE,TRUE,TNT45010048HDSB,"model.gehl-ctl70, model.gehl-ctl75, model.mustang-mtl20, model.mustang-mtl320, model.takeuchi-tl10, model.takeuchi-tl140, model.takeuchi-tl240"
tnt45010048hdzb,MERGE,TRUE,TNT45010048HDZB,"model.gehl-ctl70, model.gehl-ctl75, model.mustang-mtl20, model.mustang-mtl320, model.takeuchi-tl10, model.takeuchi-tl140, model.takeuchi-tl240"
tnt45010048sdc,MERGE,TRUE,TNT45010048SDC,"model.gehl-ctl70, model.gehl-ctl75, model.mustang-mtl20, model.mustang-mtl320, model.takeuchi-tl10, model.takeuchi-tl140, model.takeuchi-tl240"
tnt45010050hdbl,MERGE,TRUE,TNT45010050HDBL,"model.gehl-ctl80, model.gehl-ctl85, model.mustang-mtl25, model.mustang-mtl325, model.takeuchi-tl12, model.takeuchi-tl150, model.takeuchi-tl250"
tnt45010050hdc,MERGE,TRUE,TNT45010050HDC,"model.gehl-ctl80, model.gehl-ctl85, model.mustang-mtl25, model.mustang-mtl325, model.takeuchi-tl12, model.takeuchi-tl150, model.takeuchi-tl250"
tnt45010050hdmb,MERGE,TRUE,TNT45010050HDMB,"model.gehl-ctl80, model.gehl-ctl85, model.mustang-mtl25, model.mustang-mtl325, model.takeuchi-tl12, model.takeuchi-tl150, model.takeuchi-tl250"
tnt45010050hdsb,MERGE,TRUE,TNT45010050HDSB,"model.gehl-ctl80, model.gehl-ctl85, model.mustang-mtl25, model.mustang-mtl325, model.takeuchi-tl12, model.takeuchi-tl150, model.takeuchi-tl250"
tnt45010050hdzb,MERGE,TRUE,TNT45010050HDZB,"model.gehl-ctl80, model.gehl-ctl85, model.mustang-mtl25, model.mustang-mtl325, model.takeuchi-tl12, model.takeuchi-tl150, model.takeuchi-tl250"
tnt45010050sdc,MERGE,TRUE,TNT45010050SDC,"model.gehl-ctl80, model.gehl-ctl85, model.mustang-mtl25, model.mustang-mtl325, model.takeuchi-tl12, model.takeuchi-tl150, model.takeuchi-tl250"
tnt4507182hd,MERGE,TRUE,TNT4507182HD,model.cat-307
tnt4507184hd,MERGE,TRUE,TNT4507184HD,"model.cat-307hd, model.gehl-802"
tnt4507186hd,MERGE,TRUE,TNT4507186HD,"model.bobcat-442, model.cat-308"
tnt4507680hd,MERGE,TRUE,TNT4507680HD,model.gehl-802
tnt45081576hd,MERGE,TRUE,TNT45081576HD,"model.case-cx80c, model.kobelco-sk75sr, model.kobelco-sk85cs, model.kubota-kx080-3, model.kubota-kx080-4, model.sany-sy75c"
tnt45081n76hd,MERGE,TRUE,TNT45081N76HD,"model.case-cx75c, model.case-cx75sr, model.case-cx80c, model.komatsu-pc78mr-6, model.komatsu-pc80mr, model.komatsu-pc88mr-6, model.sany-sy75c"
tnt45081n78hd,MERGE,TRUE,TNT45081N78HD,"model.cat-308-cr, model.cat-308c-cr, model.cat-308c-sr, model.cat-308e-cr, model.cat-308e2-cr, model.hitachi-zx85, model.jcb-85z-1, model.jcb-86c-1, model.john-deere-75g, model.john-deere-75p, model.john-deere-85g, model.john-deere-85p, model.sany-sy80u"
tnt45081w76hd,MERGE,TRUE,TNT45081W76HD,"model.bobcat-e80, model.bobcat-e85, model.takeuchi-tb175, model.takeuchi-tb180fr, model.takeuchi-tb280fr, model.takeuchi-tb285, model.takeuchi-tb290, model.takeuchi-tb80fr, model.volvo-ecr88"
tnt450835k74hd,MERGE,TRUE,TNT450835K74HD,"model.komatsu-pc78mr-6, model.komatsu-pc80mr, model.komatsu-pc88mr-6"
tnt450835y74hd,MERGE,TRUE,TNT450835Y74HD,model.yanmar-vio80
tnt4508652hdbl,MERGE,TRUE,TNT4508652HDBL,"model.bobcat-864, model.bobcat-864g, model.bobcat-t200, model.bobcat-t630, model.bobcat-t650, model.cat-255, model.jcb-1110t, model.jcb-190t"
tnt4508652hdc,MERGE,TRUE,TNT4508652HDC,"model.bobcat-864, model.bobcat-864g, model.bobcat-t200, model.bobcat-t630, model.bobcat-t650, model.cat-255, model.jcb-1110t, model.jcb-190t"
tnt4508652hdmb,MERGE,TRUE,TNT4508652HDMB,"model.bobcat-864, model.bobcat-864g, model.bobcat-t200, model.bobcat-t630, model.bobcat-t650, model.cat-255, model.jcb-1110t, model.jcb-190t"
tnt4508652hdz,MERGE,TRUE,TNT4508652HDZ,"model.bobcat-864, model.bobcat-864g, model.bobcat-t200, model.bobcat-t630, model.bobcat-t650, model.cat-255, model.jcb-1110t, model.jcb-190t"
tnt4508652hdzb,MERGE,TRUE,TNT4508652HDZB,"model.bobcat-864, model.bobcat-864g, model.bobcat-t200, model.bobcat-t630, model.bobcat-t650, model.cat-255, model.jcb-1110t, model.jcb-190t"
tnt4508652sdc,MERGE,TRUE,TNT4508652SDC,"model.bobcat-864, model.bobcat-864g, model.bobcat-t200, model.bobcat-t630, model.bobcat-t650, model.cat-255, model.jcb-1110t, model.jcb-190t"
tnt4508653hdc,MERGE,TRUE,TNT4508653HDC,model.bobcat-t76
tnt4508653hdmb,MERGE,TRUE,TNT4508653HDMB,model.bobcat-t76
tnt4508653hdz,MERGE,TRUE,TNT4508653HDZ,model.bobcat-t76
tnt4508653hdzb,MERGE,TRUE,TNT4508653HDZB,model.bobcat-t76
tnt4508653sdc,MERGE,TRUE,TNT4508653SDC,model.bobcat-t76
tnt4508653sdzb,MERGE,TRUE,TNT4508653SDZB,model.bobcat-t76
tnt4508655hdbd,MERGE,TRUE,TNT4508655HDBD,"model.bobcat-t250, model.bobcat-t300, model.bobcat-t320, model.bobcat-t730, model.bobcat-t740, model.bobcat-t750, model.bobcat-t770, model.case-445ct, model.case-450ct, model.case-tr320, model.case-tr340, model.case-tr340b, model.case-tv370, model.case-tv370b, model.case-tv380, model.case-tv450, model.case-tv450b, model.new-holland-c185, model.new-holland-c190, model.new-holland-c232, model.new-holland-c234, model.new-holland-c237, model.new-holland-c238, model.new-holland-c245, model.new-holland-c332, model.new-holland-c334, model.new-holland-c337, model.new-holland-c345, model.new-holland-lt185b, model.new-holland-lt190b"
tnt4508655hdbl,MERGE,TRUE,TNT4508655HDBL,"model.bobcat-t250, model.bobcat-t300, model.bobcat-t320, model.bobcat-t730, model.bobcat-t740, model.bobcat-t750, model.bobcat-t770, model.case-445ct, model.case-450ct, model.case-tr320, model.case-tr340, model.case-tr340b, model.case-tv370, model.case-tv370b, model.case-tv380, model.case-tv450, model.case-tv450b, model.new-holland-c185, model.new-holland-c190, model.new-holland-c232, model.new-holland-c234, model.new-holland-c237, model.new-holland-c238, model.new-holland-c245, model.new-holland-c332, model.new-holland-c334, model.new-holland-c337, model.new-holland-c345, model.new-holland-lt185b, model.new-holland-lt190b"
tnt4508655hdc,MERGE,TRUE,TNT4508655HDC,"model.bobcat-t250, model.bobcat-t300, model.bobcat-t320, model.bobcat-t730, model.bobcat-t740, model.bobcat-t750, model.bobcat-t770, model.case-445ct, model.case-450ct, model.case-tr320, model.case-tr340, model.case-tr340b, model.case-tv370, model.case-tv370b, model.case-tv380, model.case-tv450, model.case-tv450b, model.new-holland-c185, model.new-holland-c190, model.new-holland-c232, model.new-holland-c234, model.new-holland-c237, model.new-holland-c238, model.new-holland-c245, model.new-holland-c332, model.new-holland-c334, model.new-holland-c337, model.new-holland-c345, model.new-holland-lt185b, model.new-holland-lt190b"
tnt4508655hdmb,MERGE,TRUE,TNT4508655HDMB,"model.bobcat-t250, model.bobcat-t300, model.bobcat-t320, model.bobcat-t730, model.bobcat-t740, model.bobcat-t750, model.bobcat-t770, model.case-445ct, model.case-450ct, model.case-tr320, model.case-tr340, model.case-tr340b, model.case-tv370, model.case-tv370b, model.case-tv380, model.case-tv450, model.case-tv450b, model.new-holland-c185, model.new-holland-c190, model.new-holland-c232, model.new-holland-c234, model.new-holland-c237, model.new-holland-c238, model.new-holland-c245, model.new-holland-c332, model.new-holland-c334, model.new-holland-c337, model.new-holland-c345, model.new-holland-lt185b, model.new-holland-lt190b"
