machine_id,brand_id,model,model_canonical,machine_type,mount_type,primary_track_size_id,horsepower,operating_weight_lbs,std_gpm,hf_gpm,std_psi,lift_type,coupler_type,validation_status,source_systems,machine_status,canonical_model_group,shopify_handle,shopify_url,navigation_source
mdl_airman_ax10u,br_airman,AX10U,AX10U,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX10U,,,
mdl_airman_ax12,br_airman,AX12,AX12,Mini Excavator,,ts_230x96x31,,,,,,,,,size_index|supplier_fitment,active_v1,Airman AX12,airman-ax12,/pages/equipment-model/airman-ax12,track_finder_v1
mdl_airman_ax12_2,br_airman,AX12-2,AX12-2,Mini Excavator,,ts_230x96x31,,,,,,,,,size_index|supplier_fitment,active_v1,Airman AX12-2,airman-ax12-2,/pages/equipment-model/airman-ax12-2,track_finder_v1
mdl_airman_ax15,br_airman,AX15,AX15,,,ts_230x96x31,,,,,,,,,size_index,review,Airman AX15,,,
mdl_airman_ax15_2,br_airman,AX15-2,AX15-2,Mini Excavator,,ts_230x96x31,,,,,,,,,size_index|supplier_fitment,active_v1,Airman AX15-2,airman-ax15-2,/pages/equipment-model/airman-ax15-2,track_finder_v1
mdl_airman_ax15u,br_airman,AX15U,AX15U,Mini Excavator,,ts_230x96x31,,,,,,,,,size_index|supplier_fitment,active_v1,Airman AX15U,airman-ax15u,/pages/equipment-model/airman-ax15u,track_finder_v1
mdl_airman_ax17_2,br_airman,AX17-2,AX17-2,,,,,,,,,,,,size_index,quarantine,Airman AX17-2,,,
mdl_airman_ax17_2n,br_airman,AX17-2N,AX17-2N,,,,,,,,,,,,size_index,quarantine,Airman AX17-2N,,,
mdl_airman_ax17cgl_2n,br_airman,AX17CGL-2N,AX17CGL-2N,,,,,,,,,,,,size_index,quarantine,Airman AX17CGL-2N,,,
mdl_airman_ax17u,br_airman,AX17U,AX17U,Mini Excavator,,ts_230x48x70,,,,,,,,,size_index,active_v1,Airman AX17U,airman-ax17u,/pages/equipment-model/airman-ax17u,track_finder_v1
mdl_airman_ax20_3,br_airman,AX20-3,AX20-3,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX20-3,,,
mdl_airman_ax20ur,br_airman,AX20UR,AX20UR,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX20UR,,,
mdl_airman_ax25_2,br_airman,AX25-2,AX25-2,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX25-2,,,
mdl_airman_ax30u_4,br_airman,AX30U-4,AX30U-4,Mini Excavator,,ts_300x525x86,,,,,,,,,supplier_fitment,active_v1,Airman AX30U-4,airman-ax30u-4,/pages/equipment-model/airman-ax30u-4,track_finder_v1
mdl_airman_ax351,br_airman,AX351,AX351,Mini Excavator,,ts_300x525nx84,,,,,,,,,fitment_json,active_v1,Airman AX351,airman-ax35-1,/pages/equipment-model/airman-ax35-1,track_finder_v1
mdl_airman_ax352,br_airman,AX352,AX352,Mini Excavator,,ts_300x525nx84,,,,,,,,,fitment_json,active_v1,Airman AX352,airman-ax35-2,/pages/equipment-model/airman-ax35-2,track_finder_v1
mdl_airman_ax35u,br_airman,AX35U,AX35U,Mini Excavator,,ts_300x525x86,,,,,,,,,supplier_fitment,active_v1,Airman AX35U,airman-ax35u,/pages/equipment-model/airman-ax35u,track_finder_v1
mdl_airman_ax35u_4,br_airman,AX35U-4,AX35U-4,Mini Excavator,,ts_300x525x86,,,,,,,,,supplier_fitment,active_v1,Airman AX35U-4,airman-ax35u-4,/pages/equipment-model/airman-ax35u-4,track_finder_v1
mdl_airman_ax36u,br_airman,AX36U,AX36U,Mini Excavator,,ts_300x525x86,,,,,,,,,supplier_fitment,active_v1,Airman AX36U,airman-ax36u,/pages/equipment-model/airman-ax36u,track_finder_v1
mdl_airman_ax36ucgl,br_airman,AX36UCGL,AX36UCGL,Mini Excavator,,ts_300x525x86,,,,,,,,,supplier_fitment,active_v1,Airman AX36UCGL,airman-ax36ucgl,/pages/equipment-model/airman-ax36ucgl,track_finder_v1
mdl_airman_ax40,br_airman,AX40,AX40,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX40,,,
mdl_airman_ax40_2,br_airman,AX40-2,AX40-2,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX40-2,,,
mdl_airman_ax40u,br_airman,AX40U,AX40U,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX40U,,,
mdl_airman_ax40u_4,br_airman,AX40U-4,AX40U-4,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX40U-4,,,
mdl_airman_ax40ur_1,br_airman,AX40UR-1,AX40UR-1,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX40UR-1,,,
mdl_airman_ax40ur_2,br_airman,AX40UR-2,AX40UR-2,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX40UR-2,,,
mdl_airman_ax45_2,br_airman,AX45-2,AX45-2,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX45-2,,,
mdl_airman_ax45cgl_2,br_airman,AX45CGL-2,AX45CGL-2,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX45CGL-2,,,
mdl_airman_ax50,br_airman,AX50,AX50,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX50,,,
mdl_airman_ax50_2,br_airman,AX50-2,AX50-2,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX50-2,,,
mdl_airman_ax50_3,br_airman,AX50-3,AX50-3,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX50-3,,,
mdl_airman_ax50u,br_airman,AX50U,AX50U,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX50U,,,
mdl_airman_ax50u_4,br_airman,AX50U-4,AX50U-4,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX50U-4,,,
mdl_airman_ax50ucgl,br_airman,AX50UCGL,AX50UCGL,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX50UCGL,,,
mdl_airman_ax55ur,br_airman,AX55UR,AX55UR,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX55UR,,,
mdl_airman_ax55ur_3,br_airman,AX55UR-3,AX55UR-3,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX55UR-3,,,
mdl_airman_ax58,br_airman,AX58,AX58,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX58,,,
mdl_airman_ax58mu,br_airman,AX58MU,AX58MU,,,,,,,,,,,,supplier_fitment,quarantine,Airman AX58MU,,,
mdl_airman_ax_22_1,br_airman,AX-22-1,AX-22-1,,,,,,,,,,,,size_index,quarantine,Airman AX-22-1,,,
mdl_airman_ax_22_2,br_airman,AX-22-2,AX-22-2,,,,,,,,,,,,size_index,quarantine,Airman AX-22-2,,,
mdl_airman_ax_22_cgl,br_airman,AX-22-CGL,AX-22-CGL,,,,,,,,,,,,size_index,quarantine,Airman AX-22-CGL,,,
mdl_airman_axc12,br_airman,AXC12,AXC12,Mini Excavator,,ts_230x96x31,,,,,,,,,supplier_fitment,active_v1,Airman AXC12,airman-axc12,/pages/equipment-model/airman-axc12,track_finder_v1
mdl_airman_axc15,br_airman,AXC15,AXC15,Mini Excavator,,ts_230x96x31,,,,,,,,,supplier_fitment,active_v1,Airman AXC15,airman-axc15,/pages/equipment-model/airman-axc15,track_finder_v1
mdl_airman_hm30sgz,br_airman,HM30SGZ,HM30SGZ,,,,,,,,,,,,supplier_fitment,quarantine,Airman HM30SGZ,,,
mdl_airman_hm35,br_airman,HM35,HM35,,,,,,,,,,,,supplier_fitment,quarantine,Airman HM35,,,
mdl_airman_hm45,br_airman,HM45,HM45,,,,,,,,,,,,supplier_fitment,quarantine,Airman HM45,,,
mdl_airman_hm45_2,br_airman,HM45-2,HM45-2,,,,,,,,,,,,supplier_fitment,quarantine,Airman HM45-2,,,
mdl_airman_hm45sg_2,br_airman,HM45SG-2,HM45SG-2,,,,,,,,,,,,supplier_fitment,quarantine,Airman HM45SG-2,,,
mdl_airman_hm50,br_airman,HM50,HM50,,,,,,,,,,,,supplier_fitment,quarantine,Airman HM50,,,
mdl_airman_hm55,br_airman,HM55,HM55,,,,,,,,,,,,supplier_fitment,quarantine,Airman HM55,,,
mdl_asv_f,br_asv,F,F,,,,,,,,,,,,fitment_json,quarantine,ASV F,,,
mdl_asv_md70,br_asv,MD70,MD70,,,,,,,,,,,,fitment_json,reference,ASV MD70,,,
mdl_asv_md_70,br_asv,MD-70,MD-70,,,,,,,,,,,,shopify_meta,reference,ASV MD-70,,,
mdl_asv_posi_trac2800,br_asv,POSI-TRAC2800,POSI-TRAC2800,Multi-Terrain Loader,Universal Quick-Attach,ts_457x1016x56,70,7450,25.0,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,ASV POSI-TRAC2800,asv-posi-trac2800,/pages/equipment-model/asv-posi-trac2800,track_finder_v1
mdl_asv_posi_trac2810,br_asv,POSI-TRAC2810,POSI-TRAC2810,Multi-Terrain Loader,Universal Quick-Attach,ts_457x1016x56,,,,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,ASV POSI-TRAC2810,asv-posi-trac2810,/pages/equipment-model/asv-posi-trac2810,track_finder_v1
mdl_asv_posi_trac4800,br_asv,POSI-TRAC4800,POSI-TRAC4800,Multi-Terrain Loader,Universal Quick-Attach,ts_457x1016x56,,,,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,ASV POSI-TRAC4800,asv-posi-trac4800,/pages/equipment-model/asv-posi-trac4800,track_finder_v1
mdl_asv_posi_trac4810,br_asv,POSI-TRAC4810,POSI-TRAC4810,Multi-Terrain Loader,Universal Quick-Attach,ts_457x1016x56,105,8640,19.0,,2950,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,ASV POSI-TRAC4810,asv-posi-trac4810,/pages/equipment-model/asv-posi-trac4810,track_finder_v1
mdl_asv_posi_trac_2800,br_asv,POSI-TRAC 2800,POSI-TRAC 2800,,,ts_457x1016x56,,,,,,,,,fitment_json|shopify_meta,reference,ASV POSI-TRAC 2800,,,
mdl_asv_posi_trac_2810,br_asv,POSI-TRAC 2810,POSI-TRAC 2810,,,ts_457x1016x56,,,,,,,,,fitment_json|shopify_meta,reference,ASV POSI-TRAC 2810,,,
mdl_asv_posi_trac_4800,br_asv,POSI-TRAC 4800,POSI-TRAC 4800,,,ts_457x1016x56,,,,,,,,,fitment_json|shopify_meta,reference,ASV POSI-TRAC 4800,,,
mdl_asv_posi_trac_4810,br_asv,POSI-TRAC 4810,POSI-TRAC 4810,,,ts_457x1016x56,,,,,,,,,fitment_json|shopify_meta,reference,ASV POSI-TRAC 4810,,,
mdl_asv_posi_trac_hd4500,br_asv,POSI-TRAC HD4500,POSI-TRAC HD4500,,,,,,,,,,,,fitment_json|shopify_meta,reference,ASV POSI-TRAC HD4500,,,
mdl_asv_posi_trac_hd4520,br_asv,POSI-TRAC HD4520,POSI-TRAC HD4520,Multi-Terrain Loader,,,,,,,,,,,fitment_json|shopify_meta,active_v1,ASV POSI-TRAC HD4520,asv-posi-trachd4520,/pages/equipment-model/asv-posi-trachd4520,track_finder_v1
mdl_asv_posi_trachd4500,br_asv,POSI-TRACHD4500,POSI-TRACHD4500,Multi-Terrain Loader,Universal Quick-Attach,ts_457x1016x56,,,,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,ASV POSI-TRACHD4500,asv-posi-trachd4500,/pages/equipment-model/asv-posi-trachd4500,track_finder_v1
mdl_asv_posi_trachd4520,br_asv,POSI-TRACHD4520,POSI-TRACHD4520,,,,,,,,,,,,supplier_fitment,reference,ASV POSI-TRACHD4520,,,
mdl_asv_positrac_4520,br_asv,POSITRAC-4520,POSITRAC-4520,multi-terrain-loader,Universal Quick-Attach,ts_457x1016x56,,,,,,,,Needs Review,airtable|shopify_meta,review,ASV POSITRAC-4520,,,
mdl_asv_pt100,br_asv,PT100,PT100,Multi-Terrain Loader,Universal Quick-Attach,ts_457x1016x51,99,10150,38.0,,3300,,,Needs Review,airtable|shopify_meta,active_v1,ASV PT100,asv-pt-100,/pages/equipment-model/asv-pt-100,track_finder_v1
mdl_asv_pt50,br_asv,PT50,PT50,,,ts_381x1005x42,,,,,,,,,fitment_json|shopify_meta,reference,ASV PT50,,,
mdl_asv_pt60,br_asv,PT60,PT60,,,ts_381x1005x42,,,,,,,,,fitment_json|shopify_meta,reference,ASV PT60,,,
mdl_asv_pt_100,br_asv,PT-100,PT-100,multi-terrain-loader,Universal Quick-Attach,ts_457x1016x51,99,10150,38.0,,3300,,,Needs Review,airtable|shopify_meta|supplier_fitment,review,ASV PT-100,,,
mdl_asv_pt_50,br_asv,PT-50,PT-50,Multi-Terrain Loader,Universal Quick-Attach,ts_381x1005x42,50,6200,16.3,,3000,,,Needs Review,airtable|shopify_meta|size_index|supplier_fitment,active_v1,ASV PT-50,asv-pt-50,/pages/equipment-model/asv-pt-50,track_finder_v1
mdl_asv_pt_60,br_asv,PT-60,PT-60,Multi-Terrain Loader,Universal Quick-Attach,ts_381x1005x42,60,6350,17.4,,3000,,,Needs Review,airtable|shopify_meta|size_index|supplier_fitment,active_v1,ASV PT-60,asv-pt-60,/pages/equipment-model/asv-pt-60,track_finder_v1
mdl_asv_pt_70,br_asv,PT-70,PT-70,,,,,,,,,,,,supplier_fitment,quarantine,ASV PT-70,,,
mdl_asv_pt_80,br_asv,PT-80,PT-80,Multi-Terrain Loader,Universal Quick-Attach,ts_457x1016x51,80,8972,30.0,,3000,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,ASV PT-80,asv-pt-80,/pages/equipment-model/asv-pt-80,track_finder_v1
mdl_asv_rc100,br_asv,RC100,RC100,Multi-Terrain Loader,Universal Quick-Attach,ts_457x1016x51,99,10150,38.0,,3300,,,Verified,airtable|shopify_meta,active_v1,ASV RC100,asv-rc100,/pages/equipment-model/asv-rc100,track_finder_v1
mdl_asv_rc85,br_asv,RC85,RC85,Multi-Terrain Loader,Universal Quick-Attach,ts_457x1016x51,86,9710,38.0,,3300,,,Verified,airtable|shopify_meta,active_v1,ASV RC85,asv-rc85,/pages/equipment-model/asv-rc85,track_finder_v1
mdl_asv_rc_100,br_asv,RC-100,RC-100,,,,,,,,,,,,supplier_fitment,quarantine,ASV RC-100,,,
mdl_asv_rc_50,br_asv,RC-50,RC-50,Multi-Terrain Loader,Universal Quick-Attach,ts_381x1005x42,50,6200,16.3,,3000,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,ASV RC-50,asv-rc-50,/pages/equipment-model/asv-rc-50,track_finder_v1
mdl_asv_rc_60,br_asv,RC-60,RC-60,Multi-Terrain Loader,Universal Quick-Attach,ts_381x1005x42,60,6200,17.4,,3000,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,ASV RC-60,asv-rc-60,/pages/equipment-model/asv-rc-60,track_finder_v1
mdl_asv_rc_85,br_asv,RC-85,RC-85,,,,,,,,,,,,supplier_fitment,quarantine,ASV RC-85,,,
mdl_asv_rcv,br_asv,RCV,RCV,Multi-Terrain Loader,Universal Quick-Attach,ts_457x1016x51,86,10500,38.0,,3300,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,ASV RCV,asv-rcv,/pages/equipment-model/asv-rcv,track_finder_v1
mdl_asv_rcv85,br_asv,RCV85,RCV85,Multi-Terrain Loader,Universal Quick-Attach,ts_457x1016x51,,,,,,,,Verified,airtable|shopify_meta,active_v1,ASV RCV85,asv-rcv-85,/pages/equipment-model/asv-rcv-85,track_finder_v1
mdl_asv_rs_50,br_asv,RS-50,RS-50,,,,,,,,,,,,supplier_fitment,quarantine,ASV RS-50,,,
mdl_asv_rs_60,br_asv,RS-60,RS-60,,,,,,,,,,,,supplier_fitment,quarantine,ASV RS-60,,,
mdl_asv_rt25,br_asv,RT25,RT25,,,,,,,,,,,,fitment_json,reference,ASV RT25,,,
mdl_asv_rt30,br_asv,RT30,RT30,,,,,,,,,,,,fitment_json,reference,ASV RT30,,,
mdl_asv_rt40,br_asv,RT40,RT40,,,,,,,,,,,,fitment_json,reference,ASV RT40,,,
mdl_asv_rt50,br_asv,RT50,RT50,,,,,,,,,,,,fitment_json,reference,ASV RT50,,,
mdl_asv_rt60,br_asv,RT60,RT60,,,ts_381x1005x42,,,,,,,,,fitment_json|shopify_meta,reference,ASV RT60,,,
mdl_asv_rt65,br_asv,RT65,RT65,,,,,,,,,,,,fitment_json,reference,ASV RT65,,,
mdl_asv_rt75,br_asv,RT75,RT75,,,,,,,,,,,,fitment_json,reference,ASV RT75,,,
mdl_asv_rt_120,br_asv,RT-120,RT-120,Compact Track Loader,Universal Skid Steer,ts_457x1016x56,120,12500,33.0,42.0,3500,Radial,,Needs Review,airtable|shopify_meta,review,ASV RT-120,,,
mdl_asv_rt_120f,br_asv,RT-120F,RT-120F,Multi-Terrain Loader,Universal Quick-Attach,ts_457x1016x51,,,,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,ASV RT-120F,asv-rt-120f,/pages/equipment-model/asv-rt-120f,track_finder_v1
mdl_asv_rt_135,br_asv,RT-135,RT-135,Compact Track Loader,Universal Quick-Attach,ts_457x1016x56,,,,,,,,Needs Review,airtable,review,ASV RT-135,,,
mdl_asv_rt_135f,br_asv,RT-135F,RT-135F,Multi-Terrain Loader,Universal Quick-Attach,ts_457x1016x51,,,,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,ASV RT-135F,asv-rt-135f,/pages/equipment-model/asv-rt-135f,track_finder_v1
mdl_asv_rt_25,br_asv,RT-25,RT-25,Multi-Terrain Loader,Universal Quick-Attach,,25,2820,8.0,,2500,Radial,,Verified,airtable|shopify_meta,active_v1,ASV RT-25,asv-rt25,/pages/equipment-model/asv-rt25,track_finder_v1
mdl_asv_rt_30,br_asv,RT-30,RT-30,Multi-Terrain Loader,Universal Quick-Attach,,,,,,,,,Verified,airtable|shopify_meta,active_v1,ASV RT-30,asv-rt30,/pages/equipment-model/asv-rt30,track_finder_v1
mdl_asv_rt_40,br_asv,RT-40,RT-40,Multi-Terrain Loader,Universal Quick-Attach,,38,4500,13.0,,2700,Radial,,Verified,airtable|shopify_meta,active_v1,ASV RT-40,asv-rt40,/pages/equipment-model/asv-rt40,track_finder_v1
mdl_asv_rt_50,br_asv,RT-50,RT-50,Multi-Terrain Loader,Universal Quick-Attach,,,,,,,,,Verified,airtable|shopify_meta|supplier_fitment,active_v1,ASV RT-50,asv-rt-50,/pages/equipment-model/asv-rt-50,track_finder_v1
mdl_asv_rt_50t,br_asv,RT-50T,RT-50T,Compact Track Loader,Universal Quick-Attach,,,,,,,,,Needs Review,airtable,review,ASV RT-50T,,,
mdl_asv_rt_60,br_asv,RT-60,RT-60,Multi-Terrain Loader,Universal Quick-Attach,ts_381x1005x42,,,,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,ASV RT-60,asv-rt-60,/pages/equipment-model/asv-rt-60,track_finder_v1
mdl_asv_rt_65,br_asv,RT-65,RT-65,Multi-Terrain Loader,Universal Quick-Attach,,67,7400,21.0,27.0,3000,Radial,,Verified,airtable|shopify_meta|supplier_fitment,active_v1,ASV RT-65,asv-rt-65,/pages/equipment-model/asv-rt-65,track_finder_v1
mdl_asv_rt_75,br_asv,RT-75,RT-75,Multi-Terrain Loader,Universal Skid Steer,,,7800,,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,ASV RT-75,asv-rt-75,/pages/equipment-model/asv-rt-75,track_finder_v1
mdl_asv_rt_75_hd,br_asv,RT-75 HD,RT-75 HD,Multi-Terrain Loader,Universal Quick-Attach,ts_457x1016x51,,,,,,,,Needs Review,airtable|shopify_meta,active_v1,ASV RT-75 HD,asv-rt-75hd,/pages/equipment-model/asv-rt-75hd,track_finder_v1
mdl_asv_rt_75hd,br_asv,RT-75HD,RT-75HD,multi-terrain-loader,Universal Quick-Attach,ts_457x1016x51,,,,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,review,ASV RT-75HD,,,
mdl_asv_sc_50,br_asv,SC-50,SC-50,Multi-Terrain Loader,Universal Quick-Attach,ts_381x1005x42,,,,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,ASV SC-50,asv-sc-50,/pages/equipment-model/asv-sc-50,track_finder_v1
mdl_asv_sr80,br_asv,SR80,SR80,Multi-Terrain Loader,Universal Quick-Attach,ts_457x1016x51,80,8972,30.0,,3000,,,Verified,airtable|shopify_meta,active_v1,ASV SR80,asv-sr-80,/pages/equipment-model/asv-sr-80,track_finder_v1
mdl_asv_sr_80,br_asv,SR-80,SR-80,multi-terrain-loader,Universal Quick-Attach,ts_457x1016x51,80,8972,30.0,,3000,,,Needs Review,airtable|shopify_meta|supplier_fitment,review,ASV SR-80,,,
mdl_asv_st_50,br_asv,ST-50,ST-50,,,,,,,,,,,,supplier_fitment,quarantine,ASV ST-50,,,
mdl_asv_vs_75,br_asv,VS-75,VS-75,,,,,,,,,,,,supplier_fitment,quarantine,ASV VS-75,,,
mdl_asv_vt70,br_asv,VT70,VT70,,,,,,,,,,,,fitment_json,reference,ASV VT70,,,
mdl_asv_vt_100,br_asv,VT-100,VT-100,Compact Track Loader,Universal Quick-Attach,ts_457x1016x51,104,12000,40.0,40.0,3500,Vertical,,Needs Review,airtable|shopify_meta,review,ASV VT-100,,,
mdl_asv_vt_70,br_asv,VT-70,VT-70,Multi-Terrain Loader,Universal Quick-Attach,,,,,,,,,Verified,airtable|shopify_meta|supplier_fitment,active_v1,ASV VT-70,asv-vt-70,/pages/equipment-model/asv-vt-70,track_finder_v1
mdl_asv_vt_75,br_asv,VT-75,VT-75,Compact Track Loader,Universal Quick-Attach,,74,8200,23.0,30.0,3100,Vertical,,Needs Review,airtable|shopify_meta|size_index,review,ASV VT-75,,,
mdl_asv_vt_80,br_asv,VT-80,VT-80,Compact Track Loader,Universal Quick-Attach,ts_457x1016x51,74,8955,25.0,34.0,3200,Vertical,,Needs Review,airtable|shopify_meta,review,ASV VT-80,,,
mdl_bobcat_1213,br_bobcat,1213,1213,,,,,,,,,,,,supplier_fitment,quarantine,Bobcat 1213,,,
mdl_bobcat_1300c,br_bobcat,1300C,1300C,,,,,,,,,,,,supplier_fitment,quarantine,Bobcat 1300C,,,
mdl_bobcat_2000,br_bobcat,2000,2000,,,,,,,,,,,,supplier_fitment,quarantine,Bobcat 2000,,,
mdl_bobcat_220,br_bobcat,220,220,Mini Excavator,,ts_230x72kx45,,,,,,,,,fitment_json|shopify_meta|size_index,active_v1,Bobcat 220,bobcat-220,/pages/equipment-model/bobcat-220,track_finder_v1
mdl_bobcat_225,br_bobcat,225,225,Mini Excavator,,ts_300x525nx74,,,,,,,,,fitment_json|shopify_meta,active_v1,Bobcat 225,bobcat-225,/pages/equipment-model/bobcat-225,track_finder_v1
mdl_bobcat_231,br_bobcat,231,231,Mini Excavator,Excavator Pin-On,ts_300x525nx80,,,,,,,,Verified,airtable|fitment_json|shopify_meta,active_v1,Bobcat 231,bobcat-231,/pages/equipment-model/bobcat-231,track_finder_v1
mdl_bobcat_2400,br_bobcat,2400,2400,,,,,,,,,,,,supplier_fitment,quarantine,Bobcat 2400,,,
mdl_bobcat_300fb,br_bobcat,300FB,300FB,,,,,,,,,,,,supplier_fitment,quarantine,Bobcat 300FB,,,
mdl_bobcat_310,br_bobcat,310,310,,,,,,,,,,,,supplier_fitment,quarantine,Bobcat 310,,,
mdl_bobcat_313,br_bobcat,313,313,,,,,,,,,,,,supplier_fitment,quarantine,Bobcat 313,,,
mdl_bobcat_315,br_bobcat,315,315,,,,,,,,,,,,supplier_fitment,quarantine,Bobcat 315,,,
mdl_bobcat_319,br_bobcat,319,319,,,,,,,,,,,,supplier_fitment|supplier_products,quarantine,Bobcat 319,,,
mdl_bobcat_320,br_bobcat,320,320,Mini Excavator,,ts_230x72kx45,,,,,,,,,fitment_json|shopify_meta|size_index|supplier_fitment,active_v1,Bobcat 320,bobcat-320,/pages/equipment-model/bobcat-320,track_finder_v1
mdl_bobcat_320d,br_bobcat,320D,320D,Mini Excavator,,,,,,,,,,,fitment_json|size_index,active_v1,Bobcat 320D,bobcat-320d,/pages/equipment-model/bobcat-320d,track_finder_v1
mdl_bobcat_320e,br_bobcat,320E,320E,Mini Excavator,,,,,,,,,,,fitment_json|size_index,active_v1,Bobcat 320E,bobcat-320e,/pages/equipment-model/bobcat-320e,track_finder_v1
mdl_bobcat_320l,br_bobcat,320L,320L,,,,,,,,,,,,supplier_fitment|supplier_products,quarantine,Bobcat 320L,,,
mdl_bobcat_321,br_bobcat,321,321,Mini Excavator,,,,,,,,,,,size_index|supplier_fitment,active_v1,Bobcat 321,bobcat-321,/pages/equipment-model/bobcat-321,track_finder_v1
mdl_bobcat_322,br_bobcat,322,322,Mini Excavator,,,,,,,,,,,size_index,active_v1,Bobcat 322,bobcat-322,/pages/equipment-model/bobcat-322,track_finder_v1
mdl_bobcat_322d,br_bobcat,322D,322D,,,,,,,,,,,,supplier_fitment,quarantine,Bobcat 322D,,,
mdl_bobcat_322g,br_bobcat,322G,322G,,,,,,,,,,,,supplier_fitment,quarantine,Bobcat 322G,,,
mdl_bobcat_323,br_bobcat,323,323,Mini Excavator,,,,,,,,,,,size_index|supplier_fitment,active_v1,Bobcat 323,bobcat-323,/pages/equipment-model/bobcat-323,track_finder_v1
mdl_bobcat_324,br_bobcat,324,324,Mini Excavator,,,,,,,,,,,size_index,active_v1,Bobcat 324,bobcat-324,/pages/equipment-model/bobcat-324,track_finder_v1
mdl_bobcat_325,br_bobcat,325,325,Mini Excavator,Excavator Pin-On,ts_300x525nx74,20,5500,10.0,,2700,Conventional,,Verified,airtable|fitment_json|shopify_meta|supplier_fitment|supplier_products,active_v1,Bobcat 325,bobcat-325,/pages/equipment-model/bobcat-325,track_finder_v1
mdl_bobcat_325d,br_bobcat,325D,325D,,,,,,,,,,,,supplier_fitment,quarantine,Bobcat 325D,,,
mdl_bobcat_328,br_bobcat,328,328,Mini Excavator,Excavator Pin-On,ts_300x525nx74,23,6147,12.0,,2700,Conventional,,Verified,airtable|fitment_json|shopify_meta,active_v1,Bobcat 328,bobcat-328,/pages/equipment-model/bobcat-328,track_finder_v1
mdl_bobcat_329,br_bobcat,329,329,Mini Excavator,Excavator Pin-On,ts_300x525nx80,27,7098,14.0,,,,,Verified,airtable|fitment_json|shopify_meta|supplier_fitment|supplier_products,active_v1,Bobcat 329,bobcat-329,/pages/equipment-model/bobcat-329,track_finder_v1
mdl_bobcat_331,br_bobcat,331,331,Mini Excavator,Excavator Pin-On,ts_300x525nx80,40,7185,24.1,,,,,Verified,airtable|fitment_json|shopify_meta|supplier_fitment,active_v1,Bobcat 331,bobcat-331,/pages/equipment-model/bobcat-331,track_finder_v1
mdl_bobcat_331e,br_bobcat,331E,331E,Mini Excavator,Excavator Pin-On,ts_300x525nx80,40,7758,24.1,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,Bobcat 331E,bobcat-331e,/pages/equipment-model/bobcat-331e,track_finder_v1
mdl_bobcat_334,br_bobcat,334,334,Mini Excavator,Excavator Pin-On,ts_300x525nx80,40,7568,24.1,,,,,Verified,airtable|fitment_json|shopify_meta|supplier_fitment,active_v1,Bobcat 334,bobcat-334,/pages/equipment-model/bobcat-334,track_finder_v1
mdl_bobcat_335,br_bobcat,335,335,,,,,,,,,,,,size_index|supplier_fitment,quarantine,Bobcat 335,,,
mdl_bobcat_335g,br_bobcat,335G,335G,,,,,,,,,,,,supplier_fitment,quarantine,Bobcat 335G,,,
mdl_bobcat_337,br_bobcat,337,337,Mini Excavator,Excavator Pin-On,ts_400x725kx74,48,11085,46.9,,,,,Verified,airtable|fitment_json|shopify_meta|supplier_fitment,active_v1,Bobcat 337,bobcat-337,/pages/equipment-model/bobcat-337,track_finder_v1
