machine_id,brand_id,model,model_canonical,machine_type,mount_type,primary_track_size_id,horsepower,operating_weight_lbs,std_gpm,hf_gpm,std_psi,lift_type,coupler_type,validation_status,source_systems,machine_status,canonical_model_group,shopify_handle,shopify_url,navigation_source
mdl_kobelco_sk025coup,br_kobelco,SK025COUP,SK025COUP,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK025COUP,,,
mdl_kobelco_sk025sr,br_kobelco,SK025SR,SK025SR,,,ts_300x525wx78,,,,,,,,,fitment_json|supplier_fitment,reference,Kobelco SK025SR,,,
mdl_kobelco_sk027,br_kobelco,SK027,SK027,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK027,,,
mdl_kobelco_sk027_1,br_kobelco,SK027-1,SK027-1,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK027-1,,,
mdl_kobelco_sk030,br_kobelco,SK030,SK030,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK030,,,
mdl_kobelco_sk030_1,br_kobelco,SK030-1,SK030-1,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK030-1,,,
mdl_kobelco_sk030_2,br_kobelco,SK030-2,SK030-2,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK030-2,,,
mdl_kobelco_sk030coup,br_kobelco,SK030COUP,SK030COUP,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK030COUP,,,
mdl_kobelco_sk030sr,br_kobelco,SK030SR,SK030SR,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK030SR,,,
mdl_kobelco_sk030ur,br_kobelco,SK030UR,SK030UR,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK030UR,,,
mdl_kobelco_sk030ur_1,br_kobelco,SK030UR-1,SK030UR-1,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK030UR-1,,,
mdl_kobelco_sk030ur_2,br_kobelco,SK030UR-2,SK030UR-2,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK030UR-2,,,
mdl_kobelco_sk031,br_kobelco,SK031,SK031,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK031,,,
mdl_kobelco_sk032,br_kobelco,SK032,SK032,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK032,,,
mdl_kobelco_sk035,br_kobelco,SK035,SK035,Mini Excavator,,ts_350x525x86,,,,,,,,,fitment_json|size_index|supplier_fitment,active_v1,Kobelco SK035,kobelco-sk035,/pages/equipment-model/kobelco-sk035,track_finder_v1
mdl_kobelco_sk035_1,br_kobelco,SK035-1,SK035-1,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK035-1,,,
mdl_kobelco_sk035_2,br_kobelco,SK035-2,SK035-2,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK035-2,,,
mdl_kobelco_sk035sr,br_kobelco,SK035SR,SK035SR,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK035SR,,,
mdl_kobelco_sk042,br_kobelco,SK042,SK042,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK042,,,
mdl_kobelco_sk042_1,br_kobelco,SK042-1,SK042-1,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK042-1,,,
mdl_kobelco_sk045,br_kobelco,SK045,SK045,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK045,,,
mdl_kobelco_sk045_1,br_kobelco,SK045-1,SK045-1,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK045-1,,,
mdl_kobelco_sk045_2,br_kobelco,SK045-2,SK045-2,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK045-2,,,
mdl_kobelco_sk045coup,br_kobelco,SK045COUP,SK045COUP,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK045COUP,,,
mdl_kobelco_sk050,br_kobelco,SK050,SK050,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK050,,,
mdl_kobelco_sk050_1,br_kobelco,SK050-1,SK050-1,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK050-1,,,
mdl_kobelco_sk060,br_kobelco,SK060,SK060,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK060,,,
mdl_kobelco_sk100,br_kobelco,SK100,SK100,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK100,,,
mdl_kobelco_sk100_1,br_kobelco,SK100-1,SK100-1,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK100-1,,,
mdl_kobelco_sk100_2,br_kobelco,SK100-2,SK100-2,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK100-2,,,
mdl_kobelco_sk100_3,br_kobelco,SK100-3,SK100-3,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK100-3,,,
mdl_kobelco_sk120,br_kobelco,SK120,SK120,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK120,,,
mdl_kobelco_sk120_1,br_kobelco,SK120-1,SK120-1,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK120-1,,,
mdl_kobelco_sk120_2,br_kobelco,SK120-2,SK120-2,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK120-2,,,
mdl_kobelco_sk120_3,br_kobelco,SK120-3,SK120-3,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK120-3,,,
mdl_kobelco_sk13sr,br_kobelco,SK13SR,SK13SR,,,ts_230x48x70,,,,,,,,,size_index|supplier_fitment,review,Kobelco SK13SR,,,
mdl_kobelco_sk15msr,br_kobelco,SK15MSR,SK15MSR,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK15MSR,,,
mdl_kobelco_sk15r,br_kobelco,SK15R,SK15R,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK15R,,,
mdl_kobelco_sk15sr,br_kobelco,SK15SR,SK15SR,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK15SR,,,
mdl_kobelco_sk16msr,br_kobelco,SK16MSR,SK16MSR,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK16MSR,,,
mdl_kobelco_sk17,br_kobelco,SK17,SK17,Mini Excavator,Excavator Pin-On,ts_230x48x70,121,37800,81.2,,4980,,,Needs Review,airtable|shopify_meta|supplier_fitment,review,Kobelco SK17,,,
mdl_kobelco_sk17sr_5e,br_kobelco,SK17SR-5E,SK17SR-5E,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK17SR-5E,,,
mdl_kobelco_sk25sr,br_kobelco,SK25SR,SK25SR,Mini Excavator,Excavator Pin-On,,19,5644,,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,review,Kobelco SK25SR,,,
mdl_kobelco_sk25sr_2,br_kobelco,SK25SR-2,SK25SR-2,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK25SR-2,,,
mdl_kobelco_sk25sr_3,br_kobelco,SK25SR-3,SK25SR-3,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK25SR-3,,,
mdl_kobelco_sk27,br_kobelco,SK27,SK27,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK27,,,
mdl_kobelco_sk27sr_3,br_kobelco,SK27SR-3,SK27SR-3,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK27SR-3,,,
mdl_kobelco_sk30sr,br_kobelco,SK30SR,SK30SR,Mini Excavator,Excavator Pin-On,,28,6613,26.5,,3335,,,Needs Review,airtable|shopify_meta|supplier_fitment,review,Kobelco SK30SR,,,
mdl_kobelco_sk30sr_1,br_kobelco,SK30SR-1,SK30SR-1,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK30SR-1,,,
mdl_kobelco_sk30sr_2,br_kobelco,SK30SR-2,SK30SR-2,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK30SR-2,,,
mdl_kobelco_sk30sr_3,br_kobelco,SK30SR-3,SK30SR-3,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK30SR-3,,,
mdl_kobelco_sk30sr_6e,br_kobelco,SK30SR-6E,SK30SR-6E,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK30SR-6E,,,
mdl_kobelco_sk30ur,br_kobelco,SK30UR,SK30UR,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK30UR,,,
mdl_kobelco_sk30ur_1,br_kobelco,SK30UR-1,SK30UR-1,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK30UR-1,,,
mdl_kobelco_sk30ur_2,br_kobelco,SK30UR-2,SK30UR-2,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK30UR-2,,,
mdl_kobelco_sk35sr,br_kobelco,SK35SR,SK35SR,Mini Excavator,Excavator Pin-On,ts_300x525kx88,28,7892,26.5,,3335,,,Needs Review,airtable|shopify_meta|supplier_fitment,review,Kobelco SK35SR,,,
mdl_kobelco_sk35sr_2,br_kobelco,SK35SR-2,SK35SR-2,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK35SR-2,,,
mdl_kobelco_sk35sr_2e,br_kobelco,SK35SR-2E,SK35SR-2E,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK35SR-2E,,,
mdl_kobelco_sk35sr_3,br_kobelco,SK35SR-3,SK35SR-3,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK35SR-3,,,
mdl_kobelco_sk35sr_5,br_kobelco,SK35SR-5,SK35SR-5,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK35SR-5,,,
mdl_kobelco_sk35sr_6,br_kobelco,SK35SR-6,SK35SR-6,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK35SR-6,,,
mdl_kobelco_sk35sr_7,br_kobelco,SK35SR-7,SK35SR-7,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK35SR-7,,,
mdl_kobelco_sk40sr_3,br_kobelco,SK40SR-3,SK40SR-3,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK40SR-3,,,
mdl_kobelco_sk45,br_kobelco,SK45,SK45,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK45,,,
mdl_kobelco_sk45_1,br_kobelco,SK45-1,SK45-1,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK45-1,,,
mdl_kobelco_sk45sr,br_kobelco,SK45SR,SK45SR,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK45SR,,,
mdl_kobelco_sk45sr2,br_kobelco,SK45SR2,SK45SR2,Mini Excavator,Excavator Pin-On,ts_400x725kx74,,,,,,,,Needs Review,airtable|fitment_json|shopify_meta,active_v1,Kobelco SK45SR2,kobelco-sk45sr-2,/pages/equipment-model/kobelco-sk45sr-2,track_finder_v1
mdl_kobelco_sk45sr_1,br_kobelco,SK45SR-1,SK45SR-1,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK45SR-1,,,
mdl_kobelco_sk45sr_2,br_kobelco,SK45SR-2,SK45SR-2,,,,,,,,,,,,supplier_fitment,reference,Kobelco SK45SR-2,,,
mdl_kobelco_sk45srx,br_kobelco,SK45SRX,SK45SRX,Mini Excavator,Excavator Pin-On,,37,10300,,,,,,Needs Review,airtable|shopify_meta,review,Kobelco SK45SRX,,,
mdl_kobelco_sk45srx_6e,br_kobelco,SK45SRX-6E,SK45SRX-6E,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK45SRX-6E,,,
mdl_kobelco_sk45srx_7,br_kobelco,SK45SRX-7,SK45SRX-7,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK45SRX-7,,,
mdl_kobelco_sk50_1,br_kobelco,SK50-1,SK50-1,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK50-1,,,
mdl_kobelco_sk50sr_3,br_kobelco,SK50SR-3,SK50SR-3,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK50SR-3,,,
mdl_kobelco_sk50ur,br_kobelco,SK50UR,SK50UR,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK50UR,,,
mdl_kobelco_sk50ur_1,br_kobelco,SK50UR-1,SK50UR-1,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK50UR-1,,,
mdl_kobelco_sk50ur_2,br_kobelco,SK50UR-2,SK50UR-2,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK50UR-2,,,
mdl_kobelco_sk55sr,br_kobelco,SK55SR,SK55SR,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK55SR,,,
mdl_kobelco_sk55sr5,br_kobelco,SK55SR5,SK55SR5,Mini Excavator,Excavator Pin-On,ts_400x725kx74,39,11287,35.7,,3335,,,Needs Review,airtable|fitment_json,active_v1,Kobelco SK55SR5,kobelco-sk55sr-5,/pages/equipment-model/kobelco-sk55sr-5,track_finder_v1
mdl_kobelco_sk55srx,br_kobelco,SK55SRX,SK55SRX,Mini Excavator,Excavator Pin-On,ts_400x725kx74,37,11600,,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,review,Kobelco SK55SRX,,,
mdl_kobelco_sk55srx6e,br_kobelco,SK55SRX6E,SK55SRX6E,Mini Excavator,Excavator Pin-On,ts_400x725kx74,37,11600,,,,,,Needs Review,airtable|fitment_json|shopify_meta,active_v1,Kobelco SK55SRX6E,kobelco-sk55srx-6e,/pages/equipment-model/kobelco-sk55srx-6e,track_finder_v1
mdl_kobelco_sk55srx7,br_kobelco,SK55SRX7,SK55SRX7,Mini Excavator,Excavator Pin-On,ts_400x725kx74,,,,,,,,Needs Review,airtable|fitment_json|shopify_meta,active_v1,Kobelco SK55SRX7,kobelco-sk55srx-7,/pages/equipment-model/kobelco-sk55srx-7,track_finder_v1
mdl_kobelco_sk55srx_6e,br_kobelco,SK55SRX-6E,SK55SRX-6E,,,,,,,,,,,,supplier_fitment,reference,Kobelco SK55SRX-6E,,,
mdl_kobelco_sk55srx_7,br_kobelco,SK55SRX-7,SK55SRX-7,,,,,,,,,,,,supplier_fitment,reference,Kobelco SK55SRX-7,,,
mdl_kobelco_sk60,br_kobelco,SK60,SK60,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK60,,,
mdl_kobelco_sk60_1,br_kobelco,SK60-1,SK60-1,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK60-1,,,
mdl_kobelco_sk60_2,br_kobelco,SK60-2,SK60-2,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK60-2,,,
mdl_kobelco_sk60_3,br_kobelco,SK60-3,SK60-3,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK60-3,,,
mdl_kobelco_sk60ur,br_kobelco,SK60UR,SK60UR,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK60UR,,,
mdl_kobelco_sk70sr,br_kobelco,SK70SR,SK70SR,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK70SR,,,
mdl_kobelco_sk70sr_1e,br_kobelco,SK70SR-1E,SK70SR-1E,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK70SR-1E,,,
mdl_kobelco_sk70sr_2,br_kobelco,SK70SR-2,SK70SR-2,Mini Excavator,,ts_450x81nx76,,,,,,,,,supplier_fitment,active_v1,Kobelco SK70SR-2,kobelco-sk70sr-2,/pages/equipment-model/kobelco-sk70sr-2,track_finder_v1
mdl_kobelco_sk75_sr,br_kobelco,SK75-SR,SK75-SR,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK75-SR,,,
mdl_kobelco_sk75_sr3e,br_kobelco,SK75-SR3E,SK75-SR3E,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK75-SR3E,,,
mdl_kobelco_sk75_sr7,br_kobelco,SK75-SR7,SK75-SR7,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK75-SR7,,,
mdl_kobelco_sk75sr,br_kobelco,SK75SR,SK75SR,Mini Excavator,Excavator Pin-On,ts_450x815x76,56,17107,,,,,,Needs Review,airtable|shopify_meta,review,Kobelco SK75SR,,,
mdl_kobelco_sk75ur,br_kobelco,SK75UR,SK75UR,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK75UR,,,
mdl_kobelco_sk75ur_1,br_kobelco,SK75UR-1,SK75UR-1,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK75UR-1,,,
mdl_kobelco_sk75ur_3,br_kobelco,SK75UR-3,SK75UR-3,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK75UR-3,,,
mdl_kobelco_sk80cs,br_kobelco,SK80CS,SK80CS,Mini Excavator,,ts_450x81nx78,,,,,,,,,supplier_fitment,active_v1,Kobelco SK80CS,kobelco-sk80cs,/pages/equipment-model/kobelco-sk80cs,track_finder_v1
mdl_kobelco_sk80msr,br_kobelco,SK80MSR,SK80MSR,Mini Excavator,,ts_450x81nx78,,,,,,,,,supplier_fitment,active_v1,Kobelco SK80MSR,kobelco-sk80msr,/pages/equipment-model/kobelco-sk80msr,track_finder_v1
mdl_kobelco_sk85,br_kobelco,SK85,SK85,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco SK85,,,
mdl_kobelco_sk85cs,br_kobelco,SK85CS,SK85CS,Mini Excavator,Excavator Pin-On,ts_450x81nx78,55,41226,,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,Kobelco SK85CS,kobelco-sk85cs,/pages/equipment-model/kobelco-sk85cs,track_finder_v1
mdl_kobelco_sk_024,br_kobelco,SK 024,SK 024,Mini Excavator,Excavator Pin-On,ts_300x525nx78,,,,,,,,Needs Review,airtable|shopify_meta,active_v1,Kobelco SK 024,kobelco-sk024,/pages/equipment-model/kobelco-sk024,track_finder_v1
mdl_kobelco_sk_025,br_kobelco,SK 025,SK 025,Mini Excavator,Excavator Pin-On,ts_300x525nx78,,,,,,,,Needs Review,airtable|shopify_meta,active_v1,Kobelco SK 025,kobelco-sk025,/pages/equipment-model/kobelco-sk025,track_finder_v1
mdl_kobelco_sk_0252,br_kobelco,SK 0252,SK 0252,Mini Excavator,Excavator Pin-On,ts_300x525nx78,,,,,,,,Needs Review,airtable|shopify_meta,active_v1,Kobelco SK 0252,kobelco-sk025-2,/pages/equipment-model/kobelco-sk025-2,track_finder_v1
mdl_kobelco_sk_025sr,br_kobelco,SK 025SR,SK 025SR,Mini Excavator,Excavator Pin-On,ts_300x525nx78,,,,,,,,Needs Review,airtable|shopify_meta,active_v1,Kobelco SK 025SR,kobelco-sk025sr,/pages/equipment-model/kobelco-sk025sr,track_finder_v1
mdl_kobelco_sk_035,br_kobelco,SK-035,SK-035,,,ts_300x525x86,,,,,,,,,size_index,reference,Kobelco SK-035,,,
mdl_kobelco_sk_035_coup,br_kobelco,SK-035-COUP,SK-035-COUP,,,ts_300x525x86,,,,,,,,,size_index,review,Kobelco SK-035-COUP,,,
mdl_kobelco_sk_20sr,br_kobelco,SK 20SR,SK 20SR,Mini Excavator,Excavator Pin-On,ts_300x525nx76,,,,,,,,Needs Review,airtable,active_v1,Kobelco SK 20SR,kobelco-sk20sr,/pages/equipment-model/kobelco-sk20sr,track_finder_v1
mdl_kobelco_sk_35_sr_2_option_1,br_kobelco,SK-35-SR-2---OPTION-1,SK-35-SR-2---OPTION-1,,,ts_300x525x86,,,,,,,,,size_index,review,Kobelco SK-35-SR-2---OPTION-1,,,
mdl_kobelco_sk_35_sr_2_option_2,br_kobelco,SK-35-SR-2--OPTION-2,SK-35-SR-2--OPTION-2,,,,,,,,,,,,size_index,quarantine,Kobelco SK-35-SR-2--OPTION-2,,,
mdl_kobelco_sk_35_sr_2e,br_kobelco,SK-35-SR-2E,SK-35-SR-2E,,,,,,,,,,,,size_index,quarantine,Kobelco SK-35-SR-2E,,,
mdl_kobelco_sk_35_sr_3,br_kobelco,SK-35-SR-3,SK-35-SR-3,,,,,,,,,,,,size_index,quarantine,Kobelco SK-35-SR-3,,,
mdl_kobelco_sk_35_sr_5,br_kobelco,SK-35-SR-5,SK-35-SR-5,,,,,,,,,,,,size_index,quarantine,Kobelco SK-35-SR-5,,,
mdl_kobelco_sk_35_sr_6e,br_kobelco,SK-35-SR-6E,SK-35-SR-6E,,,,,,,,,,,,size_index,quarantine,Kobelco SK-35-SR-6E,,,
mdl_kobelco_sk_35_sr_option_1,br_kobelco,SK-35-SR-OPTION-1,SK-35-SR-OPTION-1,,,,,,,,,,,,size_index,quarantine,Kobelco SK-35-SR-OPTION-1,,,
mdl_kobelco_z11,br_kobelco,Z11,Z11,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco Z11,,,
mdl_kobelco_z13,br_kobelco,Z13,Z13,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco Z13,,,
mdl_kobelco_z14,br_kobelco,Z14,Z14,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco Z14,,,
mdl_kobelco_z16,br_kobelco,Z16,Z16,,,,,,,,,,,,supplier_fitment,quarantine,Kobelco Z16,,,
mdl_komatsu_1020,br_komatsu,1020,1020,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu 1020,,,
mdl_komatsu_160,br_komatsu,160,160,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu 160,,,
mdl_komatsu_80x3,br_komatsu,80X3,80X3,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu 80X3,,,
mdl_komatsu_80x3_spin_ace,br_komatsu,80X3 SPIN ACE,80X3 SPIN ACE,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu 80X3 SPIN ACE,,,
mdl_komatsu_820,br_komatsu,820,820,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu 820,,,
mdl_komatsu_820_turbo,br_komatsu,820 TURBO,820 TURBO,,,ts_320x86x52,,,,,,,,,shopify_meta,review,Komatsu 820 TURBO,,,
mdl_komatsu_820turbo,br_komatsu,820TURBO,820TURBO,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu 820TURBO,,,
mdl_komatsu_brokk,br_komatsu,BROKK,BROKK,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu BROKK,,,
mdl_komatsu_cd60r,br_komatsu,CD60R,CD60R,,,,,,,,,,,,supplier_products,quarantine,Komatsu CD60R,,,
mdl_komatsu_ck1122,br_komatsu,CK1122,CK1122,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu CK1122,,,
mdl_komatsu_ck1122_5,br_komatsu,CK1122-5,CK1122-5,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu CK1122-5,,,
mdl_komatsu_ck20,br_komatsu,CK20,CK20,Skid Steer,,ts_320x86x52,,,,,,,,Needs Review,airtable|fitment_json|shopify_meta|supplier_fitment,active_v1,Komatsu CK20,komatsu-ck20,/pages/equipment-model/komatsu-ck20,track_finder_v1
mdl_komatsu_ck201,br_komatsu,CK201,CK201,Skid Steer,,ts_320x86x52,,,,,,,,Verified,airtable|fitment_json|shopify_meta,active_v1,Komatsu CK201,komatsu-ck-20-1,/pages/equipment-model/komatsu-ck-20-1,track_finder_v1
mdl_komatsu_ck20_1,br_komatsu,CK20-1,CK20-1,,,,,,,,,,,,supplier_fitment,reference,Komatsu CK20-1,,,
mdl_komatsu_ck25,br_komatsu,CK25,CK25,Skid Steer,,ts_320x86x52,,,,,,,,Needs Review,airtable|fitment_json|shopify_meta|supplier_fitment|supplier_products,active_v1,Komatsu CK25,komatsu-ck25,/pages/equipment-model/komatsu-ck25,track_finder_v1
mdl_komatsu_ck251,br_komatsu,CK251,CK251,Skid Steer,,ts_320x86x52,,,,,,,,Verified,airtable|fitment_json|shopify_meta,active_v1,Komatsu CK251,komatsu-ck-25-1,/pages/equipment-model/komatsu-ck-25-1,track_finder_v1
mdl_komatsu_ck30,br_komatsu,CK30,CK30,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu CK30,,,
mdl_komatsu_ck301,br_komatsu,CK301,CK301,,,,,,,,,,,,fitment_json,reference,Komatsu CK301,,,
mdl_komatsu_ck30_1,br_komatsu,CK30-1,CK30-1,Skid Steer,Universal Quick-Attach,ts_450x86bx56,84,9546,21.2,,3045,,,Needs Review,airtable|shopify_meta|supplier_fitment|supplier_products,active_v1,Komatsu CK30-1,komatsu-ck30-1,/pages/equipment-model/komatsu-ck30-1,track_finder_v1
mdl_komatsu_ck35,br_komatsu,CK35,CK35,Skid Steer,,ts_450x86bx56,84,9546,21.2,,3045,,,Needs Review,airtable|fitment_json|shopify_meta|supplier_fitment,active_v1,Komatsu CK35,komatsu-ck35,/pages/equipment-model/komatsu-ck35,track_finder_v1
mdl_komatsu_ck351,br_komatsu,CK351,CK351,,,,,,,,,,,,fitment_json,reference,Komatsu CK351,,,
mdl_komatsu_ck35_1,br_komatsu,CK35-1,CK35-1,Skid Steer,Universal Quick-Attach,ts_450x86bx56,84,9546,21.2,,3045,,,Needs Review,airtable|shopify_meta|supplier_fitment|supplier_products,active_v1,Komatsu CK35-1,komatsu-ck35-1,/pages/equipment-model/komatsu-ck35-1,track_finder_v1
mdl_komatsu_ck_35_utility_rare,br_komatsu,CK 35 UTILITY RARE,CK 35 UTILITY RARE,,,ts_450x100x50,,,,,,,,,size_index,review,Komatsu CK 35 UTILITY RARE,,,
mdl_komatsu_d27r_8,br_komatsu,D27R-8,D27R-8,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu D27R-8,,,
mdl_komatsu_ecr_88_option_1,br_komatsu,ECR-88-OPTION-1,ECR-88-OPTION-1,,,,,,,,,,,,size_index,quarantine,Komatsu ECR-88-OPTION-1,,,
mdl_komatsu_ecr_88_plus_option_1,br_komatsu,ECR-88-PLUS-OPTION-1,ECR-88-PLUS-OPTION-1,,,,,,,,,,,,size_index,quarantine,Komatsu ECR-88-PLUS-OPTION-1,,,
mdl_komatsu_hr20,br_komatsu,HR20,HR20,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu HR20,,,
mdl_komatsu_link_belt,br_komatsu,LINK-BELT,LINK-BELT,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu LINK-BELT,,,
mdl_komatsu_nagano,br_komatsu,NAGANO,NAGANO,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu NAGANO,,,
mdl_komatsu_ns35_2a,br_komatsu,NS35-2A,NS35-2A,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu NS35-2A,,,
mdl_komatsu_ns35_2b,br_komatsu,NS35-2B,NS35-2B,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu NS35-2B,,,
mdl_komatsu_pc02,br_komatsu,PC02,PC02,,,,,,,,,,,,supplier_fitment|supplier_products,quarantine,Komatsu PC02,,,
mdl_komatsu_pc03,br_komatsu,PC03,PC03,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu PC03,,,
mdl_komatsu_pc03avance,br_komatsu,PC03AVANCE,PC03AVANCE,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu PC03AVANCE,,,
mdl_komatsu_pc05,br_komatsu,PC05,PC05,Mini Excavator,Excavator Pin-On,ts_180x72x37,,,,,,,,Needs Review,airtable|shopify_meta|size_index|supplier_fitment|supplier_products,active_v1,Komatsu PC05,komatsu-pc05,/pages/equipment-model/komatsu-pc05,track_finder_v1
mdl_komatsu_pc05_6,br_komatsu,PC05-6,PC05-6,,,,,,,,,,,,supplier_fitment,quarantine,Komatsu PC05-6,,,
mdl_komatsu_pc05_7,br_komatsu,PC05-7,PC05-7,Mini Excavator,Excavator Pin-On,ts_230x96x31,,,,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,Komatsu PC05-7,komatsu-pc05-7,/pages/equipment-model/komatsu-pc05-7,track_finder_v1
mdl_komatsu_pc05avancer,br_komatsu,PC05AVANCER,PC05AVANCER,Mini Excavator,Excavator Pin-On,ts_230x96x31,,,,,,,,Needs Review,airtable|shopify_meta|supplier_fitment,active_v1,Komatsu PC05AVANCER,komatsu-pc05avancer,/pages/equipment-model/komatsu-pc05avancer,track_finder_v1
