machine_id,shopify_handle,brand,model,status,primary_track_size,hero_url,track_count,uc_count,notes
mdl_bobcat_e85,bobcat-e85,Bobcat,E85,ready,450x81Nx76,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-e85-hero.webp,6,3,
mdl_bobcat_mt100,bobcat-mt100,Bobcat,MT100,ready,180x72Kx45,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-mt100-hero.webp,4,0,
mdl_bobcat_mt50,bobcat-mt50,Bobcat,MT50,ready,180x72x39,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-mt50-hero.webp,3,3,
mdl_bobcat_mt52,bobcat-mt52,Bobcat,MT52,ready,180x72x39,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-mt52-hero.webp,3,3,
mdl_bobcat_mt55,bobcat-mt55,Bobcat,MT55,ready,180x72x39,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-mt55-hero.webp,6,3,
mdl_bobcat_mt85,bobcat-mt85,Bobcat,MT85,ready,180x72Kx45,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-mt85-hero.webp,4,2,
mdl_bobcat_t110,bobcat-t110,Bobcat,T110,ready,250x72x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t110-hero.webp,2,0,
mdl_bobcat_t140,bobcat-t140,Bobcat,T140,ready,320x84Bx46,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/bobcat-skid-steer-hero.webp?v=1773971451,2,5,
mdl_bobcat_t180,bobcat-t180,Bobcat,T180,ready,320x86Bx49,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t180-hero.webp,17,9,
mdl_bobcat_t190,bobcat-t190,Bobcat,T190,ready,320x86Bx49,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t190-hero.webp,17,10,
mdl_bobcat_t200,bobcat-t200,Bobcat,T200,ready,320x86x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t200-hero.webp,29,6,
mdl_bobcat_t250,bobcat-t250,Bobcat,T250,ready,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t250-hero.webp,16,6,
mdl_bobcat_t300,bobcat-t300,Bobcat,T300,ready,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t300-hero.webp,16,6,
mdl_bobcat_t320,bobcat-t320,Bobcat,T320,ready,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t320-hero.webp,16,5,
mdl_bobcat_t450,bobcat-t450,Bobcat,T450,ready,320x84Bx46,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/bobcat-skid-steer-hero.webp?v=1773971451,3,2,
mdl_bobcat_t550,bobcat-t550,Bobcat,T550,ready,400x86Bx49,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t550-hero.webp,17,9,
mdl_bobcat_t590,bobcat-t590,Bobcat,T590,ready,320x86Bx49,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t590-hero.webp,17,12,
mdl_bobcat_t595,bobcat-t595,Bobcat,T595,ready,320x86Bx49,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t595-hero.webp,17,5,
mdl_bobcat_t62,bobcat-t62,Bobcat,T62,ready,400x86Bx50,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t62-hero.webp,19,2,
mdl_bobcat_t630,bobcat-t630,Bobcat,T630,ready,320x86x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t630-hero.webp,33,11,
mdl_bobcat_t64,bobcat-t64,Bobcat,T64,ready,400x86Bx50,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t64-hero.webp,19,2,
mdl_bobcat_t650,bobcat-t650,Bobcat,T650,ready,320x86x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t650-hero.webp,35,12,
mdl_bobcat_t66,bobcat-t66,Bobcat,T66,ready,400x86Bx50,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t66-hero.webp,19,2,
