machine_id,shopify_handle,brand,model,status,primary_track_size,hero_url,track_count,uc_count,notes
mdl_bobcat_225,bobcat-225,Bobcat,225,partial,300x52.5Nx74,,1,0,missing_hero
mdl_bobcat_231,bobcat-231,Bobcat,231,partial,300x52.5Nx80,,3,0,missing_hero
mdl_bobcat_320,bobcat-320,Bobcat,320,partial,230x72Kx45,,0,1,missing_hero
mdl_bobcat_320d,bobcat-320d,Bobcat,320D,review,,,0,0,missing_hero; missing_primary_track_size; no_products
mdl_bobcat_320e,bobcat-320e,Bobcat,320E,review,,,0,0,missing_hero; missing_primary_track_size; no_products
mdl_bobcat_321,bobcat-321,Bobcat,321,partial,,,0,2,missing_hero; missing_primary_track_size
mdl_bobcat_322,bobcat-322,Bobcat,322,review,,,0,0,missing_hero; missing_primary_track_size; no_products
mdl_bobcat_323,bobcat-323,Bobcat,323,partial,,,0,2,missing_hero; missing_primary_track_size
mdl_bobcat_324,bobcat-324,Bobcat,324,review,,,0,0,missing_hero; missing_primary_track_size; no_products
mdl_bobcat_325,bobcat-325,Bobcat,325,ready,300x52.5Nx74,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-325-hero.webp,2,6,
mdl_bobcat_328,bobcat-328,Bobcat,328,ready,300x52.5Nx74,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-328-hero.webp,1,0,
mdl_bobcat_329,bobcat-329,Bobcat,329,partial,300x52.5Nx80,,3,5,missing_hero
mdl_bobcat_331,bobcat-331,Bobcat,331,partial,300x52.5Nx80,,3,6,missing_hero
mdl_bobcat_331e,bobcat-331e,Bobcat,331E,partial,300x52.5Nx80,,2,5,missing_hero
mdl_bobcat_334,bobcat-334,Bobcat,334,partial,300x52.5Nx80,,3,6,missing_hero
mdl_bobcat_337,bobcat-337,Bobcat,337,partial,400x72.5Kx74,,4,7,missing_hero
mdl_bobcat_341,bobcat-341,Bobcat,341,partial,400x72.5Kx74,,4,7,missing_hero
mdl_bobcat_418,bobcat-418,Bobcat,418,partial,180x72x39,,3,0,missing_hero
mdl_bobcat_425,bobcat-425,Bobcat,425,ready,300x52.5Nx80,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-425-hero.webp,3,4,
mdl_bobcat_428,bobcat-428,Bobcat,428,ready,300x52.5Nx80,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-428-hero.webp,2,3,
mdl_bobcat_430,bobcat-430,Bobcat,430,review,,,0,0,missing_hero; missing_primary_track_size; no_products
mdl_bobcat_435,bobcat-435,Bobcat,435,partial,400x72.5Kx74,,4,5,missing_hero
mdl_bobcat_442,bobcat-442,Bobcat,442,partial,400x72.5Kx74,,1,2,missing_hero
mdl_bobcat_864,bobcat-864,Bobcat,864,ready,320x86x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-864-hero.webp,24,6,
mdl_bobcat_cx27b,bobcat-cx27b,Bobcat,CX27B,review,300x52.5Nx80,,0,0,missing_hero; no_products
mdl_bobcat_e08,bobcat-e08,Bobcat,E08,ready,180x72x39,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-e08-hero.webp,5,1,
mdl_bobcat_e10,bobcat-e10,Bobcat,E10,ready,180x72x39,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-e10-hero.webp,5,1,
mdl_bobcat_e20,bobcat-e20,Bobcat,E20,ready,230x48x72,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-e20-hero.webp,1,0,
mdl_bobcat_e25,bobcat-e25,Bobcat,E25,partial,300x52.5Nx76,,1,0,missing_hero
mdl_bobcat_e26,bobcat-e26,Bobcat,E26,ready,300x52.5Nx80,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-e26-hero.webp,3,8,
mdl_bobcat_e27,bobcat-e27,Bobcat,E27,review,300x52.5Nx80,,0,0,missing_hero; no_products
mdl_bobcat_e27z,bobcat-e27z,Bobcat,E27Z,review,300x52.5Nx80,,0,0,missing_hero; no_products
mdl_bobcat_e32,bobcat-e32,Bobcat,E32,ready,300x52.5Nx80,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-e32-hero.webp,3,5,
mdl_bobcat_e32i,bobcat-e32i,Bobcat,E32I,partial,300x52.5Nx80,,2,4,missing_hero
mdl_bobcat_e34,bobcat-e34,Bobcat,E34,review,300x52.5Nx84,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/bobcat-excavator-hero.webp?v=1773973926,0,0,no_products
mdl_bobcat_e35,bobcat-e35,Bobcat,E35,ready,300x52.5Nx84,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-e35-hero.webp,3,6,
mdl_bobcat_e35i,bobcat-e35i,Bobcat,E35I,partial,300x52.5Nx84,,2,5,missing_hero
mdl_bobcat_e35z,bobcat-e35z,Bobcat,E35Z,partial,300x52.5Nx84,,2,4,missing_hero
