Handle,Command,Field: primary_track_size,Field: hero_image,Field: track_products [list.product_reference],Field: uc_products [list.product_reference]
komatsu-pc07-1,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
komatsu-pc07-2,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
komatsu-pc07-6,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
komatsu-pc07-7,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
komatsu-pc07avancer,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
komatsu-pc07r,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
komatsu-pc12r-8,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
komatsu-pc12rutility,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
komatsu-pc14r-2,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
komatsu-pc15r,MERGE,230x96x31,,"230x48x62-rubber-track-directional, 300x52-5nx80-rubber-track-directional, bs300525n80xd, t230x96x31nk",heavy-duty-track-roller-tr20m-30-31301
komatsu-pc15r-8,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
komatsu-pc15rhs,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
komatsu-pc16r-2,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
komatsu-pc18mr-2,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
komatsu-pc18mr-3,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
komatsu-pc20,MERGE,300x52.5Nx84,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l","bo101-300, pin101-35"
komatsu-pc20-mr-2,MERGE,300x52.5Nx78,,300x52-5nx78-rubber-track-directional,
komatsu-pc22mr-3,MERGE,300x52.5Nx78,,300x52-5nx78-rubber-track-directional,
komatsu-pc25,MERGE,300x52.5Nx84,,"300x52-5nx84-rubber-track-directional, tnt3205482hd",
komatsu-pc25-7,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",
komatsu-pc25r-8,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",
komatsu-pc26mr,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",bo101-300
komatsu-pc27mr,MERGE,300x52.5Nx80,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/komatsu-pc27mr-hero.webp,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l","bo101-300, heavy-duty-sprocket-sp1032265"
komatsu-pc27mr-3,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",
komatsu-pc28,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd",bo101-300
komatsu-pc28uu,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd",bo101-300
komatsu-pc28uu-3,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",
komatsu-pc30,MERGE,300x52.5Nx84,,300x52-5nx84-rubber-track-directional,heavy-duty-carrier-roller-cr9239529
komatsu-pc30mr,MERGE,300x52.5Nx84,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/komatsu-pc30mr-hero.webp,"300x52-5nx84-rubber-track-directional, tnt3205482hd",bo101-300
komatsu-pc30mr-1,MERGE,300x52.5x86,,"300x52-5nx84-rubber-track-directional, bs30052586rsxd, tnt300525n86hd",bo101-300
komatsu-pc30mr-2,MERGE,300x52.5x86,,"bs30052586rsxd, tnt300525n86hd",
komatsu-pc30mr-3,MERGE,300x52.5x86,,"bs30052586rsxd, tnt300525n86hd",
komatsu-pc-35mr,MERGE,300x52.5Nx84,,"300x52-5nx84-rubber-track-directional, bs30052586rsxd, tnt300525n86hd","bo101-300, ct300ks"
komatsu-pc35mr-2,MERGE,300x52.5x86,,300x52-5nx84-rubber-track-directional,
komatsu-pc35mr-3,MERGE,300x52.5x86,,"bs30052586rsxd, tnt300525n86hd",
komatsu-pc35r,MERGE,300x52.5Nx84,,"300x52-5nx84-rubber-track-directional, tnt3205482hd",bo101-300
komatsu-pc-45mr,MERGE,400x72.5Kx72,,"st135-41-64-400-38l, tnt400725n72hd",
komatsu-pc-45mr-1,MERGE,400x72.5Kx72,,"st135-41-64-400-38l, tnt400725n72hd",
komatsu-pc-45mr-2,MERGE,400x72.5Kx74,,"bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-39l, tnt400725n74hd",
komatsu-pc-50m-2,MERGE,400x72.5Kx72,,"st135-41-64-400-38l, tnt400725n72hd",
komatsu-pc-50mr,MERGE,400x72.5Kx72,,"bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-38l, st135-41-64-400-39l, tnt400725n72hd, tnt400725n74hd","bo135-400, ct135-41-64-400"
komatsu-pc-58uu-3,MERGE,400x72.5Kx72,,"st135-41-64-400-38l, tnt400725n72hd",
komatsu-pc-58uu-x,MERGE,400x72.5Kx72,,"st135-41-64-400-38l, tnt400725n72hd",
komatsu-pc-60,MERGE,400x72.5Kx74,,"bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-39l, tnt400725n74hd",
komatsu-pc-60-5,MERGE,400x72.5Kx74,,"bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-39l, tnt400725n74hd",
komatsu-pc-78mr-6,MERGE,450x83.5Kx74,,"450x83-5kx74-rubber-track-directional, ht154-45-73-450-39l",
komatsu-pc-78n,MERGE,450x83.5Kx74,,"450x83-5kx74-rubber-track-directional, ht154-45-73-450-39l",
komatsu-pc-80mr,MERGE,450x83.5Kx74,,"450x83-5kx74-rubber-track-directional, ht154-45-73-450-40l, st154-45-73-450-40l, tnt45081n76hd","bo154-450, co154-450, ct154-45-73-450, heavy-duty-track-roller-tr201-30-00291"
komatsu-pc-88mr,MERGE,450x83.5Kx74,,tnt45081n76hd,
komatsu-pc-88mr-10,MERGE,450x83.5Kx74,,"450x83-5kx74-rubber-track-directional, ht154-45-73-450-39l",
komatsu-pc-88mr-6,MERGE,450x83.5Kx74,,"450x83-5kx74-rubber-track-directional, ht154-45-73-450-39l",
komatsu-pc-88mr-8,MERGE,450x83.5Kx74,,"450x83-5kx74-rubber-track-directional, ht154-45-73-450-39l",
kubota-k-008,MERGE,180x72x37,,180x72x37-rubber-track-c-block,heavy-duty-sprocket-spra139-14430
kubota-k-008-2,MERGE,180x72x37,,180x72x37-rubber-track-c-block,
kubota-k-008-3,MERGE,180x72x37,,180x72x37-rubber-track-c-block,heavy-duty-sprocket-spra139-14430
kubota-k-008dh,MERGE,180x72x37,,180x72x37-rubber-track-c-block,
kubota-k-028,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",bo101-300
kubota-k-030,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",bo101-300
kubota-k-030-3,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, bs3005380xd, st101-35-57-300-41l, tnt3005380hd","bo101-300, bo101-350, heavy-duty-carrier-roller-crrc411-21903"
kubota-k-035,MERGE,300x52.5Nx84,,"bs300525w84xd, tnt300525w84hd","bo101-300, bo101-350"
kubota-k-035-3,MERGE,300x52.5Nx84,,"bs300525w84xd, tnt300525w84hd, tnt3005384hd","bo101-300, bo101-350, heavy-duty-carrier-roller-crrc411-21903"
kubota-k-038,MERGE,300x52.5Nx84,,"bs300525w84xd, tnt300525w84hd",
kubota-k-040,MERGE,400x72.5Kx72,,"400x72-5x72-rubber-track-directional, bs400725w72xd, st135-53-80-400-38l, tnt400725w72xd","bo135-400, ct135-51-72-400"
kubota-k-045,MERGE,400x72.5Kx72,,"400x72-5x72-rubber-track-directional, bs400725w72xd, st135-53-80-400-38l, tnt400725w72xd","bo135-400, ct135-51-72-400"
kubota-kh040,MERGE,400x72.5Wx76,,"400x72-5x72-rubber-track-directional, bs300525w84xd, bs400725w72xd, st135-53-80-400-38l, tnt300525w84hd, tnt400725w72xd","bo135-400, ct135-51-72-400"
kubota-kh055,MERGE,400x72.5Wx76,,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l","bo135-400, ct135-51-72-400"
kubota-kh-90,MERGE,300x52.5Nx84,,"bs300525w84xd, tnt300525w84hd","bo101-300, bo101-350"
kubota-kh-91,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",bo101-300
kubota-kx040-5,MERGE,350x54.5x86,,350x54-5x86-rubber-track-directional,
kubota-kx018-4,MERGE,230x48x70,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kubota-kx018-4-hero.webp,"230x48x62-rubber-track-directional, 230x48x70-rubber-track-directional, bs2304870xd","heavy-duty-front-idler-fira231-21300, heavy-duty-sprocket-sprb238-14430, heavy-duty-track-roller-trrg158-21700"
kubota-kx-027,MERGE,300x52.5Nx76,,300x52-5nx76-rubber-track-directional,bo101-300
kubota-kx030-4,MERGE,300x52.5Nx80,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kubota-kx030-4-hero.webp,"bs3005380xd, tnt3005380hd",heavy-duty-front-idler-firc348-21302
kubota-kx033-4,MERGE,300x52.5Nx84,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kubota-kx033-4-hero.webp,"bs300525w84xd, tnt300525w84hd, tnt3005384hd","heavy-duty-carrier-roller-crrc411-21903, heavy-duty-front-idler-fird118-21300, heavy-duty-sprocket-sprc417-14430, heavy-duty-track-roller-trrc788-21700"
kubota-kx035,MERGE,300x52.5Nx84,,300x52-5nx84-rubber-track-directional,bo101-300
kubota-kx040,MERGE,350x54.5x86,,"400x72-5x72-rubber-track-directional, bs400725w72xd, st135-53-80-400-38l, tnt400725w72xd","bo135-400, ct135-51-72-400"
kubota-kx040-4,MERGE,350x54.5x86,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kubota-kx040-4-hero.webp,"350x54-5x86-rubber-track-directional, st101-45-67-300-45l, st101-45-67-350-45l","bo101-300, bo101-350, heavy-duty-carrier-roller-crrd411-22900, heavy-duty-front-idler-fird118-21300, heavy-duty-sprocket-sprd118-14433, heavy-duty-track-roller-trrd118-21700"
kubota-kx041,MERGE,300x52.5Nx78,,230x48x60-rubber-track-directional,
kubota-kx-045,MERGE,400x72.5Kx72,,"400x72-5x72-rubber-track-directional, bs400725w72xd, st135-53-80-400-38l, tnt400725w72xd","bo135-400, ct135-51-72-400"
kubota-kx057-4,MERGE,400x72.5Kx74,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kubota-kx057-4-hero.webp,"400x72-5kx74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l","bo135-400, ct135-51-72-400, heavy-duty-carrier-roller-crrd411-22900, heavy-duty-front-idler-fird411-22303, heavy-duty-sprocket-sprd411-14432, heavy-duty-track-roller-trrd411-21700, heavy-duty-track-roller-trrd411-21703, heavy-duty-track-roller-trrd441-21702"
kubota-kx057-5,MERGE,400x72.5Kx74,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/kubota-excavator-hero.webp?v=1773971452,"400x72-5kx74-rubber-track-directional, bs400725w74xd, ht135-53-80-400-39l, st135-53-80-400-39l","bo135-400, heavy-duty-carrier-roller-crrd411-22900, heavy-duty-sprocket-sprd411-14432, heavy-duty-track-roller-trrd411-21703"
kubota-kx080,MERGE,450x81Nx76,,"450x81x76-rubber-track-directional, ht154-45-73-450-39l, st154-45-73-450-39l, tnt45081n76hd","bo154-450, co154-450, ct154-45-73-450, fird839-21300, heavy-duty-carrier-roller-crrd809-21900, heavy-duty-sprocket-sprd809-14433, heavy-duty-track-roller-trrd809-21703"
kubota-kx080-3,MERGE,450x81Nx76,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/kubota-excavator-hero.webp?v=1773971452,"450x71x82-rubber-track-directional, 450x81x76-rubber-track-directional, ht154-45-73-450-39l, st154-45-73-450-39l","bo154-450, co154-450, ct154-45-73-450, fird839-21300, heavy-duty-carrier-roller-crrd809-21900, heavy-duty-sprocket-sprd809-14433, heavy-duty-track-roller-trrd809-21703"
kubota-kx080-4,MERGE,450x81Nx76,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/kubota-excavator-hero.webp?v=1773971452,"450x71x82-rubber-track-directional, 450x81x76-rubber-track-directional, ht154-45-73-450-39l, st154-45-73-450-39l","bo154-450, co154-450, ct154-45-73-450, fird839-21300, heavy-duty-sprocket-sprd809-14433, heavy-duty-track-roller-trrd809-21703"
kubota-kx080-4s,MERGE,450x81Nx76,,"450x81x76-rubber-track-directional, ht154-45-73-450-40l, st154-45-73-450-40l","bo154-450, co154-450, ct154-45-73-450, fird839-21300, heavy-duty-sprocket-sprd809-14433, heavy-duty-track-roller-trrd809-21703"
kubota-kx-101,MERGE,300x52.5Nx84,,"bs300525w84xd, tnt300525w84hd","bo101-300, bo101-350, heavy-duty-sprocket-sp68621-14430"
kubota-kx-101-3,MERGE,300x52.5Nx84,,"bs300525w84xd, tnt300525w84hd, tnt3005384hd","bo101-300, bo101-350, heavy-duty-carrier-roller-crrc411-21903, heavy-duty-front-idler-firc461-21300, heavy-duty-track-roller-trrb511-21702"
kubota-kx121-2,MERGE,350x54.5x86,,"350x54-5x86-rubber-track-directional, st101-45-67-300-46l","bo101-300, bo101-350, heavy-duty-sprocket-sprd118-14433"
kubota-kx-121-2s,MERGE,350x54.5x86,,"350x54-5x86-rubber-track-directional, st101-45-67-300-46l","bo101-300, bo101-350, heavy-duty-sprocket-sprd118-14433"
kubota-kx121-3,MERGE,350x54.5x86,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kubota-kx121-3-hero.webp,"350x54-5x86-rubber-track-directional, st101-45-67-300-46l","bo101-300, bo101-350, heavy-duty-carrier-roller-crrd411-22900, heavy-duty-front-idler-fird118-21300, heavy-duty-sprocket-sprd118-14433, heavy-duty-track-roller-trrd118-21700"
kubota-kx161-2,MERGE,400x72.5Kx72,,"400x72-5x72-rubber-track-directional, bs400725w72xd, st135-53-80-400-38l, tnt400725w72xd","bo135-400, ct135-51-72-400, heavy-duty-track-roller-trrd201-21700"
kubota-kx-161-2s,MERGE,400x72.5Kx72,,"400x72-5x72-rubber-track-directional, bs400725w72xd, st135-53-80-400-38l, tnt400725w72xd","bo135-400, ct135-51-72-400"
kubota-kx161-3,MERGE,400x72.5Kx74,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kubota-kx161-3-hero.webp,"400x72-5kx74-rubber-track-directional, st135-53-80-400-39l","bo135-400, ct135-51-72-400, heavy-duty-carrier-roller-cr4392416, heavy-duty-carrier-roller-crrd411-22900, heavy-duty-front-idler-fird411-22303, heavy-duty-sprocket-sprd411-14432, heavy-duty-track-roller-trrd411-21700, heavy-duty-track-roller-trrd411-21703"
kubota-kx41-3,MERGE,230x48x70,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/kubota-excavator-hero.webp?v=1773971452,"230x48x62-rubber-track-directional, 230x48x70-rubber-track-directional, bs2304870xd","heavy-duty-front-idler-fira231-21300, heavy-duty-sprocket-sprb238-14430"
kubota-kx41-3v,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd","heavy-duty-front-idler-fira231-21300, heavy-duty-sprocket-sprb238-14430, heavy-duty-track-roller-trra231-21700"
kubota-kx-61-2,MERGE,300x52.5Nx76,,300x52-5nx76-rubber-track-directional,"bo101-300, heavy-duty-front-idler-firc348-21302"
kubota-kx-61-2s,MERGE,300x52.5Nx76,,300x52-5nx76-rubber-track-directional,
kubota-kx-61-3,MERGE,300x52.5Nx76,,"300x52-5nx76-rubber-track-directional, bs3005380xd, tnt3005380hd","bo101-300, bo101-350, heavy-duty-carrier-roller-crrc411-21903, heavy-duty-front-idler-firc348-21302, heavy-duty-track-roller-trrb511-21702"
kubota-kx71,MERGE,300x52.5Nx80,,,bo101-300
kubota-kx-71-2,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l","bo101-300, heavy-duty-front-idler-firc348-21302"
kubota-kx71-3,MERGE,300x52.5Nx80,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kubota-kx71-3-hero.webp,"bs3005380xd, tnt3005380hd","bo101-300, bo101-350, heavy-duty-carrier-roller-crrc411-21903, heavy-duty-front-idler-firc348-21302, heavy-duty-sprocket-sprc417-14430, heavy-duty-track-roller-trrb511-21702"
kubota-kx71-3s,MERGE,300x52.5Nx80,,"bs3005380xd, st101-35-57-300-41l, tnt3005380hd","bo101-300, heavy-duty-carrier-roller-crrc411-21903, heavy-duty-front-idler-firc348-21302, heavy-duty-sprocket-sprc417-14430, heavy-duty-track-roller-trrb511-21702"
kubota-kx91-2,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l","bo101-300, heavy-duty-front-idler-firc348-21302, heavy-duty-sprocket-sp68621-14430"
kubota-kx-91-2s,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",bo101-300
kubota-kx91-3,MERGE,300x52.5Nx80,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kubota-kx91-3-hero.webp,"bs3005380xd, tnt3005380hd","bo101-300, bo101-350, heavy-duty-carrier-roller-crrc411-21903, heavy-duty-front-idler-firc461-21300, heavy-duty-sprocket-sprc417-14430, heavy-duty-track-roller-trrb511-21702"
kubota-rx141,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
kubota-scl1000,MERGE,230x72x43,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/kubota-skid-steer-hero.webp?v=1773971452,230x72x43-rubber-track-directional,
kubota-svl65,MERGE,400x86x52,,"tnt40086t52hdbl, tnt40086t52hdmb, tnt40086t52hdzb",
kubota-svl65-2,MERGE,320x86x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kubota-svl65-2-hero.webp,"320x86x52-rubber-tracks, 400x86x52-rubber-track-c-block, bs3208652bxd, bs3208652cxd, bs3208652mbxd, bs3208652vxd, bs4008652bxd, bs4008652xdmb, tnt3208652hdbl, tnt3208652hdmb, tnt3208652hdz, tnt3208652hdzb, tnt3208652sdc, tnt3808652hdbl, tnt3808652hdmb, tnt4008652hdbd, tnt4008652hdbl, tnt4008652hdmb, tnt4008652hdtb, tnt4008652hdz, tnt4008652hdzb, tnt40086t52hdbl, tnt40086t52hdmb, tnt40086t52hdzb","heavy-duty-front-idler-fiv0211-22102, heavy-duty-rear-idler-rrv0211-24100, heavy-duty-sprocket-spv0511-21110, heavy-duty-track-roller-trv0511-25104"
kubota-svl75,MERGE,400x86x52,,"320x86x52-rubber-tracks, 400x86x52-rubber-track-c-block, bs3208652bxd, bs3208652cxd, bs3208652mbxd, bs3208652vxd, bs4008652bxd, bs4008652xdmb, tnt3208652hdbl, tnt3208652hdmb, tnt3208652hdz, tnt3208652hdzb, tnt3208652sdc, tnt3808652hdbl, tnt3808652hdmb, tnt4008652hdbd, tnt4008652hdbl, tnt4008652hdmb, tnt4008652hdtb, tnt4008652hdz, tnt4008652hdzb, tnt40086t52hdbl, tnt40086t52hdmb, tnt40086t52hdzb","heavy-duty-front-idler-fiv0611-22100, heavy-duty-rear-idler-rrv0511-24103, heavy-duty-sprocket-spv0511-21110, heavy-duty-track-roller-trv0511-25104"
kubota-svl75-2,MERGE,320x86x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kubota-svl75-2-hero.webp,"320x86x52-rubber-tracks, 400x86x52-rubber-track-c-block, bs3208652bxd, bs3208652cxd, bs3208652mbxd, bs3208652vxd, bs4008652bxd, bs4008652xdmb, tnt3208652hdbl, tnt3208652hdmb, tnt3208652hdz, tnt3208652hdzb, tnt3208652sdc, tnt3808652hdbl, tnt3808652hdmb, tnt4008652hdbd, tnt4008652hdbl, tnt4008652hdmb, tnt4008652hdtb, tnt4008652hdz, tnt4008652hdzb, tnt40086t52hdbl, tnt40086t52hdmb, tnt40086t52hdzb","heavy-duty-front-idler-fiv0611-22100, heavy-duty-rear-idler-rrv0511-24103, heavy-duty-sprocket-spv0511-21110, heavy-duty-track-roller-trv0511-25104"
kubota-svl75-3,MERGE,320x86x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kubota-svl75-3-hero.webp,"320x86x52-rubber-tracks, 400x86x52-rubber-track-c-block, bs3208652bxd, bs3208652cxd, bs3208652mbxd, bs3208652vxd, bs4008652bxd, bs4008652xdmb, tnt3208652hdbl, tnt3208652hdmb, tnt3208652hdz, tnt3208652hdzb, tnt3208652sdc, tnt3808652hdbl, tnt3808652hdmb, tnt4008652hdbd, tnt4008652hdbl, tnt4008652hdmb, tnt4008652hdtb, tnt4008652hdz, tnt4008652hdzb, tnt40086t52hdbl, tnt40086t52hdmb, tnt40086t52hdzb","heavy-duty-front-idler-fiv0211-22102, heavy-duty-rear-idler-rrv0531-24103, heavy-duty-sprocket-spv0511-21110, heavy-duty-track-roller-trv0531-25102"
kubota-svl75c,MERGE,320x86x52,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/kubota-svl75-2-c-block-tracks-installed.jpg?v=1778364196,"tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb",
kubota-svl90-2,MERGE,450x86Bx58,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kubota-svl90-2-hero.webp,"450x86x58-rubber-track-zig-zag, bs4508658bxd, bs4508658cxd, bs4508658mbxd, bs4508658vxd, bs4508658xdzb, tnt4508658hdbd, tnt4508658hdbl, tnt4508658hdc, tnt4508658hdmb, tnt4508658hdxt, tnt4508658hdz, tnt4508658sdc","heavy-duty-front-idler-fiv0611-22100, heavy-duty-rear-idler-rrv0511-24103, heavy-duty-sprocket-spv0611-21112, heavy-duty-track-roller-trv0511-25104"
kubota-svl95-2,MERGE,450x86Bx58,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kubota-svl95-2-hero.webp,"450x86x58-rubber-track-zig-zag, bs4508658bxd, bs4508658cxd, bs4508658mbxd, bs4508658vxd, bs4508658xdzb, tnt4508658hdbd, tnt4508658hdbl, tnt4508658hdc, tnt4508658hdmb, tnt4508658hdxt, tnt4508658hdz, tnt4508658sdc","heavy-duty-front-idler-fiv0611-22100, heavy-duty-rear-idler-rrv0511-24103, heavy-duty-sprocket-spv0611-21112, heavy-duty-track-roller-trv0511-25104"
kubota-svl95-2s,MERGE,450x86Bx58,,"450x86x58-rubber-track-zig-zag, bs4508658bxd, bs4508658cxd, bs4508658mbxd, bs4508658vxd, bs4508658xdzb, tnt4508658hdbd, tnt4508658hdbl, tnt4508658hdc, tnt4508658hdmb, tnt4508658hdxt, tnt4508658hdz, tnt4508658sdc","heavy-duty-front-idler-fiv0611-22100, heavy-duty-rear-idler-rrv0511-24103, heavy-duty-sprocket-spv0611-21112, heavy-duty-track-roller-trv0511-25104"
kubota-svl97-2,MERGE,450x86Bx58,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kubota-svl97-2-hero.webp,"450x86x58-rubber-track-zig-zag, bs4508658bxd, bs4508658cxd, bs4508658mbxd, bs4508658vxd, bs4508658xdzb, tnt4508658hdbd, tnt4508658hdbl, tnt4508658hdc, tnt4508658hdmb, tnt4508658hdxt, tnt4508658hdz, tnt4508658sdc","heavy-duty-front-idler-fiv0611-22100, heavy-duty-rear-idler-rrv0511-24103, heavy-duty-sprocket-spv0611-21112, heavy-duty-track-roller-trv0511-25104"
kubota-svl97-3,MERGE,450x86Bx58,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kubota-svl97-3-hero.webp,,
kubota-u-15-3,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
kubota-u15,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd","heavy-duty-front-idler-fira231-21300, heavy-duty-sprocket-sprb238-14430"
kubota-u17,MERGE,230x48x70,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/kubota-u17-hero.webp,"230x48x62-rubber-track-directional, 230x48x70-rubber-track-directional, bs2304870xd","heavy-duty-front-idler-fira231-21300, heavy-duty-sprocket-sprb238-14430, heavy-duty-track-roller-trra231-21700"
kubota-u-17-3,MERGE,230x48x70,,"230x48x62-rubber-track-directional, 230x48x70-rubber-track-directional, bs2304870xd",
