shopify_handle,machine_id,brand,model,publish_status,hero,primary_track_size,track_products,uc_products,approved_track_sizes,blockers
komatsu-pc-78n,mdl_komatsu_pc78n,Komatsu,PC78N,ready,no,450x83.5Kx74,2,0,2,
komatsu-pc-80mr,mdl_komatsu_pc80mr,Komatsu,PC80MR,ready,no,450x83.5Kx74,4,4,2,
komatsu-pc-88mr,mdl_komatsu_pc88mr,Komatsu,PC88MR,ready,no,450x83.5Kx74,1,0,2,
komatsu-pc-88mr-10,mdl_komatsu_pc88mr10,Komatsu,PC88MR10,ready,no,450x83.5Kx74,2,0,2,
komatsu-pc-88mr-6,mdl_komatsu_pc88mr6,Komatsu,PC88MR6,ready,no,450x83.5Kx74,2,0,2,
komatsu-pc-88mr-8,mdl_komatsu_pc88mr8,Komatsu,PC88MR8,ready,no,450x83.5Kx74,2,0,2,
kubota-k-008,mdl_kubota_k008,Kubota,K008,ready,no,180x72x37,1,1,1,
kubota-k-008-2,mdl_kubota_k008_2,Kubota,K008-2,ready,no,180x72x37,2,0,1,
kubota-k-008-3,mdl_kubota_k008_3,Kubota,K008-3,ready,no,180x72x37,1,1,1,
kubota-k-008dh,mdl_kubota_k008dh,Kubota,K008DH,ready,no,180x72x37,1,0,1,
kubota-k-028,mdl_kubota_k028,Kubota,K028,ready,yes,300x52.5Nx80,6,1,1,
kubota-k-030,mdl_kubota_k030,Kubota,K030,ready,yes,300x52.5Nx80,3,1,1,
kubota-k-030-3,mdl_kubota_k030_3,Kubota,K030-3,ready,yes,300x52.5Nx80,7,3,1,
kubota-k-035,mdl_kubota_k035,Kubota,K035,ready,yes,300x52.5Nx84,4,2,2,
kubota-k-035-3,mdl_kubota_k035_3,Kubota,K035-3,ready,yes,300x52.5Nx84,4,3,2,
kubota-k-038,mdl_kubota_k038,Kubota,K038,ready,yes,300x52.5Nx84,2,0,2,
kubota-k-040,mdl_kubota_k040,Kubota,K040,ready,yes,400x72.5Kx72,8,2,3,
kubota-k-045,mdl_kubota_k045,Kubota,K045,ready,yes,400x72.5Kx72,4,2,3,
kubota-kh040,mdl_kubota_kh040,Kubota,KH040,ready,yes,400x72.5Wx76,6,2,1,
kubota-kh055,mdl_kubota_kh055,Kubota,KH055,ready,yes,400x72.5Wx76,2,2,1,
kubota-kh-90,mdl_kubota_kh90,Kubota,KH90,ready,yes,300x52.5Nx84,2,2,2,
kubota-kh-91,mdl_kubota_kh91,Kubota,KH91,ready,yes,300x52.5Nx80,3,1,1,
kubota-kx040-5,mdl_kubota_kx_040_5,Kubota,KX-040-5,ready,yes,350x54.5x86,1,0,1,
kubota-kx018-4,mdl_kubota_kx018_4,Kubota,KX018-4,ready,yes,230x48x70,3,3,1,
kubota-kx-027,mdl_kubota_kx027,Kubota,KX027,ready,yes,300x52.5Nx76,1,1,2,
kubota-kx030-4,mdl_kubota_kx030_4,Kubota,KX030-4,ready,yes,300x52.5Nx80,2,1,1,
kubota-kx033-4,mdl_kubota_kx033_4,Kubota,KX033-4,ready,yes,300x52.5Nx84,3,4,2,
kubota-kx035,mdl_kubota_kx035,Kubota,KX035,ready,yes,300x52.5Nx84,2,1,2,
kubota-kx040,mdl_kubota_kx040,Kubota,KX040,ready,yes,350x54.5x86,4,2,1,
kubota-kx040-4,mdl_kubota_kx040_4,Kubota,KX040-4,ready,yes,350x54.5x86,5,6,1,
kubota-kx041,mdl_kubota_kx041,Kubota,KX041,ready,yes,300x52.5Nx78,1,0,2,
kubota-kx-045,mdl_kubota_kx045,Kubota,KX045,ready,yes,400x72.5Kx72,4,2,3,
kubota-kx057-4,mdl_kubota_kx057_4,Kubota,KX057-4,ready,yes,400x72.5Kx74,8,8,3,
kubota-kx057-5,mdl_kubota_kx057_5,Kubota,KX057-5,ready,yes,400x72.5Kx74,4,4,3,
kubota-kx080,mdl_kubota_kx080,Kubota,KX080,ready,no,450x81Nx76,4,7,2,
kubota-kx080-3,mdl_kubota_kx080_3,Kubota,KX080-3,ready,yes,450x81Nx76,4,7,2,
kubota-kx080-4,mdl_kubota_kx080_4,Kubota,KX080-4,ready,yes,450x81Nx76,7,6,2,
kubota-kx080-4s,mdl_kubota_kx080_4s,Kubota,KX080-4S,ready,no,450x81Nx76,5,6,2,
kubota-kx-101,mdl_kubota_kx101,Kubota,KX101,ready,yes,300x52.5Nx84,2,3,2,
kubota-kx-101-3,mdl_kubota_kx101_3,Kubota,KX101-3,ready,yes,300x52.5Nx84,3,5,2,
kubota-kx121-2,mdl_kubota_kx121_2,Kubota,KX121-2,ready,yes,350x54.5x86,2,3,1,
kubota-kx-121-2s,mdl_kubota_kx121_2s,Kubota,KX121-2S,ready,yes,350x54.5x86,4,3,1,
kubota-kx121-3,mdl_kubota_kx121_3,Kubota,KX121-3,ready,yes,350x54.5x86,2,6,1,
kubota-kx161-2,mdl_kubota_kx161_2,Kubota,KX161-2,ready,yes,400x72.5Kx72,4,3,3,
kubota-kx-161-2s,mdl_kubota_kx161_2s,Kubota,KX161-2S,ready,yes,400x72.5Kx72,4,2,3,
kubota-kx161-3,mdl_kubota_kx161_3,Kubota,KX161-3,ready,yes,400x72.5Kx74,2,8,3,
kubota-kx41-3,mdl_kubota_kx41_3,Kubota,KX41-3,ready,yes,230x48x70,3,2,1,
kubota-kx41-3v,mdl_kubota_kx41_3v,Kubota,KX41-3V,ready,yes,230x48x70,2,3,1,
kubota-kx-61-2,mdl_kubota_kx61_2,Kubota,KX61-2,ready,yes,300x52.5Nx76,1,2,2,
kubota-kx-61-2s,mdl_kubota_kx61_2s,Kubota,KX61-2S,ready,yes,300x52.5Nx76,1,0,2,
kubota-kx-61-3,mdl_kubota_kx61_3,Kubota,KX61-3,ready,yes,300x52.5Nx76,3,5,2,
kubota-kx71,mdl_kubota_kx71,Kubota,KX71,ready,yes,300x52.5Nx80,0,1,1,
kubota-kx-71-2,mdl_kubota_kx71_2,Kubota,KX71-2,ready,yes,300x52.5Nx80,3,2,1,
kubota-kx71-3,mdl_kubota_kx71_3,Kubota,KX71-3,ready,yes,300x52.5Nx80,2,6,1,
kubota-kx71-3s,mdl_kubota_kx71_3s,Kubota,KX71-3S,ready,yes,300x52.5Nx80,3,5,1,
kubota-kx91,mdl_kubota_kx91,Kubota,KX91,blocked,yes,300x52.5Nx80,0,0,1,no_products
kubota-kx91-2,mdl_kubota_kx91_2,Kubota,KX91-2,ready,yes,300x52.5Nx80,3,3,1,
kubota-kx-91-2s,mdl_kubota_kx91_2s,Kubota,KX91-2S,ready,yes,300x52.5Nx80,3,1,1,
kubota-kx91-3,mdl_kubota_kx91_3,Kubota,KX91-3,ready,yes,300x52.5Nx80,2,6,1,
kubota-rx141,mdl_kubota_rx141,Kubota,RX141,ready,yes,230x48x70,2,0,1,
kubota-scl1000,mdl_kubota_scl1000,Kubota,SCL1000,ready,yes,230x72x43,1,0,1,
kubota-svl65,mdl_kubota_svl65,Kubota,SVL65,ready,no,400x86x52,3,0,1,
kubota-svl65-2,mdl_kubota_svl65_2,Kubota,SVL65-2,ready,yes,320x86x52,24,4,2,
kubota-svl75,mdl_kubota_svl75,Kubota,SVL75,ready,no,400x86x52,24,4,1,
kubota-svl75-2,mdl_kubota_svl75_2,Kubota,SVL75-2,ready,yes,320x86x52,24,4,2,
kubota-svl75-3,mdl_kubota_svl75_3,Kubota,SVL75-3,ready,yes,320x86x52,45,4,2,
kubota-svl75c,mdl_kubota_svl75c,Kubota,SVL75C,ready,yes,320x86x52,4,0,2,
kubota-svl90-2,mdl_kubota_svl90_2,Kubota,SVL90-2,ready,yes,450x86Bx58,26,4,1,
kubota-svl95-2,mdl_kubota_svl95_2,Kubota,SVL95-2,ready,yes,450x86Bx58,13,4,1,
kubota-svl95-2s,mdl_kubota_svl95_2s,Kubota,SVL95-2S,ready,yes,450x86Bx58,13,4,1,
kubota-svl97-2,mdl_kubota_svl97_2,Kubota,SVL97-2,ready,yes,450x86Bx58,13,4,1,
kubota-svl97-3,mdl_kubota_svl97_3,Kubota,SVL97-3,blocked,yes,450x86Bx58,0,0,1,no_products
kubota-u-15-3,mdl_kubota_u_15_3,Kubota,U-15-3,ready,yes,230x48x70,2,0,1,
kubota-u15,mdl_kubota_u15,Kubota,U15,ready,yes,230x48x70,2,2,1,
kubota-u17,mdl_kubota_u17,Kubota,U17,ready,yes,230x48x70,3,3,1,
kubota-u-17-3,mdl_kubota_u17_3,Kubota,U17-3,ready,yes,230x48x70,3,0,1,
kubota-u25,mdl_kubota_u25,Kubota,U25,ready,yes,300x52.5Nx80,3,6,1,
kubota-u-25-3,mdl_kubota_u25_3,Kubota,U25-3,ready,yes,300x52.5Nx80,5,7,1,
kubota-u27-4,mdl_kubota_u27_4,Kubota,U27-4,ready,yes,300x52.5Nx80,2,6,1,
kubota-u-30,mdl_kubota_u30,Kubota,U30,ready,yes,300x52.5Nx84,2,2,2,
kubota-u-30-1,mdl_kubota_u30_1,Kubota,U30-1,ready,yes,300x52.5Nx84,2,2,2,
kubota-u-30-2,mdl_kubota_u30_2,Kubota,U30-2,ready,yes,300x52.5Nx84,2,2,2,
kubota-u-30-3,mdl_kubota_u30_3,Kubota,U30-3,ready,yes,300x52.5Nx84,2,6,2,
kubota-u35,mdl_kubota_u35,Kubota,U35,ready,yes,300x52.5Nx84,2,6,2,
kubota-u-35-3,mdl_kubota_u35_3,Kubota,U35-3,ready,yes,300x52.5Nx84,3,5,2,
kubota-u-35-4,mdl_kubota_u35_4,Kubota,U35-4,ready,yes,300x52.5Nx84,3,6,2,
kubota-u-35s,mdl_kubota_u35s,Kubota,U35S,ready,yes,300x52.5Nx84,2,0,2,
kubota-u-45,mdl_kubota_u45,Kubota,U45,ready,yes,400x72.5Kx72,4,3,3,
kubota-u-45-3,mdl_kubota_u45_3,Kubota,U45-3,ready,yes,400x72.5Kx74,5,7,3,
kubota-u45s,mdl_kubota_u45s,Kubota,U45S,ready,yes,400x72.5Kx74,2,6,3,
kubota-u45st,mdl_kubota_u45st,Kubota,U45ST,blocked,yes,400x72.5Kx74,0,0,3,no_products
kubota-u-48-4,mdl_kubota_u48_4,Kubota,U48-4,ready,yes,400x72.5Kx74,5,3,3,
kubota-u48-5,mdl_kubota_u48_5,Kubota,U48-5,ready,yes,400x72.5Kx74,3,5,3,
kubota-u55,mdl_kubota_u55,Kubota,U55,ready,yes,400x72.5Kx74,4,4,3,
kubota-u55-4,mdl_kubota_u55_4,Kubota,U55-4,ready,yes,400x72.5Kx74,2,6,3,
manitou-3200vt,mdl_manitou_3200vt,Manitou,3200VT,ready,yes,450x86Bx58,13,4,1,
manitou-mx65,mdl_manitou_mx65,Manitou,MX65,blocked,yes,320x86Bx50,0,0,1,no_products
mustang-1350r,mdl_mustang_1350r,Mustang,1350R,ready,no,320x84Bx46,27,12,1,
mustang-1650-rt,mdl_mustang_1650rt,Mustang,1650RT,ready,yes,320x86Bx49,17,3,2,
mustang-1750-rt,mdl_mustang_1750_rt,Mustang,1750 RT,blocked,yes,320x86Bx54,0,0,1,no_products
mustang-2100rt,mdl_mustang_2100rt,Mustang,2100RT,ready,yes,450x86Bx56,13,5,1,
mustang-2150rt,mdl_mustang_2150rt,Mustang,2150RT,ready,yes,450x86Bx56,13,3,1,
mustang-2500rt,mdl_mustang_2500rt,Mustang,2500RT,ready,yes,450x86Bx58,13,4,1,
mustang-me5002,mdl_mustang_me5002,Mustang,ME5002,ready,yes,400x72.5Kx74,3,2,3,
mustang-me6002,mdl_mustang_me6002,Mustang,ME6002,ready,yes,400x72.5Kx74,3,2,3,
mustang-me6003,mdl_mustang_me6003,Mustang,ME6003,ready,yes,400x72.5Kx74,3,2,3,
mustang-me6502,mdl_mustang_me6502,Mustang,ME6502,ready,yes,400x72.5Kx74,3,2,3,
mustang-mtl16,mdl_mustang_mtl16,Mustang,MTL16,ready,no,320x86x52,4,4,2,
mustang-mtl20,mdl_mustang_mtl20,Mustang,MTL20,ready,yes,450x100x48,6,5,1,
mustang-mtl25,mdl_mustang_mtl25,Mustang,MTL25,ready,yes,450x100x50,6,4,1,
mustang-mtl316,mdl_mustang_mtl316,Mustang,MTL316,ready,no,320x86x52,4,4,2,
mustang-mtl320,mdl_mustang_mtl320,Mustang,MTL320,ready,yes,450x100x48,6,4,1,
mustang-mtl325,mdl_mustang_mtl325,Mustang,MTL325,ready,yes,450x100x50,6,4,1,
mustang-rt2100,mdl_mustang_rt2100,Mustang,RT2100,blocked,yes,450x86Bx56,0,0,1,no_products
mustang-rt2500,mdl_mustang_rt2500,Mustang,RT2500,blocked,yes,450x86Bx58,0,0,1,no_products
new-holland-c175,mdl_new_holland_c175,New Holland,C175,ready,yes,320x86Bx50,38,4,2,
new-holland-c180,mdl_new_holland_c180,New Holland,C180,ready,no,320x86x52,8,4,2,
new-holland-c185,mdl_new_holland_c185,New Holland,C185,ready,yes,450x86Bx55,20,5,1,
new-holland-c190,mdl_new_holland_c190,New Holland,C190,ready,yes,450x86Bx55,16,4,1,
new-holland-c227,mdl_new_holland_c227,New Holland,C227,ready,yes,320x86Bx50,19,5,2,
new-holland-c232,mdl_new_holland_c232,New Holland,C232,ready,yes,450x86Bx55,16,5,1,
new-holland-c234,mdl_new_holland_c234,New Holland,C234,ready,yes,450x86Bx55,12,5,1,
new-holland-c237,mdl_new_holland_c237,New Holland,C237,ready,yes,450x86Bx55,12,5,1,
new-holland-c238,mdl_new_holland_c238,New Holland,C238,ready,yes,450x86Bx55,16,5,1,
new-holland-c245,mdl_new_holland_c245,New Holland,C245,ready,yes,450x86Bx55,12,5,1,
new-holland-c314,mdl_new_holland_c314,New Holland,C314,ready,yes,180x72Kx45,7,0,1,
new-holland-c327,mdl_new_holland_c327,New Holland,C327,ready,yes,320x86Bx50,14,5,1,
new-holland-c330,mdl_new_holland_c330,New Holland,C330,blocked,yes,450x86Bx55,0,0,1,no_products
new-holland-c332,mdl_new_holland_c332,New Holland,C332,ready,yes,450x86Bx55,12,5,1,
new-holland-c334,mdl_new_holland_c334,New Holland,C334,ready,yes,450x86Bx55,12,5,1,
new-holland-c337,mdl_new_holland_c337,New Holland,C337,ready,yes,450x86Bx55,12,5,1,
new-holland-c345,mdl_new_holland_c345,New Holland,C345,ready,yes,450x86Bx55,12,5,1,
new-holland-c362,mdl_new_holland_c362,New Holland,C362,ready,yes,450x86Bx63,10,2,1,
new-holland-e-35-2sr,mdl_new_holland_e_35_2sr,New Holland,E 35.2SR,ready,yes,300x52.5Kx88,1,0,2,
new-holland-e35sr,mdl_new_holland_e_35sr,New Holland,E 35SR,ready,yes,300x52.5Kx88,1,0,2,
new-holland-e-70bsr,mdl_new_holland_e_70bsr,New Holland,E-70BSR,ready,yes,450x81.5x76,2,0,1,
new-holland-e-70sr,mdl_new_holland_e_70sr,New Holland,E-70SR,ready,yes,450x81.5x76,2,0,1,
new-holland-e-80,mdl_new_holland_e_80,New Holland,E-80,ready,yes,450x81.5x76,2,0,3,
new-holland-e-80bmsr,mdl_new_holland_e_80bmsr,New Holland,E-80BMSR,ready,yes,450x81.5x76,2,0,1,
new-holland-e-80cs,mdl_new_holland_e_80cs,New Holland,E-80CS,ready,yes,450x81.5x76,2,0,1,
new-holland-e-80msr,mdl_new_holland_e_80msr,New Holland,E-80MSR,ready,yes,450x81.5x76,2,0,1,
new-holland-e16,mdl_new_holland_e16,New Holland,E16,ready,yes,230x48x70,4,0,1,
new-holland-e17,mdl_new_holland_e17,New Holland,E17,ready,yes,230x48x70,2,0,1,
new-holland-e17c,mdl_new_holland_e17c,New Holland,E17C,ready,yes,230x48x70,2,0,1,
new-holland-e18,mdl_new_holland_e18,New Holland,E18,ready,yes,230x48x70,2,0,1,
new-holland-e18c,mdl_new_holland_e18c,New Holland,E18C,ready,yes,230x48x70,2,0,1,
new-holland-e18sr,mdl_new_holland_e18sr,New Holland,E18SR,ready,yes,230x48x70,2,0,1,
new-holland-e20-2sr,mdl_new_holland_e20_2sr,New Holland,E20 2SR,ready,yes,300x52.5Nx76,1,1,2,
new-holland-e20sr,mdl_new_holland_e20sr,New Holland,E20SR,ready,yes,300x52.5Nx76,2,1,2,
new-holland-e22-2sr,mdl_new_holland_e22_2sr,New Holland,E22 2SR,ready,yes,300x52.5Nx76,1,1,2,
new-holland-e25sr,mdl_new_holland_e25sr,New Holland,E25SR,ready,yes,300x52.5Nx76,1,2,2,
new-holland-e26bsr,mdl_new_holland_e26bsr,New Holland,E26BSR,ready,yes,300x52.5Nx76,1,0,2,
new-holland-e26c,mdl_new_holland_e26c,New Holland,E26C,ready,yes,300x52.5Nx74,1,0,1,
new-holland-e27,mdl_new_holland_e27,New Holland,E27,blocked,yes,300x52.5Nx80,0,0,1,no_products
new-holland-e27-2sr,mdl_new_holland_e27_2sr,New Holland,E27 2SR,ready,yes,300x52.5Nx80,3,1,1,
new-holland-e-29-b-sr,mdl_new_holland_e29bsr,New Holland,E29BSR,blocked,yes,300x52.5Nx80,0,0,1,no_products
new-holland-e30c,mdl_new_holland_e30c,New Holland,E30C,ready,yes,300x52.5Nx80,2,2,1,
new-holland-e33c,mdl_new_holland_e33c,New Holland,E33C,ready,yes,300x52.5x86,6,1,1,
new-holland-e35,mdl_new_holland_e35,New Holland,E35,blocked,yes,300x52.5Kx88,0,0,2,no_products
new-holland-e-35-2c,mdl_new_holland_e352c,New Holland,E352C,blocked,yes,300x52.5Kx88,0,0,2,no_products
new-holland-e37c,mdl_new_holland_e37c,New Holland,E37C,ready,yes,300x52.5x86,4,1,1,
new-holland-e-40-2sr,mdl_new_holland_e40_2sr,New Holland,E40 2SR,ready,yes,400x72.5Kx72,3,2,3,
new-holland-e-40sr,mdl_new_holland_e40sr,New Holland,E40SR,ready,yes,400x72.5Kx72,5,3,3,
new-holland-e-45-2sr,mdl_new_holland_e45_2sr,New Holland,E45 2SR,ready,yes,400x72.5Kx72,3,0,3,
new-holland-e455r,mdl_new_holland_e455r,New Holland,E455R,blocked,yes,400x72.5Kx74,0,0,3,no_products
new-holland-e-45sr,mdl_new_holland_e45sr,New Holland,E45SR,ready,yes,400x72.5Kx72,1,0,6,
new-holland-e50,mdl_new_holland_e50,New Holland,E50,blocked,yes,400x72.5Kx74,0,0,3,no_products
new-holland-e-50-2sr,mdl_new_holland_e50_2sr,New Holland,E50 2SR,ready,yes,400x72.5Kx72,3,0,3,
new-holland-e-50b,mdl_new_holland_e50b,New Holland,E50B,ready,yes,400x72.5Kx72,3,2,3,
new-holland-e50sr,mdl_new_holland_e50sr,New Holland,E50SR,ready,yes,400x72.5Kx74,1,1,3,
new-holland-e55bx,mdl_new_holland_e55bx,New Holland,E55BX,ready,yes,400x72.5Kx74,1,1,3,
new-holland-e57c,mdl_new_holland_e57c,New Holland,E57C,ready,yes,400x72.5Kx74,1,2,3,
new-holland-ec25,mdl_new_holland_ec25,New Holland,EC25,ready,yes,300x52.5Nx74,1,0,1,
new-holland-ec-25sr,mdl_new_holland_ec25sr,New Holland,EC25SR,ready,yes,300x52.5Nx74,2,1,1,
new-holland-ec35,mdl_new_holland_ec35,New Holland,EC35,ready,yes,300x52.5Nx80,3,0,1,
new-holland-ec-35sr,mdl_new_holland_ec35sr,New Holland,EC35SR,ready,yes,300x52.5Nx80,3,1,1,
new-holland-ec45,mdl_new_holland_ec45,New Holland,EC45,ready,yes,400x72.5Kx72,4,3,3,
new-holland-ec-45sr,mdl_new_holland_ec45sr,New Holland,EC45SR,ready,yes,400x72.5Kx72,8,2,3,
new-holland-ec60,mdl_new_holland_ec60,New Holland,EC60,ready,yes,400x72.5Wx76,4,2,1,
new-holland-eh-35b,mdl_new_holland_eh_35b,New Holland,EH 35B,ready,yes,300x52.5Kx88,1,0,2,
new-holland-eh-15b,mdl_new_holland_eh15b,New Holland,EH15B,ready,yes,230x48x70,2,0,1,
new-holland-eh16,mdl_new_holland_eh16,New Holland,EH16,ready,yes,230x48x70,2,0,1,
new-holland-eh18,mdl_new_holland_eh18,New Holland,EH18,ready,yes,230x48x70,2,0,1,
new-holland-eh25,mdl_new_holland_eh25,New Holland,EH25,ready,yes,300x52.5Nx74,2,1,1,
new-holland-eh-27b,mdl_new_holland_eh27b,New Holland,EH27B,ready,yes,300x52.5Nx80,6,2,1,
new-holland-eh-30b,mdl_new_holland_eh30_b,New Holland,EH30.B,ready,yes,300x52.5Wx82,0,2,1,
new-holland-eh35,mdl_new_holland_eh35,New Holland,EH35,ready,yes,300x52.5Kx88,7,1,2,
new-holland-eh45,mdl_new_holland_eh45,New Holland,EH45,ready,yes,400x72.5Kx74,8,1,3,
new-holland-eh-50b,mdl_new_holland_eh50b,New Holland,EH50B,ready,yes,400x72.5Kx72,3,1,3,
new-holland-lt175b,mdl_new_holland_lt175b,New Holland,LT175B,ready,yes,320x86Bx50,19,4,1,
new-holland-lt185,mdl_new_holland_lt185,New Holland,LT185,blocked,yes,450x86Bx55,0,0,1,no_products
new-holland-lt185b,mdl_new_holland_lt185b,New Holland,LT185B,ready,yes,450x86Bx55,16,4,1,
new-holland-lt190,mdl_new_holland_lt190,New Holland,LT190,blocked,yes,450x86Bx55,0,0,1,no_products
new-holland-lt190b,mdl_new_holland_lt190b,New Holland,LT190B,ready,yes,450x86Bx55,16,4,1,
sany-sy18c,mdl_sany_sy18c,Sany,SY18C,ready,yes,230x48x70,2,0,1,
sany-sy26c,mdl_sany_sy26c,Sany,SY26C,blocked,yes,300x52.5Nx80,0,0,1,no_products
sany-sy26u,mdl_sany_sy26u,Sany,SY26U,ready,yes,300x52.5Nx80,2,0,1,
sany-sy35c,mdl_sany_sy35c,Sany,SY35C,blocked,yes,300x52.5Kx88,0,0,2,no_products
sany-sy35u,mdl_sany_sy35u,Sany,SY35U,ready,yes,300x52.5Kx88,2,2,2,
sany-sy50u,mdl_sany_sy50u,Sany,SY50U,ready,yes,400x72.5Kx74,4,1,3,
sany-sy60c,mdl_sany_sy60c,Sany,SY60C,ready,yes,400x72.5Wx76,2,1,1,
sany-sy75c,mdl_sany_sy75c,Sany,SY75C,ready,yes,450x81.5x76,4,3,1,
sany-sy80u,mdl_sany_sy80u,Sany,SY80U,ready,no,450x81Nx78,3,4,2,
takeuchi-tb020,mdl_takeuchi_tb020,Takeuchi,TB020,blocked,yes,300x52.5Nx76,0,0,2,no_products
takeuchi-tb025,mdl_takeuchi_tb025,Takeuchi,TB025,ready,yes,300x52.5Nx78,2,5,2,
takeuchi-tb035,mdl_takeuchi_tb035,Takeuchi,TB035,ready,yes,350x52.5x86,6,6,1,
takeuchi-tb045,mdl_takeuchi_tb045,Takeuchi,TB045,ready,yes,400x72.5Kx74,8,6,3,
takeuchi-tb053fr,mdl_takeuchi_tb053fr,Takeuchi,TB053FR,blocked,yes,400x72.5Kx74,0,0,3,no_products
takeuchi-tb07,mdl_takeuchi_tb07,Takeuchi,TB07,ready,no,180x72x37,2,0,1,
takeuchi-tb-070,mdl_takeuchi_tb070,Takeuchi,TB070,ready,no,450x81Nx76,6,4,2,
takeuchi-tb-108,mdl_takeuchi_tb108,Takeuchi,TB108,ready,no,180x72x37,1,0,1,
takeuchi-tb125,mdl_takeuchi_tb125,Takeuchi,TB125,ready,yes,300x52.5Nx78,2,6,2,
takeuchi-tb135,mdl_takeuchi_tb135,Takeuchi,TB135,ready,yes,350x52.5x86,6,7,1,
takeuchi-tb138,mdl_takeuchi_tb138,Takeuchi,TB138,ready,yes,350x52.5x86,3,0,1,
takeuchi-tb138fr,mdl_takeuchi_tb138fr,Takeuchi,TB138FR,ready,yes,350x52.5x86,6,6,1,
takeuchi-tb145,mdl_takeuchi_tb145,Takeuchi,TB145,ready,yes,400x72.5Kx74,4,7,3,
takeuchi-tb153fr,mdl_takeuchi_tb153fr,Takeuchi,TB153FR,ready,yes,400x72.5Kx74,4,6,3,
takeuchi-tb-15f,mdl_takeuchi_tb15f,Takeuchi,TB15F,ready,yes,230x48x70,4,0,1,
takeuchi-tb15fr,mdl_takeuchi_tb15fr,Takeuchi,TB15FR,ready,yes,230x48x70,2,0,1,
takeuchi-tb175,mdl_takeuchi_tb175,Takeuchi,TB175,ready,no,450x81Nx76,4,7,2,
takeuchi-tb180fr,mdl_takeuchi_tb180fr,Takeuchi,TB180FR,ready,yes,450x81Nx76,4,7,2,
takeuchi-tb225,mdl_takeuchi_tb225,Takeuchi,TB225,ready,yes,300x52.5Nx78,2,1,2,
takeuchi-tb228,mdl_takeuchi_tb228,Takeuchi,TB228,ready,yes,300x52.5Nx78,2,6,2,
takeuchi-tb230,mdl_takeuchi_tb230,Takeuchi,TB230,ready,yes,300x52.5Nx78,2,7,2,
takeuchi-tb235,mdl_takeuchi_tb235,Takeuchi,TB235,ready,yes,350x52.5x86,6,6,1,
takeuchi-tb235-2,mdl_takeuchi_tb235_2,Takeuchi,TB235-2,ready,yes,350x52.5x86,2,4,1,
takeuchi-tb240,mdl_takeuchi_tb240,Takeuchi,TB240,ready,yes,350x52.5x86,5,6,1,
takeuchi-tb245,mdl_takeuchi_tb245,Takeuchi,TB245,blocked,yes,400x72.5Kx74,0,0,3,no_products
takeuchi-tb-249,mdl_takeuchi_tb249,Takeuchi,TB249,ready,yes,400x72.5Kx74,4,0,3,
takeuchi-tb250,mdl_takeuchi_tb250,Takeuchi,TB250,ready,yes,400x72.5Kx74,4,6,3,
takeuchi-tb250-2,mdl_takeuchi_tb250_2,Takeuchi,TB250-2,ready,yes,400x72.5Kx74,2,2,3,
takeuchi-tb257fr,mdl_takeuchi_tb257fr,Takeuchi,TB257FR,ready,yes,400x72.5Kx74,8,0,3,
takeuchi-tb260,mdl_takeuchi_tb260,Takeuchi,TB260,ready,yes,400x72.5Wx76,3,2,1,
takeuchi-tb260r,mdl_takeuchi_tb260r,Takeuchi,TB260R,blocked,yes,400x72.5Kx74,0,0,3,no_products
takeuchi-tb280fr,mdl_takeuchi_tb280fr,Takeuchi,TB280FR,ready,yes,450x81Nx76,4,3,2,
takeuchi-tb285,mdl_takeuchi_tb285,Takeuchi,TB285,ready,yes,450x81Nx76,4,5,2,
takeuchi-tb290,mdl_takeuchi_tb290,Takeuchi,TB290,ready,yes,450x81Nx76,4,6,2,
takeuchi-tb370,mdl_takeuchi_tb370,Takeuchi,TB370,ready,yes,400x72.5Kx74,2,1,3,
takeuchi-tb38fr,mdl_takeuchi_tb38fr,Takeuchi,TB38FR,ready,yes,350x52.5x86,12,2,1,
takeuchi-tb-53fr,mdl_takeuchi_tb53fr,Takeuchi,TB53FR,ready,yes,400x72.5Kx74,4,6,3,
takeuchi-tb80fr,mdl_takeuchi_tb80fr,Takeuchi,TB80FR,ready,no,450x81Nx76,7,4,2,
takeuchi-tl10,mdl_takeuchi_tl10,Takeuchi,TL10,ready,yes,450x100x48,12,4,1,
takeuchi-tl10v2,mdl_takeuchi_tl10v2,Takeuchi,TL10V2,ready,yes,320x86x52,25,4,2,
takeuchi-tl12,mdl_takeuchi_tl12,Takeuchi,TL12,ready,yes,450x100x50,6,4,1,
takeuchi-tl12r2,mdl_takeuchi_tl12r2,Takeuchi,TL12R2,ready,yes,450x86Bx60,14,5,1,
takeuchi-tl12v2,mdl_takeuchi_tl12v2,Takeuchi,TL12V2,ready,yes,450x100x50,34,6,2,
takeuchi-tl130,mdl_takeuchi_tl130,Takeuchi,TL130,ready,yes,320x86x52,12,4,2,
takeuchi-tl140,mdl_takeuchi_tl140,Takeuchi,TL140,ready,yes,450x100x48,6,5,1,
takeuchi-tl150,mdl_takeuchi_tl150,Takeuchi,TL150,ready,yes,450x100x50,12,4,1,
takeuchi-tl230,mdl_takeuchi_tl230,Takeuchi,TL230,ready,no,320x86x52,5,4,2,
takeuchi-tl230-2,mdl_takeuchi_tl230_2,Takeuchi,TL230-2,ready,no,320x86x52,4,4,1,
