entity_type,entity_id,handle_or_size,media_role,has_media,url_preview,status
machine,mdl_daewoo_solar035,daewoo-solar-035,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx84-directional-01.webp,pass
machine,mdl_daewoo_solar10,daewoo-solar-10,hero,no,,review
machine,mdl_daewoo_solar25,daewoo-solar-25,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx74-directional-01.webp,pass
machine,mdl_daewoo_solar35,daewoo-solar-35,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx80-directional-01.webp,pass
machine,mdl_daewoo_solar55,daewoo-solar-55,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_daewoo_solar553,daewoo-solar-55-3,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Wx76-directional-01.webp,pass
machine,mdl_daewoo_solar555,daewoo-solar-55-5,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_daewoo_solar55v,daewoo-solar-55-v,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_ditch_witch_ht_25,ditch-witch-ht-25-trencher,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x72x39-c-block-01.webp,pass
machine,mdl_ditch_witch_ht_25k,ditch-witch-ht-25k-saw-machine,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x72x39-c-block-01.webp,pass
machine,mdl_ditch_witch_jt_1200,ditch-witch-jt-1200-drilling-machine,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x72x39-c-block-01.webp,pass
machine,mdl_ditch_witch_jt_1220,ditch-witch-jt-1220-mach-1-drilling-machine,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_ditch_witch_jt_1720,ditch-witch-jt-1720-drilling-machine,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_ditch_witch_jt_20,ditch-witch-jt-20-drilling-machine,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_ditch_witch_jt_2020,ditch-witch-jt-2020-mach-1,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_ditch_witch_jt_2320,ditch-witch-jt-2320-drilling-machine,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx78-directional-01.webp,pass
machine,mdl_ditch_witch_jt_2321,ditch-witch-jt-2321-drilling-machine,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx78-directional-01.webp,pass
machine,mdl_ditch_witch_jt_2511,ditch-witch-jt-2511-drilling-machine,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x72x39-c-block-01.webp,pass
machine,mdl_ditch_witch_jt_30,ditch-witch-jt-30-drilling-machine,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_ditch_witch_jt_40,ditch-witch-jt-40-drilling-machine,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_ditch_witch_jt_5,ditch-witch-jt-5,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/180x72x39-directional-01.webp,pass
machine,mdl_ditch_witch_jt_520,ditch-witch-jt-520,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/180x72x39-directional-01.webp,pass
machine,mdl_ditch_witch_jt2520,ditch-witch-jt-2520-drilling-machine,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx92-directional-01.webp,pass
machine,mdl_ditch_witch_jt2720,ditch-witch-jt-2720-mach-1-drilling-machine,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx92-directional-01.webp,pass
machine,mdl_ditch_witch_jt860,ditch-witch-jt-860-drilling-machine,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx92-directional-01.webp,pass
machine,mdl_ditch_witch_jt922,ditch-witch-jt-922,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_ditch_witch_mx_27,ditch-witch-mx27,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx78-directional-01.webp,pass
machine,mdl_ditch_witch_mx_272,ditch-witch-mx272,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx78-directional-01.webp,pass
machine,mdl_ditch_witch_mx_35,ditch-witch-mx35,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx84-directional-01.webp,pass
machine,mdl_ditch_witch_mx_352,ditch-witch-mx352,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_ditch_witch_mx182,ditch-witch-mx182,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x48x70-directional-01.webp,pass
machine,mdl_ditch_witch_sk1050,ditch-witch-sk1050,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/ditch-witch-sk1050-hero.webp,pass
machine,mdl_ditch_witch_sk1550,ditch-witch-sk-1550,hero,no,,review
machine,mdl_ditch_witch_sk500,ditch-witch-sk500,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/ditch-witch-sk500-hero.webp,pass
machine,mdl_ditch_witch_sk600,ditch-witch-sk-600,hero,no,,review
machine,mdl_ditch_witch_sk650,ditch-witch-sk-650,hero,no,,review
machine,mdl_ditch_witch_sk750,ditch-witch-sk750,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/ditch-witch-sk750-hero.webp,pass
machine,mdl_ditch_witch_sk752,ditch-witch-sk752,hero,no,,review
machine,mdl_ditch_witch_sk755,ditch-witch-sk755,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/ditch-witch-sk755-hero.webp,pass
machine,mdl_ditch_witch_sk800,ditch-witch-sk800,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/ditch-witch-sk800-hero.webp,pass
machine,mdl_ditch_witch_sk850,ditch-witch-sk850,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/ditch-witch-sk850-hero.webp,pass
machine,mdl_ditch_witch_sk900,ditch-witch-sk900,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/ditch-witch-sk900-hero.webp,pass
machine,mdl_doosan_dx27z,doosan-dx27z,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx80-directional-01.webp,pass
machine,mdl_doosan_dx30z,doosan-dx30z,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx84-directional-01.webp,pass
machine,mdl_doosan_dx35,doosan-dx35,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_doosan_dx35_z7,doosan-dx35-z7,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_doosan_dx355,doosan-dx35-5,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx84-directional-01.webp,pass
machine,mdl_doosan_dx35z,doosan-dx35z,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_doosan_dx50k5,doosan-dx50k-5,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_doosan_dx55,doosan-dx55,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_doosan_dx55z,doosan-dx-55z,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_doosan_dx60r,doosan-dx60r,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Wx76-directional-01.webp,pass
machine,mdl_doosan_dx62r3,doosan-dx62r-3,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Wx76-directional-01.webp,pass
machine,mdl_doosan_dx633,doosan-dx63-3,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Wx76-directional-01.webp,pass
machine,mdl_doosan_dx80r,doosan-dx80r,hero,no,,review
machine,mdl_doosan_dx85r,doosan-dx85r,hero,no,,review
machine,mdl_doosan_dx85r3,doosan-dx85r-3,hero,no,,review
machine,mdl_doosan_s55,doosan-s55,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_gehl_303,gehl-303,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx78-directional-01.webp,pass
machine,mdl_gehl_502,gehl-502,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_gehl_503z,gehl-503z,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_gehl_603,gehl-603,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_gehl_ctl135,gehl-ctl135,hero,no,,review
machine,mdl_gehl_ctl165,gehl-ctl165,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x86x49-zig-zag-01.webp,pass
machine,mdl_gehl_ctl55,gehl-ctl55,hero,no,,review
machine,mdl_gehl_ctl60,gehl-ctl60,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-ctl60-hero.webp,pass
machine,mdl_gehl_ctl65,gehl-ctl65,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-ctl65-hero.webp,pass
machine,mdl_gehl_ctl70,gehl-ctl70,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-ctl70-hero.webp,pass
machine,mdl_gehl_ctl75,gehl-ctl75,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-ctl75-hero.webp,pass
machine,mdl_gehl_ctl80,gehl-ctl80,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-ctl80-hero.webp,pass
machine,mdl_gehl_ctl85,gehl-ctl85,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-ctl85-hero.webp,pass
machine,mdl_gehl_ge303,gehl-ge303,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx78-directional-01.webp,pass
machine,mdl_gehl_ge342,gehl-ge342,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx80-directional-01.webp,pass
machine,mdl_gehl_ge362,gehl-ge362,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx84-directional-01.webp,pass
machine,mdl_gehl_ge502,gehl-ge502,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_gehl_ge503,gehl-ge503,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_gehl_ge602,gehl-ge602,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_gehl_mb28,gehl-mb28,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx78-directional-01.webp,pass
machine,mdl_gehl_rt105,equipment-model-6awxkbkh,hero,no,,review
machine,mdl_gehl_rt135,gehl-rt135,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-rt135-hero.webp,pass
machine,mdl_gehl_rt165,gehl-rt165,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-rt165-hero.webp,pass
machine,mdl_gehl_rt210,gehl-rt210,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-rt210-hero.webp,pass
machine,mdl_gehl_rt215,gehl-rt215,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-rt215-hero.webp,pass
machine,mdl_gehl_rt250,gehl-rt250,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-rt250-hero.webp,pass
machine,mdl_gehl_rt255,gehl-rt255,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-rt255-hero.webp,pass
machine,mdl_gehl_vt210,gehl-vt210,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x86x50-zig-zag-01.webp,pass
machine,mdl_gehl_vt320,gehl-vt320,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/gehl-vt320-hero.webp,pass
machine,mdl_hanix_h36b,hanix-h36b,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx84-directional-01.webp,pass
machine,mdl_hanix_h36c,hanix-h36c,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx84-directional-01.webp,pass
machine,mdl_hanix_h36cr,hanix-h36cr,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx84-directional-01.webp,pass
machine,mdl_hanix_h36r,hanix-h36r,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx84-directional-01.webp,pass
machine,mdl_hitachi_30u,hitachi-30u,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_hitachi_35u,hitachi-35u,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_hitachi_ex_35_u,hitachi-ex35u,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_hitachi_ex12,hitachi-ex12,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x96x31-mx-01.webp,pass
machine,mdl_hitachi_ex12_1,hitachi-ex12-1,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x96x31-mx-01.webp,pass
machine,mdl_hitachi_ex12_2,hitachi-ex12-2,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x96x31-mx-01.webp,pass
machine,mdl_hitachi_ex15,hitachi-ex15,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x96x31-mx-01.webp,pass
machine,mdl_hitachi_ex15_1,hitachi-ex15-1,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x96x31-mx-01.webp,pass
machine,mdl_hitachi_ex15_2,hitachi-ex15-2,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x96x31-mx-01.webp,pass
machine,mdl_hitachi_ex15u,hitachi-ex15u,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x96x31-mx-01.webp,pass
machine,mdl_hitachi_ex16,hitachi-ex16,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x96x31-mx-01.webp,pass
machine,mdl_hitachi_ex17,hitachi-ex17,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x48x70-directional-01.webp,pass
machine,mdl_hitachi_ex35,hitachi-ex35,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx84-directional-01.webp,pass
machine,mdl_hitachi_ex351,hitachi-ex35-1,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx84-directional-01.webp,pass
machine,mdl_hitachi_ex36u,hitachi-ex36u,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_hitachi_ex40ur,hitachi-ex40ur,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx84-directional-01.webp,pass
machine,mdl_hitachi_ex40ur_3,hitachi-ex40ur-3,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_hitachi_ex50u,hitachi-ex50u,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_hitachi_ex58mu,hitachi-ex58mu,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_hitachi_sh15_2,hitachi-sh15-2,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x96x31-mx-01.webp,pass
machine,mdl_hitachi_ue35,hitachi-ue35,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_hitachi_zx14_3,hitachi-zx14-3,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x96x31-mx-01.webp,pass
machine,mdl_hitachi_zx17u,hitachi-zx17u,hero,yes,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/kubota-excavator-hero.webp?v=1773971452,pass
machine,mdl_hitachi_zx17u_2,hitachi-zx17u-2,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x48x70-directional-01.webp,pass
machine,mdl_hitachi_zx27u3,hitachi-zx27u-3,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx80-directional-01.webp,pass
machine,mdl_hitachi_zx30u,hitachi-zx30u,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_hitachi_zx30u_2,hitachi-zx30u-2,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_hitachi_zx30u_5,hitachi-zx30-u5,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_hitachi_zx33u,hitachi-zx33u,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_hitachi_zx35_u5n,hitachi-zx35-u5n,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_hitachi_zx35u,hitachi-zx35u,hero,yes,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/kubota-excavator-hero.webp?v=1773971452,pass
machine,mdl_hitachi_zx35u_2,hitachi-zx35u-2,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_hitachi_zx35u_3,hitachi-zx35u-3,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_hitachi_zx40u2,hitachi-zx40u-2,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_hitachi_zx50u_5,hitachi-zx50u-5,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/hitachi-zx50u-5-hero.webp,pass
machine,mdl_hitachi_zx50u2,hitachi-zx50u-2,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_hitachi_zx50u3,hitachi-zx50u-3,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_hitachi_zx60usb3,hitachi-zx60usb-3,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_hitachi_zx60usb5,hitachi-zx60usb-5,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Kx74-directional-01.webp,pass
machine,mdl_hyundai_r17z_9a,hyundai-r17z-9a,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x48x70-directional-01.webp,pass
machine,mdl_hyundai_r27z_9,hyundai-r27z-9,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx80-directional-01.webp,pass
machine,mdl_hyundai_r35z_7,hyundai-r35z-7,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx84-directional-01.webp,pass
machine,mdl_hyundai_r35z9,hyundai-r-35-z-9,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_hyundai_r55_9a,hyundai-r55-9a,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/hyundai-r55-9a-hero.webp,pass
machine,mdl_hyundai_r553,hyundai-r55-3,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Wx76-directional-01.webp,pass
machine,mdl_hyundai_r557,hyundai-r55-7,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Wx76-directional-01.webp,pass
machine,mdl_hyundai_r559,hyundai-r55-9,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Wx76-directional-01.webp,pass
machine,mdl_hyundai_r60cr9,hyundai-r60cr-9,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Wx76-directional-01.webp,pass
machine,mdl_hyundai_r60cr9a,hyundai-r60cr-9a,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/400x72.5Wx76-directional-01.webp,pass
machine,mdl_hyundai_robex_27z_9,hyundai-robex-27z-9,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx80-directional-01.webp,pass
machine,mdl_hyundai_robex_30,hyundai-robex-30,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx80-directional-01.webp,pass
machine,mdl_hyundai_robex_35_5,hyundai-robex-35-5,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx84-directional-01.webp,pass
machine,mdl_hyundai_robex_35_7,hyundai-robex-35-7,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx84-directional-01.webp,pass
machine,mdl_hyundai_robex_36_7,hyundai-robex-36-7,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx84-directional-01.webp,pass
machine,mdl_hyundai_robex_17z_9a,hyundai-robex-17z-9a,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/sizes/230x48x70-directional-01.webp,pass
machine,mdl_hyundai_robex285,hyundai-robex-28-5,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5Nx74-directional-01.webp,pass
machine,mdl_hyundai_robex30z9ak,hyundai-robex-30z-9ak,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_hyundai_robex359,hyundai-robex-35-9,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_hyundai_robex35z7a,hyundai-robex-35z-7a,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
machine,mdl_hyundai_robex35z9a,hyundai-robex35z9a,hero,yes,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/catalog-images/300x52.5x86-mx-01.webp,pass
