handle,machine_id,brand,model,primary_track_size,publish_status,hero,track_count,uc_count,approved_sizes,shopify_exists,status,issues
john-deere-ct332,mdl_john_deere_ct332,John Deere,CT332,450x86Bx56,ready,yes,30,4,1,unknown,pass,
kioti-tl750,mdl_kioti_tl750,Kioti,TL750,400x86x52,ready,yes,3,0,1,unknown,pass,
kobelco-115,mdl_kobelco_115,Kobelco,115,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
kobelco-sk024,mdl_kobelco_sk_024,Kobelco,SK 024,300x52.5Nx78,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
kobelco-sk025,mdl_kobelco_sk_025,Kobelco,SK 025,300x52.5Nx78,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
kobelco-sk025-2,mdl_kobelco_sk_0252,Kobelco,SK 0252,300x52.5Nx78,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
kobelco-sk025sr,mdl_kobelco_sk_025sr,Kobelco,SK 025SR,300x52.5Nx78,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
kobelco-sk20sr,mdl_kobelco_sk_20sr,Kobelco,SK 20SR,300x52.5Nx76,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
kobelco-sk013,mdl_kobelco_sk013,Kobelco,SK013,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
kobelco-sk013-1,mdl_kobelco_sk013_1,Kobelco,SK013-1,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
kobelco-sk014-1,mdl_kobelco_sk014_1,Kobelco,SK014-1,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
kobelco-sk015,mdl_kobelco_sk015,Kobelco,SK015,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
kobelco-sk015-1,mdl_kobelco_sk015_1,Kobelco,SK015-1,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
kobelco-sk035,mdl_kobelco_sk035,Kobelco,SK035,350x52.5x86,ready,no,6,3,1,unknown,review,missing_hero
kobelco-sk45sr-2,mdl_kobelco_sk45sr2,Kobelco,SK45SR2,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
kobelco-sk55sr-5,mdl_kobelco_sk55sr5,Kobelco,SK55SR5,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
kobelco-sk55srx-6e,mdl_kobelco_sk55srx6e,Kobelco,SK55SRX6E,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
kobelco-sk55srx-7,mdl_kobelco_sk55srx7,Kobelco,SK55SRX7,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
kobelco-sk70sr-2,mdl_kobelco_sk70sr_2,Kobelco,SK70SR-2,450x81Nx76,ready,no,4,4,2,unknown,review,missing_hero
kobelco-sk80cs,mdl_kobelco_sk80cs,Kobelco,SK80CS,450x81Nx78,ready,no,4,5,2,unknown,review,missing_hero
kobelco-sk80msr,mdl_kobelco_sk80msr,Kobelco,SK80MSR,450x81Nx78,ready,no,4,4,2,unknown,review,missing_hero
kobelco-sk85cs,mdl_kobelco_sk85cs,Kobelco,SK85CS,450x81Nx78,ready,yes,4,5,2,unknown,pass,
komatsu-ck20,mdl_komatsu_ck20,Komatsu,CK20,320x86x52,ready,no,14,0,2,unknown,review,missing_hero
komatsu-ck-20-1,mdl_komatsu_ck201,Komatsu,CK201,320x86x52,ready,no,4,0,2,unknown,review,missing_hero
komatsu-ck25,mdl_komatsu_ck25,Komatsu,CK25,320x86x52,ready,no,24,0,2,unknown,review,missing_hero
komatsu-ck-25-1,mdl_komatsu_ck251,Komatsu,CK251,320x86x52,ready,no,4,0,2,unknown,review,missing_hero
komatsu-ck30-1,mdl_komatsu_ck30_1,Komatsu,CK30-1,450x86Bx56,ready,yes,17,1,1,unknown,pass,
komatsu-ck35,mdl_komatsu_ck35,Komatsu,CK35,450x86Bx56,ready,no,13,1,1,unknown,review,missing_hero
komatsu-ck35-1,mdl_komatsu_ck35_1,Komatsu,CK35-1,450x86Bx56,ready,yes,26,2,1,unknown,pass,
komatsu-pc30mr-5,mdl_komatsu_pc_30_mr_5,Komatsu,PC-30-MR-5,300x52.5x86,ready,no,1,0,1,unknown,review,missing_hero
komatsu-pc35mr-5,mdl_komatsu_pc_35_mr_5,Komatsu,PC-35-MR-5,300x52.5x86,ready,no,1,0,1,unknown,review,missing_hero
komatsu-pc05,mdl_komatsu_pc05,Komatsu,PC05,180x72x37,ready,no,5,1,1,unknown,review,missing_hero
komatsu-pc05-7,mdl_komatsu_pc05_7,Komatsu,PC05-7,230x96x31,ready,no,2,1,1,unknown,review,missing_hero
komatsu-pc05avancer,mdl_komatsu_pc05avancer,Komatsu,PC05AVANCER,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc07,mdl_komatsu_pc07,Komatsu,PC07,180x72x37,ready,no,3,1,2,unknown,review,missing_hero
komatsu-pc07-1,mdl_komatsu_pc07_1,Komatsu,PC07-1,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc07-2,mdl_komatsu_pc07_2,Komatsu,PC07-2,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc07-6,mdl_komatsu_pc07_6,Komatsu,PC07-6,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc07-7,mdl_komatsu_pc07_7,Komatsu,PC07-7,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc07avancer,mdl_komatsu_pc07avancer,Komatsu,PC07AVANCER,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc07r,mdl_komatsu_pc07r,Komatsu,PC07R,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc12r-8,mdl_komatsu_pc12r_8,Komatsu,PC12R-8,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc12rutility,mdl_komatsu_pc12rutility,Komatsu,PC12RUTILITY,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc14r-2,mdl_komatsu_pc14r_2,Komatsu,PC14R-2,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc15r,mdl_komatsu_pc15r,Komatsu,PC15R,230x96x31,ready,no,7,1,1,unknown,review,missing_hero
komatsu-pc15r-8,mdl_komatsu_pc15r_8,Komatsu,PC15R-8,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc15rhs,mdl_komatsu_pc15rhs,Komatsu,PC15RHS,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc16r-2,mdl_komatsu_pc16r_2,Komatsu,PC16R-2,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc18mr-2,mdl_komatsu_pc18mr_2,Komatsu,PC18MR-2,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc18mr-3,mdl_komatsu_pc18mr_3,Komatsu,PC18MR-3,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc20,mdl_komatsu_pc20,Komatsu,PC20,300x52.5Nx84,ready,no,4,2,2,unknown,review,missing_hero
komatsu-pc20-2,mdl_komatsu_pc202,Komatsu,PC202,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
komatsu-pc20-6,mdl_komatsu_pc206,Komatsu,PC206,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
komatsu-pc20-7,mdl_komatsu_pc207,Komatsu,PC207,300x52.5Nx76,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
komatsu-pc20-mr-2,mdl_komatsu_pc20mr2,Komatsu,PC20MR2,300x52.5Nx78,ready,no,1,0,3,unknown,review,missing_hero
komatsu-pc22mr-3,mdl_komatsu_pc22mr3,Komatsu,PC22MR3,300x52.5Nx78,ready,no,1,0,2,unknown,review,missing_hero
komatsu-pc25,mdl_komatsu_pc25,Komatsu,PC25,300x52.5Nx84,ready,no,2,0,2,unknown,review,missing_hero
komatsu-pc25-1,mdl_komatsu_pc251,Komatsu,PC251,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
komatsu-pc25-7,mdl_komatsu_pc257,Komatsu,PC257,300x52.5Nx80,ready,no,3,0,1,unknown,review,missing_hero
komatsu-pc25r-8,mdl_komatsu_pc25r8,Komatsu,PC25R8,300x52.5Nx80,ready,no,3,0,1,unknown,review,missing_hero
komatsu-pc26mr,mdl_komatsu_pc26mr,Komatsu,PC26MR,300x52.5Nx80,ready,no,3,1,1,unknown,review,missing_hero
komatsu-pc26mr-3,mdl_komatsu_pc26mr3,Komatsu,PC26MR3,300x52.5Nx80,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
komatsu-pc27mr,mdl_komatsu_pc27mr,Komatsu,PC27MR,300x52.5Nx80,ready,yes,3,2,1,unknown,pass,
komatsu-pc27mr-1,mdl_komatsu_pc27mr1,Komatsu,PC27MR1,300x52.5Nx80,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
komatsu-pc27mr-2,mdl_komatsu_pc27mr2,Komatsu,PC27MR2,300x52.5Nx80,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
komatsu-pc27mr-3,mdl_komatsu_pc27mr3,Komatsu,PC27MR3,300x52.5Nx80,ready,no,3,0,1,unknown,review,missing_hero
komatsu-pc27r-8,mdl_komatsu_pc27r8,Komatsu,PC27R8,300x52.5Nx80,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
komatsu-pc28,mdl_komatsu_pc28,Komatsu,PC28,300x52.5Nx80,ready,no,2,1,1,unknown,review,missing_hero
komatsu-pc28uu,mdl_komatsu_pc28uu,Komatsu,PC28UU,300x52.5Nx80,ready,no,2,1,1,unknown,review,missing_hero
komatsu-pc28uu-1,mdl_komatsu_pc28uu1,Komatsu,PC28UU1,300x52.5Nx80,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
komatsu-pc28uu-2,mdl_komatsu_pc28uu2,Komatsu,PC28UU2,300x52.5Nx80,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
komatsu-pc28uu-3,mdl_komatsu_pc28uu3,Komatsu,PC28UU3,300x52.5Nx80,ready,no,3,0,1,unknown,review,missing_hero
komatsu-pc30,mdl_komatsu_pc30,Komatsu,PC30,300x52.5Nx84,ready,no,1,1,2,unknown,review,missing_hero
komatsu-pc30-6,mdl_komatsu_pc306,Komatsu,PC306,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
komatsu-pc30-7,mdl_komatsu_pc307,Komatsu,PC307,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
komatsu-pc30mr,mdl_komatsu_pc30mr,Komatsu,PC30MR,300x52.5Nx84,ready,yes,2,1,2,unknown,pass,
komatsu-pc30mr-1,mdl_komatsu_pc30mr_1,Komatsu,PC30MR-1,300x52.5x86,ready,no,3,1,1,unknown,review,missing_hero
komatsu-pc30mr-2,mdl_komatsu_pc30mr2,Komatsu,PC30MR2,300x52.5x86,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc30mr-3,mdl_komatsu_pc30mr3,Komatsu,PC30MR3,300x52.5x86,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc30r-8,mdl_komatsu_pc30r8,Komatsu,PC30R8,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
komatsu-pc-35mr,mdl_komatsu_pc35mr,Komatsu,PC35MR,300x52.5Nx84,ready,no,3,2,3,unknown,review,missing_hero
komatsu-pc35mr-1,mdl_komatsu_pc35mr1,Komatsu,PC35MR1,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
komatsu-pc35mr-2,mdl_komatsu_pc35mr2,Komatsu,PC35MR2,300x52.5x86,ready,no,1,0,1,unknown,review,missing_hero
komatsu-pc35mr-3,mdl_komatsu_pc35mr3,Komatsu,PC35MR3,300x52.5x86,ready,no,2,0,1,unknown,review,missing_hero
komatsu-pc35r,mdl_komatsu_pc35r,Komatsu,PC35R,300x52.5Nx84,ready,no,2,1,2,unknown,review,missing_hero
komatsu-pc35r-8,mdl_komatsu_pc35r8,Komatsu,PC35R8,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
komatsu-pc40mr-3,mdl_komatsu_pc40mr3,Komatsu,PC40MR3,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
komatsu-pc-45mr,mdl_komatsu_pc45mr,Komatsu,PC45MR,400x72.5Kx72,ready,no,2,0,6,unknown,review,missing_hero
komatsu-pc-45mr-1,mdl_komatsu_pc45mr1,Komatsu,PC45MR1,400x72.5Kx72,ready,no,2,0,3,unknown,review,missing_hero
komatsu-pc-45mr-2,mdl_komatsu_pc45mr2,Komatsu,PC45MR2,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
komatsu-pc45mr-3,mdl_komatsu_pc45mr3,Komatsu,PC45MR3,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
komatsu-pc45mr-5,mdl_komatsu_pc45mr5,Komatsu,PC45MR5,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
komatsu-pc50fr-2,mdl_komatsu_pc50fr2,Komatsu,PC50FR2,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
komatsu-pc-50m-2,mdl_komatsu_pc50m2,Komatsu,PC50M2,400x72.5Kx72,ready,no,2,0,3,unknown,review,missing_hero
komatsu-pc-50mr,mdl_komatsu_pc50mr,Komatsu,PC50MR,400x72.5Kx72,ready,no,6,2,3,unknown,review,missing_hero
komatsu-pc50mr-2,mdl_komatsu_pc50mr2,Komatsu,PC50MR2,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
komatsu-pc-50uu-1,mdl_komatsu_pc50uu1,Komatsu,PC50UU1,400x72.5Kx72,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
komatsu-pc55mr-2,mdl_komatsu_pc55mr2,Komatsu,PC55MR2,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
komatsu-pc55mr-3,mdl_komatsu_pc55mr3,Komatsu,PC55MR3,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
komatsu-pc55mr-4,mdl_komatsu_pc55mr4,Komatsu,PC55MR4,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
komatsu-pc55mr-5,mdl_komatsu_pc55mr5,Komatsu,PC55MR5,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
komatsu-pc-58uu-3,mdl_komatsu_pc58uu3,Komatsu,PC58UU3,400x72.5Kx72,ready,no,2,0,4,unknown,review,missing_hero
komatsu-pc-58uu-x,mdl_komatsu_pc58uux,Komatsu,PC58UUX,400x72.5Kx72,ready,no,2,0,3,unknown,review,missing_hero
komatsu-pc-60,mdl_komatsu_pc60,Komatsu,PC60,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
komatsu-pc-60-5,mdl_komatsu_pc605,Komatsu,PC605,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
komatsu-pc-78mr-6,mdl_komatsu_pc78mr6,Komatsu,PC78MR6,450x83.5Kx74,ready,no,2,0,2,unknown,review,missing_hero
komatsu-pc-78n,mdl_komatsu_pc78n,Komatsu,PC78N,450x83.5Kx74,ready,no,2,0,2,unknown,review,missing_hero
komatsu-pc-80mr,mdl_komatsu_pc80mr,Komatsu,PC80MR,450x83.5Kx74,ready,no,4,4,2,unknown,review,missing_hero
komatsu-pc-88mr,mdl_komatsu_pc88mr,Komatsu,PC88MR,450x83.5Kx74,ready,no,1,0,2,unknown,review,missing_hero
komatsu-pc-88mr-10,mdl_komatsu_pc88mr10,Komatsu,PC88MR10,450x83.5Kx74,ready,no,2,0,2,unknown,review,missing_hero
komatsu-pc-88mr-6,mdl_komatsu_pc88mr6,Komatsu,PC88MR6,450x83.5Kx74,ready,no,2,0,2,unknown,review,missing_hero
komatsu-pc-88mr-8,mdl_komatsu_pc88mr8,Komatsu,PC88MR8,450x83.5Kx74,ready,no,2,0,2,unknown,review,missing_hero
kubota-k-008,mdl_kubota_k008,Kubota,K008,180x72x37,ready,no,1,1,1,unknown,review,missing_hero
kubota-k-008-2,mdl_kubota_k008_2,Kubota,K008-2,180x72x37,ready,no,2,0,1,unknown,review,missing_hero
kubota-k-008-3,mdl_kubota_k008_3,Kubota,K008-3,180x72x37,ready,no,1,1,1,unknown,review,missing_hero
kubota-k-008dh,mdl_kubota_k008dh,Kubota,K008DH,180x72x37,ready,no,1,0,1,unknown,review,missing_hero
kubota-k-028,mdl_kubota_k028,Kubota,K028,300x52.5Nx80,ready,no,6,1,1,unknown,review,missing_hero
kubota-k-030,mdl_kubota_k030,Kubota,K030,300x52.5Nx80,ready,no,3,1,1,unknown,review,missing_hero
kubota-k-030-3,mdl_kubota_k030_3,Kubota,K030-3,300x52.5Nx80,ready,no,7,3,1,unknown,review,missing_hero
kubota-k-035,mdl_kubota_k035,Kubota,K035,300x52.5Nx84,ready,no,4,2,2,unknown,review,missing_hero
kubota-k-035-3,mdl_kubota_k035_3,Kubota,K035-3,300x52.5Nx84,ready,no,4,3,2,unknown,review,missing_hero
kubota-k-038,mdl_kubota_k038,Kubota,K038,300x52.5Nx84,ready,no,2,0,2,unknown,review,missing_hero
kubota-k-040,mdl_kubota_k040,Kubota,K040,400x72.5Kx72,ready,no,8,2,3,unknown,review,missing_hero
kubota-k-045,mdl_kubota_k045,Kubota,K045,400x72.5Kx72,ready,no,4,2,3,unknown,review,missing_hero
kubota-kh040,mdl_kubota_kh040,Kubota,KH040,400x72.5Wx76,ready,no,6,2,1,unknown,review,missing_hero
kubota-kh055,mdl_kubota_kh055,Kubota,KH055,400x72.5Wx76,ready,no,2,2,1,unknown,review,missing_hero
kubota-kh-90,mdl_kubota_kh90,Kubota,KH90,300x52.5Nx84,ready,no,2,2,2,unknown,review,missing_hero
kubota-kh-91,mdl_kubota_kh91,Kubota,KH91,300x52.5Nx80,ready,no,3,1,1,unknown,review,missing_hero
kubota-kx040-5,mdl_kubota_kx_040_5,Kubota,KX-040-5,350x54.5x86,ready,no,1,0,1,unknown,review,missing_hero
kubota-kx018-4,mdl_kubota_kx018_4,Kubota,KX018-4,230x48x70,ready,yes,3,3,1,unknown,pass,
kubota-kx-027,mdl_kubota_kx027,Kubota,KX027,300x52.5Nx76,ready,no,1,1,2,unknown,review,missing_hero
kubota-kx030-4,mdl_kubota_kx030_4,Kubota,KX030-4,300x52.5Nx80,ready,yes,2,1,1,unknown,pass,
kubota-kx033-4,mdl_kubota_kx033_4,Kubota,KX033-4,300x52.5Nx84,ready,yes,3,4,2,unknown,pass,
kubota-kx035,mdl_kubota_kx035,Kubota,KX035,300x52.5Nx84,ready,no,2,1,2,unknown,review,missing_hero
kubota-kx040,mdl_kubota_kx040,Kubota,KX040,350x54.5x86,ready,no,4,2,1,unknown,review,missing_hero
kubota-kx040-4,mdl_kubota_kx040_4,Kubota,KX040-4,350x54.5x86,ready,yes,5,6,1,unknown,pass,
kubota-kx041,mdl_kubota_kx041,Kubota,KX041,300x52.5Nx78,ready,no,1,0,2,unknown,review,missing_hero
kubota-kx-045,mdl_kubota_kx045,Kubota,KX045,400x72.5Kx72,ready,no,4,2,3,unknown,review,missing_hero
kubota-kx057-4,mdl_kubota_kx057_4,Kubota,KX057-4,400x72.5Kx74,ready,yes,8,8,3,unknown,pass,
kubota-kx057-5,mdl_kubota_kx057_5,Kubota,KX057-5,400x72.5Kx74,ready,yes,4,4,3,unknown,pass,
kubota-kx080,mdl_kubota_kx080,Kubota,KX080,450x81Nx76,ready,no,4,7,2,unknown,review,missing_hero
kubota-kx080-3,mdl_kubota_kx080_3,Kubota,KX080-3,450x81Nx76,ready,yes,4,7,2,unknown,pass,
kubota-kx080-4,mdl_kubota_kx080_4,Kubota,KX080-4,450x81Nx76,ready,yes,7,6,2,unknown,pass,
kubota-kx080-4s,mdl_kubota_kx080_4s,Kubota,KX080-4S,450x81Nx76,ready,no,5,6,2,unknown,review,missing_hero
kubota-kx-101,mdl_kubota_kx101,Kubota,KX101,300x52.5Nx84,ready,no,2,3,2,unknown,review,missing_hero
kubota-kx-101-3,mdl_kubota_kx101_3,Kubota,KX101-3,300x52.5Nx84,ready,no,3,5,2,unknown,review,missing_hero
kubota-kx121-2,mdl_kubota_kx121_2,Kubota,KX121-2,350x54.5x86,ready,no,2,3,1,unknown,review,missing_hero
kubota-kx-121-2s,mdl_kubota_kx121_2s,Kubota,KX121-2S,350x54.5x86,ready,no,4,3,1,unknown,review,missing_hero
kubota-kx121-3,mdl_kubota_kx121_3,Kubota,KX121-3,350x54.5x86,ready,yes,2,6,1,unknown,pass,
kubota-kx161-2,mdl_kubota_kx161_2,Kubota,KX161-2,400x72.5Kx72,ready,no,4,3,3,unknown,review,missing_hero
kubota-kx-161-2s,mdl_kubota_kx161_2s,Kubota,KX161-2S,400x72.5Kx72,ready,no,4,2,3,unknown,review,missing_hero
kubota-kx161-3,mdl_kubota_kx161_3,Kubota,KX161-3,400x72.5Kx74,ready,yes,2,8,3,unknown,pass,
kubota-kx41-3,mdl_kubota_kx41_3,Kubota,KX41-3,230x48x70,ready,yes,3,2,1,unknown,pass,
kubota-kx41-3v,mdl_kubota_kx41_3v,Kubota,KX41-3V,230x48x70,ready,no,2,3,1,unknown,review,missing_hero
kubota-kx-61-2,mdl_kubota_kx61_2,Kubota,KX61-2,300x52.5Nx76,ready,no,1,2,2,unknown,review,missing_hero
kubota-kx-61-2s,mdl_kubota_kx61_2s,Kubota,KX61-2S,300x52.5Nx76,ready,no,1,0,2,unknown,review,missing_hero
kubota-kx-61-3,mdl_kubota_kx61_3,Kubota,KX61-3,300x52.5Nx76,ready,no,3,5,2,unknown,review,missing_hero
kubota-kx71,mdl_kubota_kx71,Kubota,KX71,300x52.5Nx80,ready,no,0,1,1,unknown,review,missing_hero
kubota-kx-71-2,mdl_kubota_kx71_2,Kubota,KX71-2,300x52.5Nx80,ready,no,3,2,1,unknown,review,missing_hero
kubota-kx71-3,mdl_kubota_kx71_3,Kubota,KX71-3,300x52.5Nx80,ready,yes,2,6,1,unknown,pass,
kubota-kx71-3s,mdl_kubota_kx71_3s,Kubota,KX71-3S,300x52.5Nx80,ready,no,3,5,1,unknown,review,missing_hero
kubota-kx91,mdl_kubota_kx91,Kubota,KX91,300x52.5Nx80,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
kubota-kx91-2,mdl_kubota_kx91_2,Kubota,KX91-2,300x52.5Nx80,ready,no,3,3,1,unknown,review,missing_hero
kubota-kx-91-2s,mdl_kubota_kx91_2s,Kubota,KX91-2S,300x52.5Nx80,ready,no,3,1,1,unknown,review,missing_hero
kubota-kx91-3,mdl_kubota_kx91_3,Kubota,KX91-3,300x52.5Nx80,ready,yes,2,6,1,unknown,pass,
kubota-rx141,mdl_kubota_rx141,Kubota,RX141,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
kubota-scl1000,mdl_kubota_scl1000,Kubota,SCL1000,230x72x43,ready,yes,1,0,0,unknown,pass,
kubota-svl65,mdl_kubota_svl65,Kubota,SVL65,400x86x52,ready,no,3,0,1,unknown,review,missing_hero
kubota-svl65-2,mdl_kubota_svl65_2,Kubota,SVL65-2,320x86x52,ready,yes,24,4,2,unknown,pass,
kubota-svl75,mdl_kubota_svl75,Kubota,SVL75,400x86x52,ready,no,24,4,1,unknown,review,missing_hero
kubota-svl75-2,mdl_kubota_svl75_2,Kubota,SVL75-2,320x86x52,ready,yes,24,4,2,yes,pass,
kubota-svl75-3,mdl_kubota_svl75_3,Kubota,SVL75-3,320x86x52,ready,yes,45,4,2,unknown,pass,
kubota-svl75c,mdl_kubota_svl75c,Kubota,SVL75C,320x86x52,ready,yes,4,0,2,unknown,pass,
kubota-svl90-2,mdl_kubota_svl90_2,Kubota,SVL90-2,450x86Bx58,ready,yes,26,4,1,unknown,pass,
kubota-svl95-2,mdl_kubota_svl95_2,Kubota,SVL95-2,450x86Bx58,ready,yes,13,4,1,unknown,pass,
kubota-svl95-2s,mdl_kubota_svl95_2s,Kubota,SVL95-2S,450x86Bx58,ready,no,13,4,1,unknown,review,missing_hero
kubota-svl97-2,mdl_kubota_svl97_2,Kubota,SVL97-2,450x86Bx58,ready,yes,13,4,1,unknown,pass,
kubota-svl97-3,mdl_kubota_svl97_3,Kubota,SVL97-3,450x86Bx58,blocked,yes,0,0,1,unknown,fail,blocked;no_products
kubota-u-15-3,mdl_kubota_u_15_3,Kubota,U-15-3,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
kubota-u15,mdl_kubota_u15,Kubota,U15,230x48x70,ready,no,2,2,1,unknown,review,missing_hero
kubota-u17,mdl_kubota_u17,Kubota,U17,230x48x70,ready,yes,3,3,1,unknown,pass,
kubota-u-17-3,mdl_kubota_u17_3,Kubota,U17-3,230x48x70,ready,no,3,0,1,unknown,review,missing_hero
kubota-u25,mdl_kubota_u25,Kubota,U25,300x52.5Nx80,ready,yes,3,6,1,unknown,pass,
kubota-u-25-3,mdl_kubota_u25_3,Kubota,U25-3,300x52.5Nx80,ready,no,5,7,1,unknown,review,missing_hero
kubota-u27-4,mdl_kubota_u27_4,Kubota,U27-4,300x52.5Nx80,ready,yes,2,6,1,unknown,pass,
kubota-u-30,mdl_kubota_u30,Kubota,U30,300x52.5Nx84,ready,no,2,2,2,unknown,review,missing_hero
kubota-u-30-1,mdl_kubota_u30_1,Kubota,U30-1,300x52.5Nx84,ready,no,2,2,2,unknown,review,missing_hero
kubota-u-30-2,mdl_kubota_u30_2,Kubota,U30-2,300x52.5Nx84,ready,no,2,2,2,unknown,review,missing_hero
kubota-u-30-3,mdl_kubota_u30_3,Kubota,U30-3,300x52.5Nx84,ready,no,2,6,2,unknown,review,missing_hero
kubota-u35,mdl_kubota_u35,Kubota,U35,300x52.5Nx84,ready,no,2,6,2,unknown,review,missing_hero
kubota-u-35-3,mdl_kubota_u35_3,Kubota,U35-3,300x52.5Nx84,ready,no,3,5,2,unknown,review,missing_hero
kubota-u-35-4,mdl_kubota_u35_4,Kubota,U35-4,300x52.5Nx84,ready,no,3,6,2,unknown,review,missing_hero
kubota-u-35s,mdl_kubota_u35s,Kubota,U35S,300x52.5Nx84,ready,no,2,0,2,unknown,review,missing_hero
kubota-u-45,mdl_kubota_u45,Kubota,U45,400x72.5Kx72,ready,no,4,3,3,unknown,review,missing_hero
kubota-u-45-3,mdl_kubota_u45_3,Kubota,U45-3,400x72.5Kx74,ready,no,5,7,3,unknown,review,missing_hero
kubota-u45s,mdl_kubota_u45s,Kubota,U45S,400x72.5Kx74,ready,no,2,6,3,unknown,review,missing_hero
kubota-u45st,mdl_kubota_u45st,Kubota,U45ST,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
kubota-u-48-4,mdl_kubota_u48_4,Kubota,U48-4,400x72.5Kx74,ready,no,5,3,3,unknown,review,missing_hero
kubota-u48-5,mdl_kubota_u48_5,Kubota,U48-5,400x72.5Kx74,ready,yes,3,5,3,unknown,pass,
kubota-u55,mdl_kubota_u55,Kubota,U55,400x72.5Kx74,ready,no,4,4,3,unknown,review,missing_hero
kubota-u55-4,mdl_kubota_u55_4,Kubota,U55-4,400x72.5Kx74,ready,no,2,6,3,unknown,review,missing_hero
manitou-3200vt,mdl_manitou_3200vt,Manitou,3200VT,450x86Bx58,ready,yes,13,4,1,unknown,pass,
