handle,machine_id,brand,model,primary_track_size,publish_status,hero,track_count,uc_count,approved_sizes,shopify_exists,status,issues
caterpillar-287c2,mdl_cat_287c2,CAT,287C2,,partial,no,2,3,0,unknown,review,missing_hero;missing_primary_track_size
caterpillar-287d,mdl_cat_287d,CAT,287D,,partial,no,2,3,0,unknown,review,missing_hero;missing_primary_track_size
caterpillar-289c,mdl_cat_289c,CAT,289C,450x86Bx60,ready,no,28,5,1,unknown,review,missing_hero
caterpillar-289c2,mdl_cat_289c2,CAT,289C2,450x86Bx56,ready,no,13,4,1,unknown,review,missing_hero
caterpillar-289d,mdl_cat_289d,CAT,289D,450x86Bx56,ready,no,17,5,1,unknown,review,missing_hero
caterpillar-289d2,mdl_cat_289d2,CAT,289D2,450x86Bx56,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
caterpillar-289d3,mdl_cat_289d3,CAT,289D3,450x86Bx56,ready,no,26,5,1,unknown,review,missing_hero
caterpillar-297c,mdl_cat_297c,CAT,297C,,partial,no,4,4,0,unknown,review,missing_hero;missing_primary_track_size
caterpillar-297d2,mdl_cat_297d2,CAT,297D2,,partial,no,2,2,0,unknown,review,missing_hero;missing_primary_track_size
caterpillar-297d2-xhp,mdl_cat_297d2_xhp,CAT,297D2-XHP,,partial,no,2,2,0,unknown,review,missing_hero;missing_primary_track_size
caterpillar-299c,mdl_cat_299c,CAT,299C,450x86Bx60,ready,no,14,5,1,unknown,review,missing_hero
caterpillar-299d,mdl_cat_299d,CAT,299D,450x86Bx60,ready,no,15,5,1,unknown,review,missing_hero
caterpillar-299d-xhp,mdl_cat_299d_xhp,CAT,299D XHP,450x86Bx60,ready,no,15,5,1,unknown,review,missing_hero
caterpillar-299d2,mdl_cat_299d2,CAT,299D2,450x86Bx60,ready,no,15,5,1,unknown,review,missing_hero
caterpillar-299d3,mdl_cat_299d3,CAT,299D3,450x86Bx60,ready,no,16,5,1,no,review,missing_hero
caterpillar-300-9d,mdl_cat_300_9d,CAT,300.9D,180x72x37,ready,no,1,0,1,unknown,review,missing_hero
caterpillar-301-5,mdl_cat_301_5,CAT,301.5,230x96x31,ready,no,5,2,1,unknown,review,missing_hero
caterpillar-301-7d,mdl_cat_301_7d,CAT,301.7D,230x48x72,ready,no,1,0,1,unknown,review,missing_hero
caterpillar-301-6,mdl_cat_3016,CAT,3016,230x48x70,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
caterpillar-301-6c,mdl_cat_3016c,CAT,3016C,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
caterpillar-301-8c,mdl_cat_3018c,CAT,3018C,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
caterpillar-302-5,mdl_cat_302_5,CAT,302.5,300x52.5Nx78,ready,no,4,4,2,unknown,review,missing_hero
caterpillar-302-5c,mdl_cat_302_5c,CAT,302.5C,300x52.5Nx78,ready,no,2,4,2,unknown,review,missing_hero
caterpillar-303cr,mdl_cat_303_cr,CAT,303 CR,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
caterpillar-303-5,mdl_cat_303_5,CAT,303.5,300x52.5Nx84,ready,no,2,5,2,unknown,review,missing_hero
caterpillar-303-5cr,mdl_cat_303_5_cr,CAT,303.5 CR,300x52.5Wx90,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
caterpillar-303-5c-cr,mdl_cat_303_5c_cr,CAT,303.5C CR,300x52.5Wx90,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
caterpillar-303-5d,mdl_cat_303_5d,CAT,303.5D,300x52.5Wx90,ready,no,3,0,1,unknown,review,missing_hero
caterpillar-303-5d-cr,mdl_cat_303_5d_cr,CAT,303.5D CR,300x52.5Wx90,ready,no,3,0,1,unknown,review,missing_hero
caterpillar-303-5e-cr,mdl_cat_303_5e_cr,CAT,303.5E CR,300x52.5Wx90,ready,no,3,0,1,unknown,review,missing_hero
caterpillar-303ccr,mdl_cat_303c_cr,CAT,303C CR,300x52.5Wx90,ready,no,3,0,1,unknown,review,missing_hero
caterpillar-303e,mdl_cat_303e,CAT,303E,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
caterpillar-303ecr,mdl_cat_303ecr,CAT,303ECR,300x52.5Nx84,ready,no,2,2,2,unknown,review,missing_hero
caterpillar-304,mdl_cat_304,CAT,304,300x52.5Wx90,ready,no,4,4,1,unknown,review,missing_hero
caterpillar-304-5,mdl_cat_304_5,CAT,304.5,400x72.5Kx72,ready,no,4,6,3,unknown,review,missing_hero
caterpillar-304-5e2,mdl_cat_304_5e2,CAT,304.5E2,300x52.5Wx90,ready,no,3,0,1,unknown,review,missing_hero
caterpillar-304c,mdl_cat_304c,CAT,304C,400x72.5Kx72,ready,no,4,2,3,unknown,review,missing_hero
caterpillar-304ccr,mdl_cat_304c_cr,CAT,304C CR,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
caterpillar-304cr,mdl_cat_304cr,CAT,304CR,400x72.5Kx72,ready,no,8,6,3,unknown,review,missing_hero
caterpillar-304d,mdl_cat_304d,CAT,304D,300x52.5Wx90,ready,no,1,0,1,unknown,review,missing_hero
caterpillar-304d-cr,mdl_cat_304d_cr,CAT,304D CR,350x52.5x90,ready,no,1,0,1,unknown,review,missing_hero
caterpillar-304e,mdl_cat_304e,CAT,304E,300x52.5Wx90,ready,no,3,0,1,unknown,review,missing_hero
caterpillar-304e-cr,mdl_cat_304e_cr,CAT,304E CR,350x52.5x90,ready,no,3,0,1,unknown,review,missing_hero
caterpillar-304e2,mdl_cat_304e2,CAT,304E2,300x52.5Wx90,ready,no,3,0,1,unknown,review,missing_hero
caterpillar-305cr,mdl_cat_305_cr,CAT,305 CR,400x72.5Kx72,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
caterpillar-305-5,mdl_cat_305_5,CAT,305.5,400x72.5Kx72,ready,no,4,5,3,unknown,review,missing_hero
caterpillar-305-5d-cr,mdl_cat_305_5d_cr,CAT,305.5D CR,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
caterpillar-305-5e,mdl_cat_305_5e,CAT,305.5E,400x72.5Wx76,ready,no,2,3,1,unknown,review,missing_hero
caterpillar-305-5e-cr,mdl_cat_305_5e_cr,CAT,305.5E CR,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
caterpillar-305-5e2,mdl_cat_305_5e2,CAT,305.5E2,400x72.5Kx72,ready,no,5,3,3,unknown,review,missing_hero
caterpillar-305-5e2-cr,mdl_cat_305_5e2_cr,CAT,305.5E2 CR,400x72.5Wx76,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
caterpillar-305c,mdl_cat_305c,CAT,305C,400x72.5Kx72,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
caterpillar-305c-cr,mdl_cat_305c_cr,CAT,305C CR,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
caterpillar-305d,mdl_cat_305d,CAT,305D,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
caterpillar-305dcr,mdl_cat_305dcr,CAT,305DCR,400x72.5Wx76,ready,no,2,5,1,unknown,review,missing_hero
caterpillar-305e,mdl_cat_305e,CAT,305E,400x72.5Wx76,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
caterpillar-305e-cr,mdl_cat_305e_cr,CAT,305E CR,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
caterpillar-305e2,mdl_cat_305e2,CAT,305E2,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
caterpillar-305e2-cr,mdl_cat_305e2_cr,CAT,305E2 CR,400x72.5Wx76,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
caterpillar-306,mdl_cat_306,CAT,306,400x72.5Wx76,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
caterpillar-306-cr,mdl_cat_306_cr,CAT,306 CR,400x72.5Wx76,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
caterpillar-308cr,mdl_cat_308_cr,CAT,308 CR,450x81Nx78,ready,no,1,0,2,unknown,review,missing_hero
caterpillar-308b,mdl_cat_308b,CAT,308B,450x81Nx78,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
caterpillar-308ccr,mdl_cat_308c_cr,CAT,308C CR,450x81Nx78,ready,no,2,0,2,unknown,review,missing_hero
caterpillar-308c-sr,mdl_cat_308c_sr,CAT,308C SR,450x81Nx78,ready,no,2,0,2,unknown,review,missing_hero
caterpillar-308d-cr,mdl_cat_308dcr,CAT,308DCR,450x81Nx78,ready,no,2,0,2,unknown,review,missing_hero
caterpillar-308e,mdl_cat_308e,CAT,308E,450x81Nx78,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
caterpillar-308e-cr,mdl_cat_308e_cr,CAT,308E CR,450x81Nx78,ready,no,2,0,2,unknown,review,missing_hero
caterpillar-308e2-cr,mdl_cat_308e2_cr,CAT,308E2 CR,450x81Nx78,ready,no,1,0,2,unknown,review,missing_hero
caterpillar-mm15t,mdl_cat_mm15t,CAT,MM15T,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
cormidi-c85,mdl_cormidi_c85,Cormidi,C85,180x72x36,ready,no,1,0,1,unknown,review,missing_hero
daewoo-ah-30,mdl_daewoo_ah30,Daewoo,AH30,300x52.5Nx80,ready,no,3,1,1,unknown,review,missing_hero
daewoo-sl-035,mdl_daewoo_sl035,Daewoo,SL035,300x52.5Nx84,ready,no,1,0,2,unknown,review,missing_hero
daewoo-solar-018vt,mdl_daewoo_solar_018vt,Daewoo,SOLAR-018VT,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
daewoo-solar-007,mdl_daewoo_solar007,Daewoo,SOLAR007,180x72x37,ready,no,1,0,1,unknown,review,missing_hero
daewoo-solar-010,mdl_daewoo_solar010,Daewoo,SOLAR010,180x72x37,ready,no,1,0,1,unknown,review,missing_hero
daewoo-solar-030,mdl_daewoo_solar030,Daewoo,SOLAR030,300x52.5Nx76,ready,no,1,0,2,unknown,review,missing_hero
daewoo-solar-035,mdl_daewoo_solar035,Daewoo,SOLAR035,300x52.5Nx84,ready,no,1,0,2,unknown,review,missing_hero
daewoo-solar-10,mdl_daewoo_solar10,Daewoo,SOLAR10,180x72x37,ready,no,1,0,1,unknown,review,missing_hero
daewoo-solar-25,mdl_daewoo_solar25,Daewoo,SOLAR25,300x52.5Nx74,ready,no,1,0,1,unknown,review,missing_hero
daewoo-solar-35,mdl_daewoo_solar35,Daewoo,SOLAR35,300x52.5Nx80,ready,no,3,1,1,unknown,review,missing_hero
daewoo-solar-55,mdl_daewoo_solar55,Daewoo,SOLAR55,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
daewoo-solar-55-3,mdl_daewoo_solar553,Daewoo,SOLAR553,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
daewoo-solar-55-5,mdl_daewoo_solar555,Daewoo,SOLAR555,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
daewoo-solar-55-v,mdl_daewoo_solar55v,Daewoo,SOLAR55V,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
ditch-witch-ht-25-trencher,mdl_ditch_witch_ht_25,Ditch Witch,HT 25,230x72x39,ready,no,1,0,1,unknown,review,missing_hero
ditch-witch-ht-25k-saw-machine,mdl_ditch_witch_ht_25k,Ditch Witch,HT 25K,230x72x39,ready,no,1,0,1,unknown,review,missing_hero
ditch-witch-jt-1200-drilling-machine,mdl_ditch_witch_jt_1200,Ditch Witch,JT 1200,230x72x39,ready,no,1,0,1,unknown,review,missing_hero
ditch-witch-jt-1220-mach-1-drilling-machine,mdl_ditch_witch_jt_1220,Ditch Witch,JT 1220,,blocked,no,0,0,0,unknown,fail,blocked;missing_hero;no_products;missing_primary_track_size
ditch-witch-jt-1720-drilling-machine,mdl_ditch_witch_jt_1720,Ditch Witch,JT 1720,,blocked,no,0,0,0,unknown,fail,blocked;missing_hero;no_products;missing_primary_track_size
ditch-witch-jt-20-drilling-machine,mdl_ditch_witch_jt_20,Ditch Witch,JT 20,,blocked,no,0,0,0,unknown,fail,blocked;missing_hero;no_products;missing_primary_track_size
ditch-witch-jt-2020-mach-1,mdl_ditch_witch_jt_2020,Ditch Witch,JT 2020,,blocked,no,0,0,0,unknown,fail,blocked;missing_hero;no_products;missing_primary_track_size
ditch-witch-jt-2320-drilling-machine,mdl_ditch_witch_jt_2320,Ditch Witch,JT 2320,300x52.5Nx78,ready,no,1,0,2,unknown,review,missing_hero
ditch-witch-jt-2321-drilling-machine,mdl_ditch_witch_jt_2321,Ditch Witch,JT 2321,300x52.5Nx78,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
ditch-witch-jt-2511-drilling-machine,mdl_ditch_witch_jt_2511,Ditch Witch,JT 2511,230x72x39,ready,no,1,0,1,unknown,review,missing_hero
ditch-witch-jt-30-drilling-machine,mdl_ditch_witch_jt_30,Ditch Witch,JT 30,,blocked,no,0,0,0,unknown,fail,blocked;missing_hero;no_products;missing_primary_track_size
ditch-witch-jt-40-drilling-machine,mdl_ditch_witch_jt_40,Ditch Witch,JT 40,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
ditch-witch-jt-5,mdl_ditch_witch_jt_5,Ditch Witch,JT 5,180x72x39,ready,no,3,0,1,unknown,review,missing_hero
ditch-witch-jt-520,mdl_ditch_witch_jt_520,Ditch Witch,JT 520,180x72x39,ready,no,3,0,1,unknown,review,missing_hero
ditch-witch-jt-2520-drilling-machine,mdl_ditch_witch_jt2520,Ditch Witch,JT2520,,partial,no,2,0,0,unknown,review,missing_hero;missing_primary_track_size
ditch-witch-jt-2720-mach-1-drilling-machine,mdl_ditch_witch_jt2720,Ditch Witch,JT2720,,partial,no,2,0,0,unknown,review,missing_hero;missing_primary_track_size
ditch-witch-jt-860-drilling-machine,mdl_ditch_witch_jt860,Ditch Witch,JT860,,partial,no,2,0,0,unknown,review,missing_hero;missing_primary_track_size
ditch-witch-jt-922,mdl_ditch_witch_jt922,Ditch Witch,JT922,,blocked,no,0,0,0,unknown,fail,blocked;missing_hero;no_products;missing_primary_track_size
ditch-witch-mx27,mdl_ditch_witch_mx_27,Ditch Witch,MX 27,300x52.5Nx78,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
ditch-witch-mx272,mdl_ditch_witch_mx_272,Ditch Witch,MX 272,300x52.5Nx78,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
ditch-witch-mx35,mdl_ditch_witch_mx_35,Ditch Witch,MX 35,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
ditch-witch-mx352,mdl_ditch_witch_mx_352,Ditch Witch,MX-352,300x52.5x86,ready,no,1,0,1,unknown,review,missing_hero
ditch-witch-mx182,mdl_ditch_witch_mx182,Ditch Witch,MX182,230x48x70,ready,no,2,0,1,unknown,review,missing_hero
ditch-witch-sk1050,mdl_ditch_witch_sk1050,Ditch Witch,SK1050,230x72Kx44,ready,yes,3,0,1,unknown,pass,
ditch-witch-sk-1550,mdl_ditch_witch_sk1550,Ditch Witch,SK1550,250x72x52,ready,no,3,0,1,unknown,review,missing_hero
ditch-witch-sk500,mdl_ditch_witch_sk500,Ditch Witch,SK500,180x72x39,ready,yes,4,0,1,unknown,pass,
ditch-witch-sk-600,mdl_ditch_witch_sk600,Ditch Witch,SK600,180x72x40,ready,no,2,0,2,unknown,review,missing_hero
ditch-witch-sk-650,mdl_ditch_witch_sk650,Ditch Witch,SK650,180x72x42,ready,no,3,0,1,unknown,review,missing_hero
ditch-witch-sk750,mdl_ditch_witch_sk750,Ditch Witch,SK750,230x72Kx44,ready,yes,3,0,1,unknown,pass,
ditch-witch-sk752,mdl_ditch_witch_sk752,Ditch Witch,SK752,230x72Kx44,ready,no,2,0,1,unknown,review,missing_hero
ditch-witch-sk755,mdl_ditch_witch_sk755,Ditch Witch,SK755,230x72Kx44,ready,yes,3,0,1,unknown,pass,
ditch-witch-sk800,mdl_ditch_witch_sk800,Ditch Witch,SK800,230x72Kx44,ready,yes,2,0,1,unknown,pass,
ditch-witch-sk850,mdl_ditch_witch_sk850,Ditch Witch,SK850,230x72Kx44,ready,yes,2,0,1,unknown,pass,
ditch-witch-sk900,mdl_ditch_witch_sk900,Ditch Witch,SK900,230x72Kx44,ready,yes,3,0,1,unknown,pass,
doosan-dx27z,mdl_doosan_dx27z,Doosan,DX27Z,300x52.5Nx80,ready,no,3,0,1,unknown,review,missing_hero
doosan-dx30z,mdl_doosan_dx30z,Doosan,DX30Z,300x52.5Nx84,ready,no,1,0,2,unknown,review,missing_hero
doosan-dx35,mdl_doosan_dx35,Doosan,DX35,300x52.5x86,ready,no,2,2,1,unknown,review,missing_hero
doosan-dx35-z7,mdl_doosan_dx35_z7,Doosan,DX35-Z7,300x52.5x86,ready,no,2,1,1,unknown,review,missing_hero
doosan-dx35-5,mdl_doosan_dx355,Doosan,DX355,300x52.5Nx84,ready,no,1,0,3,unknown,review,missing_hero
doosan-dx35z,mdl_doosan_dx35z,Doosan,DX35Z,300x52.5x86,ready,no,2,1,1,unknown,review,missing_hero
doosan-dx50k-5,mdl_doosan_dx50k5,Doosan,DX50K5,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
doosan-dx55,mdl_doosan_dx55,Doosan,DX55,400x72.5Kx74,ready,no,4,2,3,unknown,review,missing_hero
doosan-dx-55z,mdl_doosan_dx55z,Doosan,DX55Z,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
doosan-dx60r,mdl_doosan_dx60r,Doosan,DX60R,400x72.5Wx76,ready,no,2,2,1,unknown,review,missing_hero
doosan-dx62r-3,mdl_doosan_dx62r3,Doosan,DX62R3,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
doosan-dx63-3,mdl_doosan_dx633,Doosan,DX633,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
doosan-dx80r,mdl_doosan_dx80r,Doosan,DX80R,450x81Nx76,ready,no,4,0,2,unknown,review,missing_hero
doosan-dx85r,mdl_doosan_dx85r,Doosan,DX85R,450x81Nx76,ready,no,4,0,2,unknown,review,missing_hero
doosan-dx85r-3,mdl_doosan_dx85r3,Doosan,DX85R3,450x81Nx76,ready,no,4,0,2,unknown,review,missing_hero
doosan-s55,mdl_doosan_s55,Doosan,S55,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
gehl-303,mdl_gehl_303,Gehl,303,300x52.5Nx78,ready,no,4,2,2,unknown,review,missing_hero
gehl-502,mdl_gehl_502,Gehl,502,400x72.5Kx74,ready,no,3,2,3,unknown,review,missing_hero
gehl-503z,mdl_gehl_503z,Gehl,503Z,400x72.5Kx74,ready,no,3,2,3,unknown,review,missing_hero
gehl-603,mdl_gehl_603,Gehl,603,400x72.5Kx74,ready,no,6,2,3,unknown,review,missing_hero
gehl-ctl135,mdl_gehl_ctl135,Gehl,CTL135,320x86x52,ready,no,4,0,1,unknown,review,missing_hero
gehl-ctl165,mdl_gehl_ctl165,Gehl,CTL165,320x86Bx49,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
gehl-ctl55,mdl_gehl_ctl55,Gehl,CTL55,320x86x52,ready,no,10,0,1,unknown,review,missing_hero
gehl-ctl60,mdl_gehl_ctl60,Gehl,CTL60,320x86x52,ready,yes,8,4,2,unknown,pass,
gehl-ctl65,mdl_gehl_ctl65,Gehl,CTL65,320x86x52,ready,yes,4,4,2,unknown,pass,
gehl-ctl70,mdl_gehl_ctl70,Gehl,CTL70,450x100x48,ready,yes,12,5,1,unknown,pass,
gehl-ctl75,mdl_gehl_ctl75,Gehl,CTL75,450x100x48,ready,yes,6,4,1,unknown,pass,
gehl-ctl80,mdl_gehl_ctl80,Gehl,CTL80,450x100x50,ready,yes,12,4,1,unknown,pass,
gehl-ctl85,mdl_gehl_ctl85,Gehl,CTL85,450x100x50,ready,yes,6,4,1,unknown,pass,
gehl-ge303,mdl_gehl_ge303,Gehl,GE303,300x52.5Nx78,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
gehl-ge342,mdl_gehl_ge342,Gehl,GE342,300x52.5Nx80,ready,no,6,1,1,unknown,review,missing_hero
gehl-ge362,mdl_gehl_ge362,Gehl,GE362,300x52.5Nx84,ready,no,3,1,2,unknown,review,missing_hero
gehl-ge502,mdl_gehl_ge502,Gehl,GE502,400x72.5Kx74,ready,no,3,2,3,unknown,review,missing_hero
gehl-ge503,mdl_gehl_ge503,Gehl,GE503,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
gehl-ge602,mdl_gehl_ge602,Gehl,GE602,400x72.5Kx74,ready,no,3,2,3,unknown,review,missing_hero
gehl-mb28,mdl_gehl_mb28,Gehl,MB28,300x52.5Nx78,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
equipment-model-6awxkbkh,mdl_gehl_rt105,Gehl,RT105,250x72x52,ready,no,5,0,1,unknown,review,missing_hero
gehl-rt135,mdl_gehl_rt135,Gehl,RT135,320x84Bx46,ready,yes,5,0,1,unknown,pass,
gehl-rt165,mdl_gehl_rt165,Gehl,RT165,320x86Bx49,ready,yes,34,3,2,unknown,pass,
gehl-rt210,mdl_gehl_rt210,Gehl,RT210,450x86Bx56,ready,yes,13,4,1,unknown,pass,
gehl-rt215,mdl_gehl_rt215,Gehl,RT215,450x86Bx56,ready,yes,30,4,1,unknown,pass,
gehl-rt250,mdl_gehl_rt250,Gehl,RT250,450x86Bx58,ready,yes,26,5,1,unknown,pass,
gehl-rt255,mdl_gehl_rt255,Gehl,RT255,450x86Bx58,ready,yes,13,5,1,unknown,pass,
gehl-vt210,mdl_gehl_vt210,Gehl,VT210,400x86Bx50,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
gehl-vt320,mdl_gehl_vt320,Gehl,VT320,450x86Bx58,ready,yes,13,4,1,unknown,pass,
hanix-h36b,mdl_hanix_h36b,Hanix,H36B,300x52.5Nx84,ready,no,1,0,2,unknown,review,missing_hero
hanix-h36c,mdl_hanix_h36c,Hanix,H36C,300x52.5Nx84,ready,no,1,0,2,unknown,review,missing_hero
hanix-h36cr,mdl_hanix_h36cr,Hanix,H36CR,300x52.5Nx84,ready,no,1,0,2,unknown,review,missing_hero
hanix-h36r,mdl_hanix_h36r,Hanix,H36R,300x52.5Nx84,ready,no,1,0,2,unknown,review,missing_hero
hitachi-30u,mdl_hitachi_30u,Hitachi,30U,300x52.5x86,ready,no,2,1,1,unknown,review,missing_hero
hitachi-35u,mdl_hitachi_35u,Hitachi,35U,300x52.5x86,ready,no,2,1,1,unknown,review,missing_hero
hitachi-ex35u,mdl_hitachi_ex_35_u,Hitachi,EX-35-U,300x52.5x86,ready,no,1,0,1,unknown,review,missing_hero
hitachi-ex12,mdl_hitachi_ex12,Hitachi,EX12,230x96x31,ready,no,2,1,1,unknown,review,missing_hero
hitachi-ex12-1,mdl_hitachi_ex12_1,Hitachi,EX12-1,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
hitachi-ex12-2,mdl_hitachi_ex12_2,Hitachi,EX12-2,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
hitachi-ex15,mdl_hitachi_ex15,Hitachi,EX15,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
hitachi-ex15-1,mdl_hitachi_ex15_1,Hitachi,EX15-1,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
hitachi-ex15-2,mdl_hitachi_ex15_2,Hitachi,EX15-2,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
hitachi-ex15u,mdl_hitachi_ex15u,Hitachi,EX15U,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
hitachi-ex16,mdl_hitachi_ex16,Hitachi,EX16,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
hitachi-ex17,mdl_hitachi_ex17,Hitachi,EX17,230x48x70,ready,no,0,1,1,unknown,review,missing_hero
hitachi-ex35,mdl_hitachi_ex35,Hitachi,EX35,300x52.5Nx84,ready,no,1,1,2,unknown,review,missing_hero
hitachi-ex35-1,mdl_hitachi_ex351,Hitachi,EX351,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
hitachi-ex36u,mdl_hitachi_ex36u,Hitachi,EX36U,300x52.5x86,ready,no,2,1,1,unknown,review,missing_hero
hitachi-ex40ur,mdl_hitachi_ex40ur,Hitachi,EX40UR,300x52.5Nx84,ready,no,1,1,2,unknown,review,missing_hero
hitachi-ex40ur-3,mdl_hitachi_ex40ur_3,Hitachi,EX40UR-3,300x52.5x86,ready,no,3,2,1,unknown,review,missing_hero
hitachi-ex50u,mdl_hitachi_ex50u,Hitachi,EX50U,400x72.5Kx74,ready,no,4,4,3,unknown,review,missing_hero
hitachi-ex58mu,mdl_hitachi_ex58mu,Hitachi,EX58MU,400x72.5Kx74,ready,no,3,3,3,unknown,review,missing_hero
hitachi-sh15-2,mdl_hitachi_sh15_2,Hitachi,SH15-2,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
hitachi-ue35,mdl_hitachi_ue35,Hitachi,UE35,300x52.5x86,ready,no,3,1,1,unknown,review,missing_hero
hitachi-zx14-3,mdl_hitachi_zx14_3,Hitachi,ZX14-3,230x96x31,ready,no,2,0,1,unknown,review,missing_hero
hitachi-zx17u,mdl_hitachi_zx17u,Hitachi,ZX17U,230x48x70,ready,yes,1,0,1,unknown,pass,
hitachi-zx17u-2,mdl_hitachi_zx17u_2,Hitachi,ZX17U-2,230x48x70,ready,no,2,1,1,unknown,review,missing_hero
hitachi-zx27u-3,mdl_hitachi_zx27u3,Hitachi,ZX27U3,300x52.5Nx80,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
hitachi-zx30u,mdl_hitachi_zx30u,Hitachi,ZX30U,300x52.5x86,ready,no,3,4,1,unknown,review,missing_hero
hitachi-zx30u-2,mdl_hitachi_zx30u_2,Hitachi,ZX30U-2,300x52.5x86,ready,no,3,2,1,unknown,review,missing_hero
hitachi-zx30-u5,mdl_hitachi_zx30u_5,Hitachi,ZX30U-5,300x52.5x86,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
hitachi-zx33u,mdl_hitachi_zx33u,Hitachi,ZX33U,300x52.5x86,ready,no,3,2,1,unknown,review,missing_hero
hitachi-zx35-u5n,mdl_hitachi_zx35_u5n,Hitachi,ZX35-U5N,300x52.5x86,ready,no,2,5,1,unknown,review,missing_hero
hitachi-zx35u,mdl_hitachi_zx35u,Hitachi,ZX35U,300x52.5x86,ready,yes,3,4,1,unknown,pass,
hitachi-zx35u-2,mdl_hitachi_zx35u_2,Hitachi,ZX35U-2,300x52.5x86,ready,no,3,4,1,unknown,review,missing_hero
hitachi-zx35u-3,mdl_hitachi_zx35u_3,Hitachi,ZX35U-3,300x52.5x86,ready,no,3,4,1,unknown,review,missing_hero
hitachi-zx40u-2,mdl_hitachi_zx40u2,Hitachi,ZX40U2,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
hitachi-zx50u-5,mdl_hitachi_zx50u_5,Hitachi,ZX50U-5,400x72.5Kx74,ready,yes,4,6,3,unknown,pass,
hitachi-zx50u-2,mdl_hitachi_zx50u2,Hitachi,ZX50U2,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
hitachi-zx50u-3,mdl_hitachi_zx50u3,Hitachi,ZX50U3,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
