machine_id,shopify_handle,track_size_options,v2_track_products,tnt_products,uc_products,sprockets,idlers,rear_idlers,rollers,wide_before_narrow,status,issues
mdl_bobcat_e42,bobcat-e42,0,2,2,8,2,1,0,2,n/a,review,no_track_size_options
mdl_bobcat_e45,bobcat-e45,3,4,1,11,0,3,0,2,review,pass,
mdl_bobcat_e50,bobcat-e50,3,4,1,10,0,2,0,3,review,pass,
mdl_bobcat_e55,bobcat-e55,3,4,1,10,0,2,0,2,review,pass,
mdl_bobcat_e55z,bobcat-e55z,3,2,1,3,0,0,0,0,review,pass,
mdl_bobcat_e60,bobcat-e60,1,3,1,5,0,0,0,0,n/a,pass,
mdl_bobcat_e62,bobcat-e62,1,0,0,0,0,0,0,0,n/a,fail,no_v2_track_products;no_uc_products
mdl_bobcat_e63,bobcat-e63,1,3,2,5,0,0,0,0,n/a,pass,
mdl_bobcat_e80,bobcat-e80,2,9,2,17,0,0,0,4,review,pass,
mdl_bobcat_e85,bobcat-e85,2,8,1,12,0,0,0,0,review,pass,
mdl_bobcat_mt100,bobcat-mt100,3,4,2,4,0,0,0,0,pass,pass,
mdl_bobcat_mt50,bobcat-mt50,1,6,4,10,2,1,0,1,n/a,pass,
mdl_bobcat_mt52,bobcat-mt52,1,3,2,6,1,1,0,1,n/a,pass,
mdl_bobcat_mt55,bobcat-mt55,1,9,6,13,2,1,0,1,n/a,pass,
mdl_bobcat_mt85,bobcat-mt85,2,8,4,12,0,2,0,2,pass,pass,
mdl_bobcat_t110,bobcat-t110,1,4,4,4,0,0,0,0,n/a,pass,
mdl_bobcat_t140,bobcat-t140,1,2,2,7,2,2,0,1,n/a,pass,
mdl_bobcat_t180,bobcat-t180,2,17,13,29,8,2,0,2,pass,pass,
mdl_bobcat_t190,bobcat-t190,2,17,13,27,5,2,0,3,pass,pass,
mdl_bobcat_t200,bobcat-t200,3,29,19,35,2,2,0,2,pass,pass,
mdl_bobcat_t250,bobcat-t250,1,32,24,42,3,3,0,4,n/a,pass,
mdl_bobcat_t300,bobcat-t300,1,16,12,22,3,2,0,1,n/a,pass,
mdl_bobcat_t320,bobcat-t320,1,16,12,21,1,2,0,2,n/a,pass,
mdl_bobcat_t450,bobcat-t450,1,6,4,9,1,0,0,2,n/a,pass,
mdl_bobcat_t550,bobcat-t550,2,34,26,45,3,4,0,4,pass,pass,
mdl_bobcat_t590,bobcat-t590,2,17,13,31,5,6,0,3,pass,pass,
mdl_bobcat_t595,bobcat-t595,2,17,13,22,1,2,0,2,pass,pass,
mdl_bobcat_t62,bobcat-t62,1,38,28,40,0,2,0,0,n/a,pass,
mdl_bobcat_t630,bobcat-t630,3,42,30,57,6,7,0,2,pass,pass,
mdl_bobcat_t64,bobcat-t64,1,19,14,21,0,2,0,0,n/a,pass,
mdl_bobcat_t650,bobcat-t650,3,37,27,49,4,5,0,3,pass,pass,
mdl_bobcat_t66,bobcat-t66,1,19,14,21,0,2,0,0,n/a,pass,
mdl_bobcat_t730,bobcat-t730,1,12,8,13,0,0,0,1,n/a,pass,
mdl_bobcat_t740,bobcat-t740,1,16,12,23,3,2,0,2,n/a,pass,
mdl_bobcat_t750,bobcat-t750,1,16,12,28,2,6,0,4,n/a,pass,
mdl_bobcat_t76,bobcat-t76,3,48,36,50,0,2,0,0,pass,pass,
mdl_bobcat_t770,bobcat-t770,1,16,12,29,4,6,0,3,n/a,pass,
mdl_bobcat_t830,bobcat-t830,1,15,10,15,0,0,0,0,n/a,pass,
mdl_bobcat_t86,bobcat-t86,1,13,8,15,0,2,0,0,n/a,pass,
mdl_bobcat_t864,bobcat-t864,2,4,4,4,0,0,0,0,pass,pass,
mdl_bobcat_t870,bobcat-t870,2,54,32,76,6,12,0,4,review,pass,
mdl_boxer_118,boxer-118,1,1,1,1,0,0,0,0,n/a,pass,
mdl_boxer_320,boxer-320,1,1,1,1,0,0,0,0,n/a,pass,
mdl_boxer_322d,boxer-322d,1,1,1,1,0,0,0,0,n/a,pass,
mdl_boxer_400,boxer-400,1,1,1,1,0,0,0,0,n/a,pass,
mdl_boxer_427,boxer-427,1,1,1,1,0,0,0,0,n/a,pass,
mdl_boxer_526dx,boxer-526dx,1,1,1,1,0,0,0,0,n/a,pass,
mdl_boxer_530dx,boxer-530dx,1,4,3,4,0,0,0,0,n/a,pass,
mdl_boxer_532dx,boxer-532dx,1,1,1,1,0,0,0,0,n/a,pass,
mdl_boxer_brute_trx,boxer-brute-trx,1,1,1,1,0,0,0,0,n/a,pass,
mdl_case_15,case-15,1,2,1,2,0,0,0,0,n/a,pass,
mdl_case_15maxi,case-15maxi,1,2,1,2,0,0,0,0,n/a,pass,
mdl_case_16,case-16,1,2,1,2,0,0,0,0,n/a,pass,
mdl_case_16maxi,case-16maxi,1,2,1,2,0,0,0,0,n/a,pass,
mdl_case_16rtn,case-16rtn,1,2,1,2,0,0,0,0,n/a,pass,
mdl_case_420ct,case-420ct,1,19,14,23,1,2,0,1,n/a,pass,
mdl_case_440ct,case-440ct,1,19,14,23,1,2,0,1,n/a,pass,
mdl_case_445ct,case-445ct,1,16,12,20,1,2,0,1,n/a,pass,
mdl_case_450ct,case-450ct,1,16,12,20,1,2,0,1,n/a,pass,
mdl_case_6030,case-6030,3,0,0,0,0,0,0,0,review,fail,no_v2_track_products;no_uc_products
mdl_case_ck16,case-ck16,2,2,1,2,0,0,0,0,pass,pass,
mdl_case_ck28,case-ck28,2,2,1,4,0,0,0,1,review,pass,
mdl_case_ck32,case-ck32,1,7,5,8,0,0,0,0,n/a,pass,
mdl_case_ck50,case-ck50,3,4,2,6,0,0,0,0,review,pass,
mdl_case_ck52,case-ck52,3,4,2,6,0,0,0,0,review,pass,
mdl_case_ck62,case-ck62,1,1,1,3,0,0,0,0,n/a,pass,
mdl_case_cx14,case-cx14,1,2,1,2,0,0,0,0,n/a,pass,
mdl_case_cx14_zts,case-cx14-zts,1,2,1,2,0,0,0,0,n/a,pass,
mdl_case_cx15,case-cx15,1,2,1,2,0,0,0,0,n/a,pass,
mdl_case_cx15stc,case-cx15stc,1,2,1,2,0,0,0,0,n/a,pass,
mdl_case_cx15str,case-cx15str,1,2,1,2,0,0,0,0,n/a,pass,
mdl_case_cx16,case-cx16,2,2,1,2,0,0,0,0,review,pass,
mdl_case_cx16_2001,case-cx16-2001,1,2,1,2,0,0,0,0,n/a,pass,
mdl_case_cx16b,case-cx16b,1,2,1,2,0,0,0,0,n/a,pass,
mdl_case_cx17b,case-cx17b,1,2,1,2,0,0,0,0,n/a,pass,
mdl_case_cx17c,case-cx17c,1,2,1,2,0,0,0,0,n/a,pass,
mdl_case_cx18b,case-cx18b,1,2,1,2,0,0,0,0,n/a,pass,
mdl_case_cx20b,case-cx20b,2,1,1,3,0,0,0,1,review,pass,
mdl_case_cx22b,case-cx22b,2,1,1,3,0,0,0,1,review,pass,
mdl_case_cx25,case-cx25,2,1,1,2,0,0,0,0,review,pass,
mdl_case_cx26,case-cx26,2,1,1,1,0,0,0,0,review,pass,
mdl_case_cx26c,case-cx26c,2,1,1,1,0,0,0,0,review,pass,
mdl_case_cx27b,case-cx27b,1,3,1,6,0,0,0,2,n/a,pass,
mdl_case_cx28,case-cx28,2,2,1,4,0,0,0,0,review,pass,
mdl_case_cx30,case-cx30,1,3,1,3,0,0,0,0,n/a,pass,
mdl_case_cx30c,case-cx30c,1,0,0,0,0,0,0,0,n/a,fail,no_v2_track_products;no_uc_products
mdl_case_cx33c,case-cx33c,1,3,2,4,1,0,0,0,n/a,pass,
mdl_case_cx35,case-cx35,1,6,2,9,0,0,0,1,n/a,pass,
mdl_case_cx36,case-cx36,2,1,1,4,1,0,0,1,review,pass,
mdl_case_cx36b,case-cx36b,2,1,1,7,2,1,0,2,review,pass,
mdl_case_cx37c,case-cx37c,1,1,1,3,1,0,0,0,n/a,pass,
mdl_case_cx39b,case-cx39b,2,0,0,0,0,0,0,0,review,fail,no_v2_track_products;no_uc_products
mdl_case_cx47,case-cx47,3,5,2,6,0,0,0,1,review,pass,
mdl_case_cx50,case-cx50,3,3,2,3,0,0,0,0,review,pass,
mdl_case_cx50b,case-cx50b,3,5,2,8,0,0,0,2,review,pass,
mdl_case_cx55b,case-cx55b,3,6,2,10,0,0,0,2,review,pass,
mdl_case_cx55bmsr,case-cx55b-msr,3,0,0,0,0,0,0,0,review,fail,no_v2_track_products;no_uc_products
mdl_case_cx57,case-cx57,1,0,0,0,0,0,0,0,n/a,fail,no_v2_track_products;no_uc_products
mdl_case_cx57c,case-cx57c,1,2,1,2,0,0,0,0,n/a,pass,
mdl_case_cx60c,case-cx60c,1,2,1,4,0,0,0,0,n/a,pass,
mdl_case_cx65b,case-cx65b,3,0,0,0,0,0,0,0,review,fail,no_v2_track_products;no_uc_products
mdl_case_cx75sr,case-cx75sr,2,3,1,6,0,0,0,0,review,pass,
mdl_case_cx80c,case-cx80c,2,4,2,7,0,0,0,0,review,pass,
mdl_case_tr270,case-tr270,1,11,8,16,1,3,0,1,n/a,pass,
mdl_case_tr270b,case-tr270b,1,11,8,16,1,3,0,1,n/a,pass,
mdl_case_tr310,case-tr310,1,19,14,24,1,3,0,1,n/a,pass,
mdl_case_tr310b,case-tr310b,2,19,14,23,1,2,0,1,pass,pass,
mdl_case_tr320,case-tr320,1,16,12,21,1,3,0,1,n/a,pass,
mdl_case_tr320b,case-tr320b,1,0,0,0,0,0,0,0,n/a,fail,no_v2_track_products;no_uc_products
mdl_case_tr340,case-tr340,1,16,12,21,1,3,0,1,n/a,pass,
mdl_case_tr340b,case-tr340b,1,16,12,21,1,3,0,1,n/a,pass,
mdl_case_tv370,case-tv370,1,16,12,20,1,2,0,1,n/a,pass,
mdl_case_tv370b,case-tv370b,1,12,8,17,1,3,0,1,n/a,pass,
mdl_case_tv380,case-tv380,1,16,12,21,1,3,0,1,n/a,pass,
mdl_case_tv450,case-tv450,1,16,12,21,1,3,0,1,n/a,pass,
mdl_case_tv450b,case-tv450b,1,16,12,21,1,3,0,1,n/a,pass,
mdl_case_tv620b,case-tv620b,1,5,5,7,0,1,0,1,n/a,pass,
mdl_cat_239d,caterpillar-239d,2,17,13,20,1,1,0,1,pass,pass,
mdl_cat_239d3,caterpillar-239d3,1,17,13,20,1,1,0,1,n/a,pass,
mdl_cat_247,caterpillar-247,0,1,1,3,1,0,0,0,n/a,review,no_track_size_options
mdl_cat_247b,caterpillar-247b,0,2,2,6,2,0,0,0,n/a,review,no_track_size_options
mdl_cat_247b2,caterpillar-247b2,0,1,1,2,1,0,0,0,n/a,review,no_track_size_options
mdl_cat_247b3,caterpillar-247b3,0,1,1,2,1,0,0,0,n/a,review,no_track_size_options
mdl_cat_2493,caterpillar-2493,1,0,0,0,0,0,0,0,n/a,fail,no_v2_track_products;no_uc_products
mdl_cat_249d,caterpillar-249d,2,17,13,20,1,1,0,1,pass,pass,
mdl_cat_249d3,caterpillar-249d3,2,34,26,39,1,2,0,2,pass,pass,
mdl_cat_255,caterpillar-255,3,58,38,61,1,1,0,1,pass,pass,
mdl_cat_257,caterpillar-257,0,1,1,3,1,0,0,0,n/a,review,no_track_size_options
mdl_cat_257b,caterpillar-257b,0,1,1,3,1,0,0,0,n/a,review,no_track_size_options
mdl_cat_257b2,caterpillar-257b2,0,1,1,2,1,0,0,0,n/a,review,no_track_size_options
mdl_cat_257b3,caterpillar-257b3,0,1,1,2,1,0,0,0,n/a,review,no_track_size_options
mdl_cat_257d,caterpillar-257d,0,1,1,2,1,0,0,0,n/a,review,no_track_size_options
mdl_cat_259b,caterpillar-259b,2,0,0,0,0,0,0,0,pass,fail,no_v2_track_products;no_uc_products
mdl_cat_259b3,caterpillar-259b3,2,17,12,22,1,3,0,1,pass,pass,
mdl_cat_259d,caterpillar-259d,2,17,12,23,2,3,0,1,pass,pass,
mdl_cat_259d3,caterpillar-259d3,2,17,12,22,1,3,0,1,pass,pass,
mdl_cat_265,caterpillar-265,1,0,0,0,0,0,0,0,n/a,fail,no_v2_track_products;no_uc_products
mdl_cat_267b,caterpillar-267b,0,1,1,4,1,0,0,0,n/a,review,no_track_size_options
mdl_cat_277,caterpillar-277,0,5,5,7,1,0,0,0,n/a,review,no_track_size_options
mdl_cat_277b,caterpillar-277b,0,2,2,6,2,0,0,0,n/a,review,no_track_size_options
mdl_cat_277c,caterpillar-277c,0,2,1,6,1,0,0,0,n/a,review,no_track_size_options
mdl_cat_279c,caterpillar-279c,1,15,9,19,1,2,0,1,n/a,pass,
mdl_cat_279c2,caterpillar-279c2,1,13,9,17,1,2,0,1,n/a,pass,
mdl_cat_279d,caterpillar-279d,1,13,9,18,1,3,0,1,n/a,pass,
mdl_cat_279d3,caterpillar-279d3,1,0,0,0,0,0,0,0,n/a,fail,no_v2_track_products;no_uc_products
mdl_cat_287,caterpillar-287,0,4,3,6,1,0,0,0,n/a,review,no_track_size_options
mdl_cat_287b,caterpillar-287b,0,1,1,3,1,0,0,0,n/a,review,no_track_size_options
